Year,Territorio,Comarca,Municipio,Units,GeoCode,Value
2022,,,ES20055,PER_10000,ES20055,43.9
2019,,,ES20055,PER_10000,ES20055,32.1
2021,,,ES20055,PER_10000,ES20055,26.7
2020,,,ES20055,PER_10000,ES20055,19.6
2023,,,ES20055,PER_10000,ES20055,50.8
2019,,,ES48914,PER_10000,ES48914,0.0
2022,,,ES48914,PER_10000,ES48914,0.0
2020,,,ES48914,PER_10000,ES48914,0.0
2021,,,ES48914,PER_10000,ES48914,0.0
2023,,,ES48914,PER_10000,ES48914,0.0
2022,,,ES01008,PER_10000,ES01008,62.9
2020,,,ES01008,PER_10000,ES01008,42.6
2019,,,ES01008,PER_10000,ES01008,21.4
2021,,,ES01008,PER_10000,ES01008,0.0
2023,,,ES01008,PER_10000,ES01008,19.9
2022,,,ES48010,PER_10000,ES48010,0.0
2019,,,ES48010,PER_10000,ES48010,0.0
2021,,,ES48010,PER_10000,ES48010,0.0
2023,,,ES48010,PER_10000,ES48010,0.0
2020,,,ES48010,PER_10000,ES48010,36.6
2019,,,ES48011,PER_10000,ES48011,21.1
2023,,,ES48011,PER_10000,ES48011,49.7
2022,,,ES48011,PER_10000,ES48011,35.8
2020,,,ES48011,PER_10000,ES48011,40.7
2021,,,ES48011,PER_10000,ES48011,35.8
2020,,,ES48023,PER_10000,ES48023,28.3
2021,,,ES48023,PER_10000,ES48023,0.0
2022,,,ES48023,PER_10000,ES48023,111.6
2023,,,ES48023,PER_10000,ES48023,79.7
2019,,,ES48023,PER_10000,ES48023,0.0
2019,,,ES48008,PER_10000,ES48008,29.8
2021,,,ES48008,PER_10000,ES48008,30.5
2020,,,ES48008,PER_10000,ES48008,0.0
2022,,,ES48008,PER_10000,ES48008,30.1
2023,,,ES48008,PER_10000,ES48008,59.4
2020,,,ES01004,PER_10000,ES01004,20.7
2023,,,ES01004,PER_10000,ES01004,178.3
2022,,,ES01004,PER_10000,ES01004,41.8
2021,,,ES01004,PER_10000,ES01004,10.4
2019,,,ES01004,PER_10000,ES01004,41.6
2023,,,ES01009,PER_10000,ES01009,60.5
2021,,,ES01009,PER_10000,ES01009,50.0
2020,,,ES01009,PER_10000,ES01009,74.1
2019,,,ES01009,PER_10000,ES01009,24.5
2022,,,ES01009,PER_10000,ES01009,36.9
2021,,,ES20014,PER_10000,ES20014,13.1
2019,,,ES20014,PER_10000,ES20014,54.5
2022,,,ES20014,PER_10000,ES20014,26.5
2020,,,ES20014,PER_10000,ES20014,13.4
2023,,,ES20014,PER_10000,ES20014,0.0
2021,,,ES20903,PER_10000,ES20903,28.1
2020,,,ES20903,PER_10000,ES20903,43.2
2023,,,ES20903,PER_10000,ES20903,46.8
2022,,,ES20903,PER_10000,ES20903,32.4
2019,,,ES20903,PER_10000,ES20903,41.1
2021,,,ES20015,PER_10000,ES20015,11.9
2020,,,ES20015,PER_10000,ES20015,47.9
2023,,,ES20015,PER_10000,ES20015,0.0
2019,,,ES20015,PER_10000,ES20015,24.2
2022,,,ES20015,PER_10000,ES20015,12.0
2022,,,ES48091,PER_10000,ES48091,29.0
2020,,,ES48091,PER_10000,ES48091,0.0
2019,,,ES48091,PER_10000,ES48091,14.0
2023,,,ES48091,PER_10000,ES48091,29.0
2021,,,ES48091,PER_10000,ES48091,14.2
2020,,,ES48070,PER_10000,ES48070,0.0
2022,,,ES48070,PER_10000,ES48070,0.0
2023,,,ES48070,PER_10000,ES48070,0.0
2019,,,ES48070,PER_10000,ES48070,0.0
2021,,,ES48070,PER_10000,ES48070,0.0
2022,,,ES01010,PER_10000,ES01010,20.7
2021,,,ES01010,PER_10000,ES01010,20.6
2020,,,ES01010,PER_10000,ES01010,0.0
2023,,,ES01010,PER_10000,ES01010,20.9
2019,,,ES01010,PER_10000,ES01010,20.8
2023,,,ES20017,PER_10000,ES20017,15.3
2022,,,ES20017,PER_10000,ES20017,27.1
2021,,,ES20017,PER_10000,ES20017,11.8
2020,,,ES20017,PER_10000,ES20017,27.1
2019,,,ES20017,PER_10000,ES20017,6.8
2021,,,ES20018,PER_10000,ES20018,17.3
2019,,,ES20018,PER_10000,ES20018,10.9
2022,,,ES20018,PER_10000,ES20018,9.3
2023,,,ES20018,PER_10000,ES20018,17.2
2020,,,ES20018,PER_10000,ES20018,18.9
2020,,,ES48012,PER_10000,ES48012,61.2
2022,,,ES48012,PER_10000,ES48012,59.4
2021,,,ES48012,PER_10000,ES48012,61.0
2023,,,ES48012,PER_10000,ES48012,49.3
2019,,,ES48012,PER_10000,ES48012,38.7
2019,,,ES20904,PER_10000,ES20904,0.0
2023,,,ES20904,PER_10000,ES20904,0.0
2020,,,ES20904,PER_10000,ES20904,0.0
2022,,,ES20904,PER_10000,ES20904,0.0
2021,,,ES20904,PER_10000,ES20904,0.0
2020,,,ES48090,PER_10000,ES48090,41.0
2021,,,ES48090,PER_10000,ES48090,35.6
2023,,,ES48090,PER_10000,ES48090,47.7
2019,,,ES48090,PER_10000,ES48090,33.5
2022,,,ES48090,PER_10000,ES48090,40.3
2023,,,ES01011,PER_10000,ES01011,0.0
2022,,,ES01011,PER_10000,ES01011,0.0
2021,,,ES01011,PER_10000,ES01011,72.7
2019,,,ES01011,PER_10000,ES01011,0.0
2020,,,ES01011,PER_10000,ES01011,145.5
2019,,,ES48013,PER_10000,ES48013,42.1
2023,,,ES48013,PER_10000,ES48013,60.5
2021,,,ES48013,PER_10000,ES48013,46.0
2020,,,ES48013,PER_10000,ES48013,40.3
2022,,,ES48013,PER_10000,ES48013,47.4
2022,,,ES48014,PER_10000,ES48014,40.1
2021,,,ES48014,PER_10000,ES48014,68.3
2019,,,ES48014,PER_10000,ES48014,0.0
2020,,,ES48014,PER_10000,ES48014,13.5
2023,,,ES48014,PER_10000,ES48014,26.0
2021,,,ES01013,PER_10000,ES01013,23.9
2023,,,ES01013,PER_10000,ES01013,0.0
2022,,,ES01013,PER_10000,ES01013,48.3
2019,,,ES01013,PER_10000,ES01013,24.1
2020,,,ES01013,PER_10000,ES01013,48.3
2019,,,ES48015,PER_10000,ES48015,41.7
2021,,,ES48015,PER_10000,ES48015,28.4
2023,,,ES48015,PER_10000,ES48015,40.7
2022,,,ES48015,PER_10000,ES48015,31.2
2020,,,ES48015,PER_10000,ES48015,34.1
2022,,,ES20019,PER_10000,ES20019,46.5
2020,,,ES20019,PER_10000,ES20019,21.8
2021,,,ES20019,PER_10000,ES20019,34.9
2019,,,ES20019,PER_10000,ES20019,20.3
2023,,,ES20019,PER_10000,ES20019,40.9
2019,,,ES48092,PER_10000,ES48092,18.3
2021,,,ES48092,PER_10000,ES48092,35.4
2020,,,ES48092,PER_10000,ES48092,0.0
2023,,,ES48092,PER_10000,ES48092,86.5
2022,,,ES48092,PER_10000,ES48092,0.0
2023,,,ES20020,PER_10000,ES20020,0.0
2021,,,ES20020,PER_10000,ES20020,0.0
2019,,,ES20020,PER_10000,ES20020,0.0
2020,,,ES20020,PER_10000,ES20020,0.0
2022,,,ES20020,PER_10000,ES20020,0.0
2023,,,ES20021,PER_10000,ES20021,71.9
2022,,,ES20021,PER_10000,ES20021,0.0
2019,,,ES20021,PER_10000,ES20021,0.0
2021,,,ES20021,PER_10000,ES20021,0.0
2020,,,ES20021,PER_10000,ES20021,0.0
2021,,,ES48016,PER_10000,ES48016,18.8
2020,,,ES48016,PER_10000,ES48016,21.6
2022,,,ES48016,PER_10000,ES48016,29.1
2023,,,ES48016,PER_10000,ES48016,15.4
2019,,,ES48016,PER_10000,ES48016,21.8
2023,,,ES01014,PER_10000,ES01014,0.0
2020,,,ES01014,PER_10000,ES01014,133.6
2021,,,ES01014,PER_10000,ES01014,43.2
2019,,,ES01014,PER_10000,ES01014,45.1
2022,,,ES01014,PER_10000,ES01014,0.0
2019,,,ES20022,PER_10000,ES20022,0.0
2021,,,ES20022,PER_10000,ES20022,0.0
2022,,,ES20022,PER_10000,ES20022,19.2
2020,,,ES20022,PER_10000,ES20022,0.0
2023,,,ES20022,PER_10000,ES20022,0.0
2023,,,ES20074,PER_10000,ES20074,32.5
2020,,,ES20074,PER_10000,ES20074,16.0
2019,,,ES20074,PER_10000,ES20074,23.9
2021,,,ES20074,PER_10000,ES20074,43.8
2022,,,ES20074,PER_10000,ES20074,44.1
2020,,,ES48017,PER_10000,ES48017,60.8
2019,,,ES48017,PER_10000,ES48017,43.5
2022,,,ES48017,PER_10000,ES48017,33.8
2023,,,ES48017,PER_10000,ES48017,55.1
2021,,,ES48017,PER_10000,ES48017,43.1
2023,,,ES01016,PER_10000,ES01016,43.2
2019,,,ES01016,PER_10000,ES01016,0.0
2021,,,ES01016,PER_10000,ES01016,0.0
2022,,,ES01016,PER_10000,ES01016,0.0
2020,,,ES01016,PER_10000,ES01016,0.0
2020,,,ES48018,PER_10000,ES48018,17.6
2022,,,ES48018,PER_10000,ES48018,17.4
2021,,,ES48018,PER_10000,ES48018,35.1
2019,,,ES48018,PER_10000,ES48018,0.0
2023,,,ES48018,PER_10000,ES48018,0.0
2019,,,ES48019,PER_10000,ES48019,21.1
2023,,,ES48019,PER_10000,ES48019,30.8
2020,,,ES48019,PER_10000,ES48019,33.9
2022,,,ES48019,PER_10000,ES48019,30.5
2021,,,ES48019,PER_10000,ES48019,8.6
2022,,,ES20023,PER_10000,ES20023,0.0
2019,,,ES20023,PER_10000,ES20023,33.4
2020,,,ES20023,PER_10000,ES20023,33.3
2023,,,ES20023,PER_10000,ES20023,34.8
2021,,,ES20023,PER_10000,ES20023,33.6
2020,,,ES20024,PER_10000,ES20024,38.0
2021,,,ES20024,PER_10000,ES20024,0.0
2022,,,ES20024,PER_10000,ES20024,0.0
2023,,,ES20024,PER_10000,ES20024,0.0
2019,,,ES20024,PER_10000,ES20024,0.0
2021,,,ES48020,PER_10000,ES48020,30.8
2023,,,ES48020,PER_10000,ES48020,41.9
2022,,,ES48020,PER_10000,ES48020,36.4
2019,,,ES48020,PER_10000,ES48020,39.2
2020,,,ES48020,PER_10000,ES48020,35.7
2019,,,ES48021,PER_10000,ES48021,48.5
2020,,,ES48021,PER_10000,ES48021,61.1
2022,,,ES48021,PER_10000,ES48021,12.1
2023,,,ES48021,PER_10000,ES48021,23.5
2021,,,ES48021,PER_10000,ES48021,36.7
2023,,,ES01017,PER_10000,ES01017,37.7
2020,,,ES01017,PER_10000,ES01017,0.0
2022,,,ES01017,PER_10000,ES01017,0.0
2021,,,ES01017,PER_10000,ES01017,0.0
2019,,,ES01017,PER_10000,ES01017,0.0
2019,,,ES20029,PER_10000,ES20029,7.4
2022,,,ES20029,PER_10000,ES20029,21.9
2023,,,ES20029,PER_10000,ES20029,33.0
2021,,,ES20029,PER_10000,ES20029,25.8
2020,,,ES20029,PER_10000,ES20029,11.1
2022,,,ES48901,PER_10000,ES48901,42.9
2021,,,ES48901,PER_10000,ES48901,29.7
2019,,,ES48901,PER_10000,ES48901,27.5
2023,,,ES48901,PER_10000,ES48901,68.3
2020,,,ES48901,PER_10000,ES48901,24.1
2021,,,ES48026,PER_10000,ES48026,28.2
2023,,,ES48026,PER_10000,ES48026,41.8
2020,,,ES48026,PER_10000,ES48026,70.7
2022,,,ES48026,PER_10000,ES48026,0.0
2019,,,ES48026,PER_10000,ES48026,14.1
2021,,,ES20069,PER_10000,ES20069,30.9
2019,,,ES20069,PER_10000,ES20069,38.2
2023,,,ES20069,PER_10000,ES20069,40.6
2022,,,ES20069,PER_10000,ES20069,40.6
2020,,,ES20069,PER_10000,ES20069,33.2
2019,,,ES48027,PER_10000,ES48027,31.8
2022,,,ES48027,PER_10000,ES48027,38.9
2020,,,ES48027,PER_10000,ES48027,27.7
2021,,,ES48027,PER_10000,ES48027,28.1
2023,,,ES48027,PER_10000,ES48027,35.9
2021,,,ES48028,PER_10000,ES48028,25.2
2023,,,ES48028,PER_10000,ES48028,0.0
2020,,,ES48028,PER_10000,ES48028,49.1
2019,,,ES48028,PER_10000,ES48028,24.2
2022,,,ES48028,PER_10000,ES48028,0.0
2020,,,ES20030,PER_10000,ES20030,41.4
2019,,,ES20030,PER_10000,ES20030,28.5
2022,,,ES20030,PER_10000,ES20030,63.9
2023,,,ES20030,PER_10000,ES20030,50.3
2021,,,ES20030,PER_10000,ES20030,43.3
2021,,,ES48031,PER_10000,ES48031,0.0
2019,,,ES48031,PER_10000,ES48031,54.5
2023,,,ES48031,PER_10000,ES48031,0.0
2022,,,ES48031,PER_10000,ES48031,0.0
2020,,,ES48031,PER_10000,ES48031,0.0
2021,,,ES01021,PER_10000,ES01021,0.0
2020,,,ES01021,PER_10000,ES01021,0.0
2022,,,ES01021,PER_10000,ES01021,65.7
2023,,,ES01021,PER_10000,ES01021,0.0
2019,,,ES01021,PER_10000,ES01021,0.0
2023,,,ES01022,PER_10000,ES01022,19.9
2019,,,ES01022,PER_10000,ES01022,18.5
2022,,,ES01022,PER_10000,ES01022,19.2
2020,,,ES01022,PER_10000,ES01022,0.0
2021,,,ES01022,PER_10000,ES01022,18.9
2021,,,ES20031,PER_10000,ES20031,82.0
2023,,,ES20031,PER_10000,ES20031,0.0
2022,,,ES20031,PER_10000,ES20031,83.7
2019,,,ES20031,PER_10000,ES20031,0.0
2020,,,ES20031,PER_10000,ES20031,166.0
2022,,,ES20033,PER_10000,ES20033,0.0
2021,,,ES20033,PER_10000,ES20033,0.0
2019,,,ES20033,PER_10000,ES20033,55.0
2023,,,ES20033,PER_10000,ES20033,18.4
2020,,,ES20033,PER_10000,ES20033,0.0
2019,,,ES20032,PER_10000,ES20032,27.6
2022,,,ES20032,PER_10000,ES20032,39.6
2020,,,ES20032,PER_10000,ES20032,34.3
2021,,,ES20032,PER_10000,ES20032,39.4
2023,,,ES20032,PER_10000,ES20032,32.8
2021,,,ES48032,PER_10000,ES48032,10.6
2020,,,ES48032,PER_10000,ES48032,13.3
2022,,,ES48032,PER_10000,ES48032,15.8
2023,,,ES48032,PER_10000,ES48032,37.1
2019,,,ES48032,PER_10000,ES48032,18.8
2021,,,ES01023,PER_10000,ES01023,0.0
2019,,,ES01023,PER_10000,ES01023,52.9
2020,,,ES01023,PER_10000,ES01023,53.6
2023,,,ES01023,PER_10000,ES01023,0.0
2022,,,ES01023,PER_10000,ES01023,55.9
2020,,,ES48902,PER_10000,ES48902,40.0
2019,,,ES48902,PER_10000,ES48902,76.6
2023,,,ES48902,PER_10000,ES48902,60.3
2022,,,ES48902,PER_10000,ES48902,66.2
2021,,,ES48902,PER_10000,ES48902,54.8
2021,,,ES48033,PER_10000,ES48033,0.0
2023,,,ES48033,PER_10000,ES48033,0.0
2022,,,ES48033,PER_10000,ES48033,82.3
2019,,,ES48033,PER_10000,ES48033,0.0
2020,,,ES48033,PER_10000,ES48033,0.0
2019,,,ES48034,PER_10000,ES48034,14.9
2020,,,ES48034,PER_10000,ES48034,18.6
2022,,,ES48034,PER_10000,ES48034,41.2
2021,,,ES48034,PER_10000,ES48034,31.0
2023,,,ES48034,PER_10000,ES48034,36.9
2023,,,ES20067,PER_10000,ES20067,47.7
2019,,,ES20067,PER_10000,ES20067,56.1
2021,,,ES20067,PER_10000,ES20067,58.8
2022,,,ES20067,PER_10000,ES20067,51.7
2020,,,ES20067,PER_10000,ES20067,37.5
2021,,,ES20066,PER_10000,ES20066,0.0
2022,,,ES20066,PER_10000,ES20066,0.0
2020,,,ES20066,PER_10000,ES20066,35.0
2023,,,ES20066,PER_10000,ES20066,0.0
2019,,,ES20066,PER_10000,ES20066,0.0
2022,,,ES01046,PER_10000,ES01046,0.0
2019,,,ES01046,PER_10000,ES01046,56.3
2020,,,ES01046,PER_10000,ES01046,28.2
2021,,,ES01046,PER_10000,ES01046,56.8
2023,,,ES01046,PER_10000,ES01046,0.0
2023,,,ES48079,PER_10000,ES48079,44.0
2022,,,ES48079,PER_10000,ES48079,45.4
2021,,,ES48079,PER_10000,ES48079,45.1
2019,,,ES48079,PER_10000,ES48079,45.2
2020,,,ES48079,PER_10000,ES48079,91.1
2022,,,ES20034,PER_10000,ES20034,44.0
2023,,,ES20034,PER_10000,ES20034,43.5
2019,,,ES20034,PER_10000,ES20034,14.8
2021,,,ES20034,PER_10000,ES20034,54.1
2020,,,ES20034,PER_10000,ES20034,5.0
2019,,,ES48029,PER_10000,ES48029,25.3
2022,,,ES48029,PER_10000,ES48029,26.0
2023,,,ES48029,PER_10000,ES48029,30.5
2021,,,ES48029,PER_10000,ES48029,24.5
2020,,,ES48029,PER_10000,ES48029,46.2
2019,,,ES48030,PER_10000,ES48030,26.4
2023,,,ES48030,PER_10000,ES48030,0.0
2020,,,ES48030,PER_10000,ES48030,26.0
2022,,,ES48030,PER_10000,ES48030,54.7
2021,,,ES48030,PER_10000,ES48030,0.0
2021,,,ES20035,PER_10000,ES20035,0.0
2019,,,ES20035,PER_10000,ES20035,0.0
2022,,,ES20035,PER_10000,ES20035,34.0
2020,,,ES20035,PER_10000,ES20035,0.0
2023,,,ES20035,PER_10000,ES20035,0.0
2023,,,ES48906,PER_10000,ES48906,0.0
2021,,,ES48906,PER_10000,ES48906,0.0
2020,,,ES48906,PER_10000,ES48906,21.3
2022,,,ES48906,PER_10000,ES48906,86.3
2019,,,ES48906,PER_10000,ES48906,0.0
2020,,,ES48035,PER_10000,ES48035,0.0
2022,,,ES48035,PER_10000,ES48035,70.9
2019,,,ES48035,PER_10000,ES48035,0.0
2021,,,ES48035,PER_10000,ES48035,0.0
2023,,,ES48035,PER_10000,ES48035,70.8
2022,,,ES20038,PER_10000,ES20038,0.0
2023,,,ES20038,PER_10000,ES20038,44.0
2020,,,ES20038,PER_10000,ES20038,0.0
2019,,,ES20038,PER_10000,ES20038,0.0
2021,,,ES20038,PER_10000,ES20038,0.0
2021,,,ES20037,PER_10000,ES20037,0.0
2020,,,ES20037,PER_10000,ES20037,0.0
2019,,,ES20037,PER_10000,ES20037,0.0
2022,,,ES20037,PER_10000,ES20037,0.0
2023,,,ES20037,PER_10000,ES20037,0.0
2023,,,ES48036,PER_10000,ES48036,33.5
2019,,,ES48036,PER_10000,ES48036,33.6
2020,,,ES48036,PER_10000,ES48036,30.2
2022,,,ES48036,PER_10000,ES48036,28.2
2021,,,ES48036,PER_10000,ES48036,28.9
2019,,,ES48037,PER_10000,ES48037,25.3
2022,,,ES48037,PER_10000,ES48037,100.0
2021,,,ES48037,PER_10000,ES48037,24.7
2020,,,ES48037,PER_10000,ES48037,0.0
2023,,,ES48037,PER_10000,ES48037,76.6
2019,,,ES48038,PER_10000,ES48038,14.0
2022,,,ES48038,PER_10000,ES48038,14.4
2020,,,ES48038,PER_10000,ES48038,14.0
2023,,,ES48038,PER_10000,ES48038,0.0
2021,,,ES48038,PER_10000,ES48038,0.0
2019,,,ES48039,PER_10000,ES48039,0.0
2023,,,ES48039,PER_10000,ES48039,0.0
2022,,,ES48039,PER_10000,ES48039,0.0
2020,,,ES48039,PER_10000,ES48039,0.0
2021,,,ES48039,PER_10000,ES48039,0.0
2022,,,ES48040,PER_10000,ES48040,12.1
2023,,,ES48040,PER_10000,ES48040,24.4
2021,,,ES48040,PER_10000,ES48040,0.0
2020,,,ES48040,PER_10000,ES48040,48.4
2019,,,ES48040,PER_10000,ES48040,11.9
2021,,,ES48041,PER_10000,ES48041,48.4
2022,,,ES48041,PER_10000,ES48041,0.0
2020,,,ES48041,PER_10000,ES48041,24.1
2023,,,ES48041,PER_10000,ES48041,45.4
2019,,,ES48041,PER_10000,ES48041,0.0
2021,,,ES20907,PER_10000,ES20907,0.0
2023,,,ES20907,PER_10000,ES20907,0.0
2019,,,ES20907,PER_10000,ES20907,0.0
2020,,,ES20907,PER_10000,ES20907,0.0
