Year,Series,Gaixotasun ez-transmitigarria,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2010,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,436.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,718.1
2012,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,921.7
2015,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,1090.9
2019,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,181.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,181.5
2018,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,367.0
2024,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,520.8
2021,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,729.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,182.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,364.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Fruiz,100.000 biztanleko,Fruiz,180.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,577.5
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,951.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,1113.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,590.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,756.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,1376.6
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,377.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,585.9
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,790.5
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,392.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,393.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,197.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gabiria,100.000 biztanleko,Gabiria,603.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,796.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,1716.7
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,800.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,781.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,800.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,1550.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,826.4
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,1646.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,823.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gaintza,100.000 biztanleko,Gaintza,1673.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,529.1
2012,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,494.9
2021,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,578.7
2015,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,590.9
2011,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,640.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,613.5
2013,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,523.7
2014,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,570.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,538.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,596.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,573.5
2023,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,540.4
2018,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,582.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,583.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Galdakao,100.000 biztanleko,Galdakao,601.2
2015,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,731.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,233.6
2014,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,486.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,835.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,712.6
2019,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,357.1
2024,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,604.6
2013,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,1207.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,972.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,1067.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,716.4
2018,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,959.8
2017,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,723.8
2010,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,586.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Galdames,100.000 biztanleko,Galdames,711.7
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,217.2
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,902.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,446.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,594.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,803.5
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,664.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,672.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,804.4
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,145.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,803.2
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,800.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,578.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,1019.7
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,728.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gamiz-Fika,100.000 biztanleko,Gamiz-Fika,744.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,1217.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,624.0
2013,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,621.1
2024,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,604.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,592.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,598.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,958.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,311.5
2022,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,946.4
2016,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,1284.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,309.1
2021,Heriotza-tasa 100.000 biztanleko,,,,,Garai,100.000 biztanleko,Garai,623.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,546.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,423.3
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,419.7
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,482.4
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,856.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,797.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,863.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,495.4
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,510.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,719.6
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,664.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,427.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,376.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,361.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gatika,100.000 biztanleko,Gatika,928.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,809.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,334.4
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,331.5
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,565.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,584.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,329.7
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,447.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,1025.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,352.1
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,591.0
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,930.8
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,666.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,705.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,680.3
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gautegiz Arteaga,100.000 biztanleko,Gautegiz Arteaga,704.6
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,591.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,1149.4
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,1197.6
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,598.8
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,1114.2
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,565.0
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,552.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,568.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,573.1
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gaztelu,100.000 biztanleko,Gaztelu,600.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,644.5
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,614.3
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,593.3
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,733.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,634.0
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,621.3
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,633.7
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,671.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,681.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,726.8
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,626.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,682.3
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,612.5
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,628.6
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gernika-Lumo,100.000 biztanleko,Gernika-Lumo,677.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,679.8
2016,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,393.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,426.1
2015,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,468.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,563.8
2012,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,414.1
2024,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,614.1
2020,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,317.5
2022,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,519.8
2018,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,669.4
2010,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,528.9
2021,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,735.0
2013,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,597.5
2014,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,587.0
2023,Heriotza-tasa 100.000 biztanleko,,,,,Getaria,100.000 biztanleko,Getaria,378.7
2011,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,543.2
2023,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,620.0
2013,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,516.5
2015,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,570.9
2017,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,638.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,617.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,621.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,563.6
2014,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,599.4
2018,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,600.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,569.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,614.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,602.8
2022,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,619.6
2019,Heriotza-tasa 100.000 biztanleko,,,,,Getxo,100.000 biztanleko,Getxo,603.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,945.6
2014,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,468.4
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,975.6
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,507.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,1975.3
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,1432.0
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,1418.4
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,1401.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gizaburuaga,100.000 biztanleko,Gizaburuaga,487.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,879.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,642.3
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,1255.0
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,707.5
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,754.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,749.5
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,407.2
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,819.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,1113.1
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,513.6
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,705.5
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,823.0
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,696.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,583.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gordexola,100.000 biztanleko,Gordexola,819.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,494.6
2016,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,440.1
2022,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,394.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,366.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,527.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,479.3
2017,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,543.4
2021,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,461.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,477.1
2018,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,329.6
2012,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,413.4
2015,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,441.9
2019,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,442.2
2011,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,490.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Gorliz,100.000 biztanleko,Gorliz,510.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,750.1
2013,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,570.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,715.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,497.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,791.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,941.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,762.2
2018,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,611.4
2020,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,774.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,645.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,811.8
2024,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,403.5
2019,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,685.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,482.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Güeñes,100.000 biztanleko,Güeñes,685.0
2020,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,421.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,809.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,843.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,813.0
2011,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,1041.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,814.7
2024,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,1785.7
2010,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,1342.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,1687.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,746.3
2014,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,1167.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,2608.7
2018,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,2066.1
2012,Heriotza-tasa 100.000 biztanleko,,,,,Harana / Valle de Arana,100.000 biztanleko,Harana / Valle de Arana,1083.0
2021,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,515.8
2022,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,549.6
2019,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,548.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,610.8
2014,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,587.3
2018,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,561.9
2024,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,713.9
2013,Heriotza-tasa 100.000 biztanleko,,,,,Hernani,100.000 biztanleko,Hernani,453.7
