Year,Series,Gaixotasun ez-transmitigarria,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2019,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,898.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,1078.7
2022,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,1213.6
2014,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,863.0
2018,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,872.4
2010,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,907.0
2012,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,1318.7
2017,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,643.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,1081.1
2024,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,469.5
2015,Heriotza-tasa 100.000 biztanleko,,,,,Ziortza-Bolibar,100.000 biztanleko,Ziortza-Bolibar,864.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,506.2
2021,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,718.4
2017,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,500.8
2023,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,622.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,791.6
2014,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,645.7
2013,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,271.8
2015,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,612.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,567.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,728.2
2018,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,630.5
2010,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,689.3
2024,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,656.3
2012,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,619.4
2020,Heriotza-tasa 100.000 biztanleko,,,,,Zizurkil,100.000 biztanleko,Zizurkil,704.6
2022,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,802.0
2014,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,452.1
2019,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,761.6
2018,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,758.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,375.5
2013,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,814.8
2010,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,246.6
2011,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,366.1
2023,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,697.9
2012,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,730.7
2016,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,673.1
2017,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,631.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,722.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,678.5
2024,Heriotza-tasa 100.000 biztanleko,,,,,Zuia,100.000 biztanleko,Zuia,903.9
2015,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,585.7
2019,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,417.3
2021,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,570.3
2013,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,520.4
2023,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,527.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,656.7
2017,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,471.6
2010,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,429.2
2012,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,556.2
2014,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,547.0
2016,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,708.2
2018,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,489.9
2020,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,555.3
2022,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,527.7
2024,Heriotza-tasa 100.000 biztanleko,,,,,Zumaia,100.000 biztanleko,Zumaia,535.2
2022,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,667.9
2014,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,701.2
2024,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,698.6
2018,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,825.1
2012,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,742.0
2010,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,789.9
2016,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,640.3
2011,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,605.8
2013,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,633.6
2015,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,876.0
2017,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,790.8
2019,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,806.6
2021,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,707.9
2023,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,750.2
2020,Heriotza-tasa 100.000 biztanleko,,,,,Zumarraga,100.000 biztanleko,Zumarraga,627.3
2014,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),616.9
2019,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),522.1
2011,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),517.8
2016,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),384.6
2012,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),549.0
2023,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),553.5
2024,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),612.5
2017,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),644.3
2010,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),657.9
2018,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),410.7
2021,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),571.6
2020,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),450.7
2022,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),539.8
2015,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),604.5
2013,Heriotza-tasa 100.000 biztanleko,,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),532.7
2022,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,620.6
2017,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,738.0
2020,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,668.9
2021,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,520.6
2015,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,770.7
2024,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,585.9
2018,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,624.1
2012,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,679.9
2014,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,603.8
2019,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,733.7
2023,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,571.8
2013,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,812.1
2016,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,652.4
2011,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,617.7
2010,Heriotza-tasa 100.000 biztanleko,,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,808.9
2021,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,669.0
2012,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,600.4
2017,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,607.2
2024,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,629.1
2013,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,591.2
2022,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,593.6
2019,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,615.9
2020,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,598.6
2016,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,601.2
2011,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,634.1
2014,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,542.9
2018,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,660.8
2015,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,639.7
2010,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,468.7
2023,Heriotza-tasa 100.000 biztanleko,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,592.8
2020,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,468.2
2017,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,556.7
2016,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,547.2
2013,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,518.8
2011,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,526.7
2019,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,525.3
2010,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,514.3
2018,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,513.9
2023,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,534.9
2012,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,502.9
2024,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,543.0
2015,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,557.7
2014,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,483.1
2021,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,514.1
2022,Heriotza-tasa 100.000 biztanleko,,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,528.1
2017,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,498.2
2013,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,1187.2
2021,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,871.9
2023,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,437.0
2016,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,868.1
2022,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,772.8
2019,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,994.7
2010,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,688.0
2024,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,711.6
2020,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,709.3
2015,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,767.9
2014,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,889.3
2018,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,1029.6
2012,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,721.1
2011,Heriotza-tasa 100.000 biztanleko,,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,749.9
2012,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,775.5
2018,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,670.3
2020,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,660.3
2017,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,576.4
2023,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,509.1
2010,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,646.7
2021,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,617.7
2013,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,614.4
2024,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,637.9
2019,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,596.4
2016,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,717.0
2015,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,675.0
2014,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,678.3
2022,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,617.6
2011,Heriotza-tasa 100.000 biztanleko,,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,750.4
2017,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,625.6
2024,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,588.3
2019,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,573.9
2011,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,559.9
2022,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,539.5
2014,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,525.7
2010,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,564.4
2018,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,606.0
2020,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,572.6
2013,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,592.2
2021,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,592.6
2012,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,535.0
2015,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,542.4
2023,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,595.2
2016,Heriotza-tasa 100.000 biztanleko,,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,536.5
2014,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,684.6
2024,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,653.0
2023,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,634.3
2015,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,717.1
2016,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,703.7
2020,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,666.2
2011,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,673.1
2019,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,698.2
2022,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,669.2
2013,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,652.2
2010,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,664.4
2018,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,705.2
2017,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,702.1
2021,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,661.8
2012,Heriotza-tasa 100.000 biztanleko,,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,673.2
2021,Heriotza-tasa 100.000 biztanleko,,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,670.7
2016,Heriotza-tasa 100.000 biztanleko,,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,713.0
2018,Heriotza-tasa 100.000 biztanleko,,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,636.3
2020,Heriotza-tasa 100.000 biztanleko,,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,684.4
2012,Heriotza-tasa 100.000 biztanleko,,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,771.4
