Year,Series,Units,Value
2010,_L_ES_090401_06,Index,-17.19
2011,_L_ES_090401_06,Index,-25.9
2012,_L_ES_090401_06,Index,-21.64
2013,_L_ES_090401_06,Index,-28.59
2014,_L_ES_090401_06,Index,-29.31
2015,_L_ES_090401_06,Index,-27.84
2016,_L_ES_090401_06,Index,-28.02
2017,_L_ES_090401_06,Index,-25.72
2018,_L_ES_090401_06,Index,-26.89
2019,_L_ES_090401_06,Index,-23.06
2020,_L_ES_090401_06,Index,-32.28
2021,_L_ES_090401_06,Index,-26.48
2022,_L_ES_090401_06,Index,-20.65
