Year,Series,Edad,Sexo,EmpCont,Territorio,Comarca,Municipio,Units,GeoCode,Value
2010,EU_EMP_LFS,Y_GE16,,,,,ES48080,PT,ES48080,48.5
2020,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,52.7
2023,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,53.9
2015,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,50.0
2021,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,51.0
2022,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,52.5
2019,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,53.1
2018,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,50.9
2010,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,53.7
2016,EU_EMP_LFS,Y_GE16,,,,,ES20075,PT,ES20075,50.1
2021,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,49.4
2018,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,48.4
2015,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,46.6
2020,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,49.2
2019,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,48.9
2023,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,52.5
2022,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,52.8
2010,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,46.2
2016,EU_EMP_LFS,Y_GE16,,,,,ES01057,PT,ES01057,47.4
2021,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,50.8
2023,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,52.9
2010,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,52.4
2018,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,52.0
2019,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,52.3
2022,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,52.7
2016,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,50.5
2015,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,51.1
2020,EU_EMP_LFS,Y_GE16,,,,,ES01059,PT,ES01059,52.3
2010,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,46.4
2016,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,44.7
2022,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,42.7
2015,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,44.6
2020,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,37.8
2023,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,45.7
2018,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,44.4
2019,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,40.5
2021,EU_EMP_LFS,Y_GE16,,,,,ES01060,PT,ES01060,39.8
2015,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,51.7
2010,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,52.4
2022,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,54.1
2018,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,53.1
2021,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,51.3
2023,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,53.7
2020,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,52.4
2016,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,51.8
2019,EU_EMP_LFS,Y_GE16,,,,,ES48095,PT,ES48095,53.1
2015,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,51.1
2010,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,53.3
2022,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,52.3
2019,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,52.8
2016,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,50.8
2021,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,51.2
2020,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,54.2
2018,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,52.1
2023,EU_EMP_LFS,Y_GE16,,,,,ES20078,PT,ES20078,54.0
2010,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,59.4
2016,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,60.1
2015,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,62.6
2023,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,64.2
2019,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,59.4
2022,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,61.4
2018,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,57.8
2021,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,61.0
2020,EU_EMP_LFS,Y_GE16,,,,,ES01061,PT,ES01061,60.2
2010,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,51.0
2018,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,49.4
2019,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,49.9
2021,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,48.9
2022,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,50.2
2023,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,50.5
2016,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,47.0
2015,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,46.4
2020,EU_EMP_LFS,Y_GE16,,,,,ES48096,PT,ES48096,49.2
2018,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,42.2
2022,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,50.9
2019,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,46.7
2020,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,50.8
2016,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,46.2
2010,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,44.9
2015,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,44.3
2021,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,46.6
2023,EU_EMP_LFS,Y_GE16,,,,,ES01062,PT,ES01062,47.5
2018,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,51.7
2023,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,53.6
2010,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,51.8
2021,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,51.2
2015,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,52.6
2019,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,52.3
2022,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,52.5
2016,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,52.0
2020,EU_EMP_LFS,Y_GE16,,,,,ES48905,PT,ES48905,52.5
2020,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,51.2
2022,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,53.2
2023,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,53.0
2016,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,49.2
2021,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,52.2
2010,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,51.7
2018,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,51.2
2015,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,49.6
2019,EU_EMP_LFS,Y_GE16,,,,,ES48097,PT,ES48097,51.2
2023,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,55.6
2018,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,52.9
2021,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,53.2
2019,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,53.7
2020,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,53.7
2022,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,55.0
2010,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,52.9
2015,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,51.1
2016,EU_EMP_LFS,Y_GE16,,,,,ES20079,PT,ES20079,51.0
2021,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,54.2
2015,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,55.7
2016,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,56.8
2022,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,56.2
2018,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,56.5
2010,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,55.0
2020,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,55.7
2019,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,56.3
2023,EU_EMP_LFS,Y_GE16,,,,,ES48024,PT,ES48024,55.2
2020,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,54.1
2023,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,57.1
2022,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,56.3
2018,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,55.0
2010,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,54.9
2015,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,53.8
2019,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,56.3
2016,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,54.8
2021,EU_EMP_LFS,Y_GE16,,,,,ES48025,PT,ES48025,54.2
2023,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,56.0
2015,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,54.2
2019,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,56.9
2021,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,56.5
2020,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,58.1
2018,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,56.0
2016,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,51.9
2010,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,51.5
2022,EU_EMP_LFS,Y_GE16,,,,,ES20025,PT,ES20025,57.0
2015,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,47.7
2021,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,51.1
2020,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,49.6
2022,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,57.4
2010,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,49.3
2023,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,51.9
2018,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,53.6
2019,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,51.1
2016,EU_EMP_LFS,Y_GE16,,,,,ES20026,PT,ES20026,51.2
2021,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,53.8
2018,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,52.3
2015,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,50.1
2020,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,54.2
2010,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,52.1
2019,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,53.2
2023,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,57.8
2016,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,50.7
2022,EU_EMP_LFS,Y_GE16,,,,,ES20027,PT,ES20027,56.9
2016,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,53.9
2018,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,54.0
2023,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,60.4
2015,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,53.0
2020,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,56.7
2022,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,57.3
2010,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,53.8
2021,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,55.3
2019,EU_EMP_LFS,Y_GE16,,,,,ES48913,PT,ES48913,57.2
2021,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,57.1
2015,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,60.3
2022,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,58.3
2010,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,60.3
2018,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,59.2
2023,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,57.1
2019,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,57.5
2020,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,56.8
2016,EU_EMP_LFS,Y_GE16,,,,,ES01018,PT,ES01018,58.6
2020,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,54.5
2023,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,52.1
2019,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,50.5
2021,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,54.3
2015,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,51.9
2016,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,50.1
2010,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,47.3
2022,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,54.3
2018,EU_EMP_LFS,Y_GE16,,,,,ES48915,PT,ES48915,50.1
2023,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,55.6
2021,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,52.2
2020,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,51.7
2019,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,52.2
2022,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,54.5
2016,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,50.4
2015,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,50.4
2010,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,51.4
2018,EU_EMP_LFS,Y_GE16,,,,,ES20028,PT,ES20028,51.5
2020,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,57.1
2021,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,55.5
2016,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,56.2
2022,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,56.7
2018,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,57.4
2019,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,56.3
2023,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,55.0
2010,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,57.8
2015,EU_EMP_LFS,Y_GE16,,,,,ES01063,PT,ES01063,57.4
2020,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,55.9
2010,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,53.4
2018,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,54.6
2023,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,56.6
2016,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,51.4
2022,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,56.5
2021,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,54.0
2015,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,51.8
2019,EU_EMP_LFS,Y_GE16,,,,,ES20081,PT,ES20081,55.3
2020,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,49.7
2018,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,48.2
2023,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,50.7
2019,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,48.6
2015,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,46.5
2021,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,48.3
2022,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,49.5
2016,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,46.5
2010,EU_EMP_LFS,Y_GE16,,,,,ES20080,PT,ES20080,47.4
2019,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,50.9
2020,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,50.9
2018,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,50.0
2016,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,49.2
2021,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,50.8
2010,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,50.4
2022,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,52.5
2023,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,52.4
2015,EU_EMP_LFS,Y_GE16,,,,ES0101,,PT,ES0101,49.9
2019,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,48.4
2015,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,47.3
2022,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,51.3
2021,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,48.8
2010,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,46.9
2018,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,48.0
2016,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,46.0
2020,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,47.8
2023,EU_EMP_LFS,Y_GE16,,,,ES0104,,PT,ES0104,51.5
2019,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,50.0
2016,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,48.1
2022,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,51.2
2023,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,51.4
2020,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,49.9
2021,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,49.4
2018,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,49.6
2015,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,48.5
2010,EU_EMP_LFS,Y_GE16,,,,ES0106,,PT,ES0106,50.3
2020,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,52.7
2019,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,52.7
2015,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,51.6
2018,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,52.4
2010,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,52.9
2021,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,51.2
2016,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,51.0
2023,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,53.2
2022,EU_EMP_LFS,Y_GE16,,,,ES0102,,PT,ES0102,53.1
2020,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,52.9
2010,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,51.0
2018,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,51.5
2022,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,54.0
2021,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,51.9
2019,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,52.9
2016,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,50.8
2015,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,50.1
2023,EU_EMP_LFS,Y_GE16,,,,ES0103,,PT,ES0103,53.7
2019,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,52.5
2018,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,51.9
2010,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,52.7
2022,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,52.4
2021,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,50.9
2023,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,53.2
2016,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,51.2
2015,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,51.3
2020,EU_EMP_LFS,Y_GE16,,,,ES4801,,PT,ES4801,52.1
2020,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,49.9
2018,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,49.7
2021,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,48.9
2016,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,47.5
2022,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,50.8
2010,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,50.5
2015,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,48.2
2019,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,50.0
2023,EU_EMP_LFS,Y_GE16,,,,ES2001,,PT,ES2001,51.5
2019,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,48.4
2018,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,47.8
2020,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,48.9
2023,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,50.6
2022,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,49.3
2015,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,46.4
2010,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,48.0
2016,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,46.3
2021,EU_EMP_LFS,Y_GE16,,,,ES4802,,PT,ES4802,47.9
2021,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,49.2
2016,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,47.7
2015,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,47.9
2018,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,49.9
2023,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,51.1
2022,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,50.5
2010,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,49.3
2020,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,50.0
2019,EU_EMP_LFS,Y_GE16,,,,ES2002,,PT,ES2002,50.3
2015,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,49.7
2010,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,51.9
2016,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,49.5
2020,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,51.7
2021,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,50.6
2022,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,52.0
2023,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,52.5
2018,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,51.4
2019,EU_EMP_LFS,Y_GE16,,,,ES2003,,PT,ES2003,51.6
2023,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,53.6
2020,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,52.2
2021,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,50.8
2019,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,52.0
2022,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,52.6
2015,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,50.0
2018,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,51.5
2010,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,51.3
2016,EU_EMP_LFS,Y_GE16,,,,ES2004,,PT,ES2004,49.7
2022,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,53.3
2019,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,52.7
2016,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,51.2
2010,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,51.5
2021,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,51.8
2023,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,54.3
2020,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,52.5
2018,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,52.4
2015,EU_EMP_LFS,Y_GE16,,,,ES4803,,PT,ES4803,50.8
2015,EU_EMP_LFS,Y_GE16,,,,ES4804,,PT,ES4804,46.1
2016,EU_EMP_LFS,Y_GE16,,,,ES4804,,PT,ES4804,45.8
2021,EU_EMP_LFS,Y_GE16,,,,ES4804,,PT,ES4804,48.5
2010,EU_EMP_LFS,Y_GE16,,,,ES4804,,PT,ES4804,48.6
2022,EU_EMP_LFS,Y_GE16,,,,ES4804,,PT,ES4804,49.5
2023,EU_EMP_LFS,Y_GE16,,,,ES4804,,PT,ES4804,50.3
2020,EU_EMP_LFS,Y_GE16,,,,ES4804,,PT,ES4804,48.6
