Year,Series,Edad,Sexo,EmpCont,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,43.3
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,46.8
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,44.0
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,43.9
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,49.6
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,46.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,48.7
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,45.5
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20077,PT,ES20077,47.4
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,52.7
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,50.8
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,51.5
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,53.2
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,51.8
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,52.3
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,52.2
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,55.2
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20073,PT,ES20073,50.8
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,42.5
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,44.6
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,47.0
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,43.3
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,44.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,43.0
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,46.0
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,41.6
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01055,PT,ES01055,44.8
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,44.2
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,41.0
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,43.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,45.6
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,46.0
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,40.8
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,41.4
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,42.3
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48080,PT,ES48080,44.2
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,48.7
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,47.4
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,45.8
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,47.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,45.3
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,49.2
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,46.1
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,46.8
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20075,PT,ES20075,49.9
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,38.6
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,36.8
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,46.1
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,39.2
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,35.6
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,39.7
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,41.4
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,40.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01057,PT,ES01057,45.0
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,47.6
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,47.7
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,49.5
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,48.2
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,48.1
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,49.5
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,49.0
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,48.6
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01059,PT,ES01059,47.1
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,31.9
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,32.0
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,38.7
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,34.6
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,27.3
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,35.8
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,39.3
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,38.5
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01060,PT,ES01060,29.2
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,44.0
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,47.0
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,46.2
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,47.0
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,43.6
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,49.9
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,43.8
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,47.0
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48095,PT,ES48095,49.7
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,49.7
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,45.7
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,47.0
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,46.8
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,49.9
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,47.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,47.7
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,46.6
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20078,PT,ES20078,46.7
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,58.6
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,68.1
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,56.4
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,57.1
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,48.2
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,57.0
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,59.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,61.8
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01061,PT,ES01061,51.9
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,41.6
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,44.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,45.3
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,43.3
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,46.6
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,44.1
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,44.6
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,42.9
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48096,PT,ES48096,40.9
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,43.1
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,39.2
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,37.4
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,39.8
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,32.0
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,45.1
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,44.0
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,39.1
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01062,PT,ES01062,36.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,48.0
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,48.1
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,47.1
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,46.4
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,46.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,47.2
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,50.3
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,47.9
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48905,PT,ES48905,48.2
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,46.6
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,47.8
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,44.1
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,48.4
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,49.0
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,48.8
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,47.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,46.0
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48097,PT,ES48097,47.0
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,50.7
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,50.3
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,47.0
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,52.8
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,52.3
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,47.3
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,50.8
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,47.1
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20079,PT,ES20079,49.5
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,54.1
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,52.3
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,49.4
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,53.5
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,54.5
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,53.9
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,54.0
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,53.1
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48024,PT,ES48024,51.8
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,52.8
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,54.3
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,53.8
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,53.4
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,50.7
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,53.3
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,52.5
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,51.4
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48025,PT,ES48025,52.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,45.8
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,51.6
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,51.7
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,53.2
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,44.8
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,53.1
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,52.3
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,47.9
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20025,PT,ES20025,49.3
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,48.7
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,50.9
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,58.8
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,47.8
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,48.2
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,45.5
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,50.5
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,51.2
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20026,PT,ES20026,47.3
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,44.8
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,44.6
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,48.0
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,54.5
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,46.8
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,53.1
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,44.8
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,46.7
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20027,PT,ES20027,49.7
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,49.3
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,50.7
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,50.7
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,56.0
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,46.8
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,49.9
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,46.7
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,44.4
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48913,PT,ES48913,48.5
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,53.3
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,58.4
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,54.4
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,53.3
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,55.8
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,55.8
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,55.1
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,57.4
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01018,PT,ES01018,54.5
2018,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,47.4
2010,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,43.2
2023,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,56.3
2021,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,53.4
2016,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,44.0
2022,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,54.1
2019,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,51.9
2020,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,52.6
2015,EU_EMP_LFS,Y_GE16,F,,,,ES48915,PT,ES48915,49.7
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,53.9
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,47.7
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,49.0
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,45.2
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,47.6
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,51.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,45.5
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,44.3
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20028,PT,ES20028,47.0
2010,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,52.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,52.5
2020,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,54.8
2023,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,53.8
2021,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,53.9
2019,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,52.1
2018,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,52.6
2022,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,54.4
2015,EU_EMP_LFS,Y_GE16,F,,,,ES01063,PT,ES01063,53.7
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,45.4
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,50.1
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,51.2
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,49.3
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,52.5
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,50.8
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,52.9
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,46.1
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20081,PT,ES20081,46.2
2018,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,41.5
2019,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,42.5
2023,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,46.1
2022,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,44.8
2010,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,40.2
2020,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,44.8
2015,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,40.4
2021,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,43.5
2016,EU_EMP_LFS,Y_GE16,F,,,,ES20080,PT,ES20080,39.2
2015,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,44.8
2023,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,48.4
2018,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,43.2
2020,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,47.1
2010,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,44.3
2016,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,43.2
2019,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,44.4
2022,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,49.5
2021,EU_EMP_LFS,Y_GE16,F,,,ES0101,,PT,ES0101,46.3
2018,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,41.6
2022,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,45.0
2020,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,41.5
2019,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,41.1
2010,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,39.2
2016,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,39.9
2021,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,42.9
2015,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,41.4
2023,EU_EMP_LFS,Y_GE16,F,,,ES0104,,PT,ES0104,46.0
2018,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,44.4
2023,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,47.3
2015,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,43.3
2016,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,42.6
2020,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,45.4
2021,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,45.2
2019,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,44.8
2010,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,43.2
2022,EU_EMP_LFS,Y_GE16,F,,,ES0106,,PT,ES0106,47.0
2023,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,49.9
2015,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,48.4
2020,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,49.3
2022,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,49.8
2010,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,47.9
2021,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,48.0
2018,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,48.5
2016,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,47.5
2019,EU_EMP_LFS,Y_GE16,F,,,ES0102,,PT,ES0102,48.9
2020,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,49.0
2019,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,48.8
2021,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,48.9
2015,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,45.1
2018,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,48.1
2016,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,45.8
2023,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,49.9
2010,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,43.3
2022,EU_EMP_LFS,Y_GE16,F,,,ES0103,,PT,ES0103,50.9
2018,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,47.6
2023,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,49.9
2016,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,46.9
2022,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,49.1
2020,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,48.8
2021,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,47.8
2019,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,48.5
2015,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,47.4
2010,EU_EMP_LFS,Y_GE16,F,,,ES4801,,PT,ES4801,46.0
2016,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,43.4
2010,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,44.4
2023,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,47.9
2020,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,46.2
2021,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,45.5
2022,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,47.3
2015,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,44.2
2019,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,45.6
2018,EU_EMP_LFS,Y_GE16,F,,,ES2001,,PT,ES2001,45.2
2022,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,45.7
2023,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,47.1
2019,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,44.3
2021,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,44.3
2010,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,42.2
2018,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,43.7
2016,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,42.3
2015,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,42.7
2020,EU_EMP_LFS,Y_GE16,F,,,ES4802,,PT,ES4802,45.2
