Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2019,SP_ACS_BSRVH2O,,,ES48006,PT,ES48006,99.3
2015,SP_ACS_BSRVH2O,,,ES48006,PT,ES48006,100.0
2023,SP_ACS_BSRVH2O,,,ES48006,PT,ES48006,99.4
2022,SP_ACS_BSRVH2O,,,ES48006,PT,ES48006,99.4
2010,SP_ACS_BSRVH2O,,,ES48006,PT,ES48006,100.0
2016,SP_ACS_BSRVH2O,,,ES48006,PT,ES48006,100.0
2020,SP_ACS_BSRVH2O,,,ES48006,PT,ES48006,99.4
2020,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.2
2014,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.4
2010,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.3
2022,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.2
2021,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.2
2015,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.4
2013,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.4
2023,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.2
2016,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.4
2018,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.4
2019,SP_ACS_BSRVH2O,,,ES48093,PT,ES48093,99.6
2021,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2016,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2020,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2010,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2019,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2023,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2014,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2015,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2018,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2022,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2013,SP_ACS_BSRVH2O,,,ES20013,PT,ES20013,100.0
2020,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,98.9
2010,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,98.9
2018,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2019,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,98.9
2023,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2021,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2013,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2016,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2015,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2022,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2014,SP_ACS_BSRVH2O,,,ES01006,PT,ES01006,100.0
2015,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2023,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2013,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2016,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2019,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2021,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2010,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2020,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2022,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2014,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2018,SP_ACS_BSRVH2O,,,ES01037,PT,ES01037,100.0
2020,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2013,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2022,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2023,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2014,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2019,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2015,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2018,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2010,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2021,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2016,SP_ACS_BSRVH2O,,,ES48009,PT,ES48009,100.0
2023,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2016,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2019,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2015,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2022,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2020,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2013,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2014,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2010,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2018,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2021,SP_ACS_BSRVH2O,,,ES20055,PT,ES20055,100.0
2015,SP_ACS_BSRVH2O,,,ES48914,PT,ES48914,100.0
2020,SP_ACS_BSRVH2O,,,ES48914,PT,ES48914,100.0
