Year,Series,Units,Value
2020,SG_LGL_GENEQLFP,PT,100.0
2022,SG_LGL_GENEQLFP,PT,100.0
2024,SG_LGL_GENEQLFP,PT,100.0
2015,SG_LGL_GENEQLFP,PT,100.0
2020,SG_LGL_GENEQVAW,PT,100.0
2022,SG_LGL_GENEQVAW,PT,100.0
2015,SG_LGL_GENEQVAW,PT,100.0
2024,SG_LGL_GENEQVAW,PT,100.0
2015,SG_LGL_GENEQEMP,PT,100.0
2022,SG_LGL_GENEQEMP,PT,100.0
2020,SG_LGL_GENEQEMP,PT,100.0
2024,SG_LGL_GENEQEMP,PT,100.0
2015,SG_LGL_GENEQMAR,PT,81.8
2020,SG_LGL_GENEQMAR,PT,81.8
2022,SG_LGL_GENEQMAR,PT,81.8
2024,SG_LGL_GENEQMAR,PT,81.8
