Year,Series,Sexo,Territorio,Units,Value
2017,SH_STA_POISN,,,PER_100000_POP,2.0
2013,SH_STA_POISN,,,PER_100000_POP,1.7
2010,SH_STA_POISN,,,PER_100000_POP,1.3
2018,SH_STA_POISN,,,PER_100000_POP,1.4
2011,SH_STA_POISN,,,PER_100000_POP,1.3
2020,SH_STA_POISN,,,PER_100000_POP,1.8
2019,SH_STA_POISN,,,PER_100000_POP,1.5
2015,SH_STA_POISN,,,PER_100000_POP,1.6
2012,SH_STA_POISN,,,PER_100000_POP,1.2
2023,SH_STA_POISN,,,PER_100000_POP,1.8
2021,SH_STA_POISN,,,PER_100000_POP,1.8
2022,SH_STA_POISN,,,PER_100000_POP,1.9
2014,SH_STA_POISN,,,PER_100000_POP,1.8
2016,SH_STA_POISN,,,PER_100000_POP,1.8
2015,SH_STA_POISN,,ES211,PER_100000_POP,1.9
2012,SH_STA_POISN,,ES211,PER_100000_POP,0.6
2022,SH_STA_POISN,,ES211,PER_100000_POP,1.8
2021,SH_STA_POISN,,ES211,PER_100000_POP,1.5
2011,SH_STA_POISN,,ES211,PER_100000_POP,0.6
2014,SH_STA_POISN,,ES211,PER_100000_POP,2.2
2023,SH_STA_POISN,,ES211,PER_100000_POP,2.1
2016,SH_STA_POISN,,ES211,PER_100000_POP,0.9
2013,SH_STA_POISN,,ES211,PER_100000_POP,0.9
2018,SH_STA_POISN,,ES211,PER_100000_POP,2.4
2010,SH_STA_POISN,,ES211,PER_100000_POP,0.9
2020,SH_STA_POISN,,ES211,PER_100000_POP,2.7
2019,SH_STA_POISN,,ES211,PER_100000_POP,1.5
2017,SH_STA_POISN,,ES211,PER_100000_POP,1.8
2018,SH_STA_POISN,,ES213,PER_100000_POP,1.4
2010,SH_STA_POISN,,ES213,PER_100000_POP,1.9
2021,SH_STA_POISN,,ES213,PER_100000_POP,1.8
2012,SH_STA_POISN,,ES213,PER_100000_POP,1.8
2016,SH_STA_POISN,,ES213,PER_100000_POP,1.8
2019,SH_STA_POISN,,ES213,PER_100000_POP,1.6
2015,SH_STA_POISN,,ES213,PER_100000_POP,1.8
2017,SH_STA_POISN,,ES213,PER_100000_POP,2.2
2013,SH_STA_POISN,,ES213,PER_100000_POP,1.8
2014,SH_STA_POISN,,ES213,PER_100000_POP,1.8
2011,SH_STA_POISN,,ES213,PER_100000_POP,1.6
2022,SH_STA_POISN,,ES213,PER_100000_POP,2.1
2020,SH_STA_POISN,,ES213,PER_100000_POP,2.0
2023,SH_STA_POISN,,ES213,PER_100000_POP,2.3
2020,SH_STA_POISN,,ES212,PER_100000_POP,1.0
2019,SH_STA_POISN,,ES212,PER_100000_POP,1.8
2013,SH_STA_POISN,,ES212,PER_100000_POP,1.7
2010,SH_STA_POISN,,ES212,PER_100000_POP,0.6
2017,SH_STA_POISN,,ES212,PER_100000_POP,1.7
2021,SH_STA_POISN,,ES212,PER_100000_POP,1.8
2023,SH_STA_POISN,,ES212,PER_100000_POP,1.0
2018,SH_STA_POISN,,ES212,PER_100000_POP,1.0
2011,SH_STA_POISN,,ES212,PER_100000_POP,1.0
2014,SH_STA_POISN,,ES212,PER_100000_POP,1.7
2022,SH_STA_POISN,,ES212,PER_100000_POP,1.5
2015,SH_STA_POISN,,ES212,PER_100000_POP,1.1
2012,SH_STA_POISN,,ES212,PER_100000_POP,0.4
2016,SH_STA_POISN,,ES212,PER_100000_POP,2.2
2019,SH_STA_POISN,F,,PER_100000_POP,0.8
2015,SH_STA_POISN,F,,PER_100000_POP,1.2
