Year,Series,Province,County,Municipality,Units,GeoCode,Value
2010,Forest area as a proportion of total area,,,Baliarrain,%,Baliarrain,58.5
2020,Forest area as a proportion of total area,,,Baliarrain,%,Baliarrain,51.6
2019,Forest area as a proportion of total area,,,Baliarrain,%,Baliarrain,51.6
2018,Forest area as a proportion of total area,,,Baliarrain,%,Baliarrain,51.6
2016,Forest area as a proportion of total area,,,Balmaseda,%,Balmaseda,80.2
2010,Forest area as a proportion of total area,,,Balmaseda,%,Balmaseda,80.8
2018,Forest area as a proportion of total area,,,Balmaseda,%,Balmaseda,78.5
2019,Forest area as a proportion of total area,,,Balmaseda,%,Balmaseda,78.4
2021,Forest area as a proportion of total area,,,Balmaseda,%,Balmaseda,79.0
2022,Forest area as a proportion of total area,,,Balmaseda,%,Balmaseda,79.1
2020,Forest area as a proportion of total area,,,Balmaseda,%,Balmaseda,78.9
2016,Forest area as a proportion of total area,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,9.5
2021,Forest area as a proportion of total area,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,9.5
2018,Forest area as a proportion of total area,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,9.5
2020,Forest area as a proportion of total area,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,9.5
2022,Forest area as a proportion of total area,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,9.5
2019,Forest area as a proportion of total area,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,9.5
2010,Forest area as a proportion of total area,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,8.3
2022,Forest area as a proportion of total area,,,Barakaldo,%,Barakaldo,35.2
2016,Forest area as a proportion of total area,,,Barakaldo,%,Barakaldo,33.5
2018,Forest area as a proportion of total area,,,Barakaldo,%,Barakaldo,33.5
2019,Forest area as a proportion of total area,,,Barakaldo,%,Barakaldo,35.4
2010,Forest area as a proportion of total area,,,Barakaldo,%,Barakaldo,34.6
2020,Forest area as a proportion of total area,,,Barakaldo,%,Barakaldo,35.2
2021,Forest area as a proportion of total area,,,Barakaldo,%,Barakaldo,35.2
2016,Forest area as a proportion of total area,,,Barrika,%,Barrika,26.2
2018,Forest area as a proportion of total area,,,Barrika,%,Barrika,26.2
2022,Forest area as a proportion of total area,,,Barrika,%,Barrika,31.4
2020,Forest area as a proportion of total area,,,Barrika,%,Barrika,30.9
2021,Forest area as a proportion of total area,,,Barrika,%,Barrika,31.4
2019,Forest area as a proportion of total area,,,Barrika,%,Barrika,28.1
2010,Forest area as a proportion of total area,,,Barrika,%,Barrika,25.1
2016,Forest area as a proportion of total area,,,Barrundia,%,Barrundia,41.8
2022,Forest area as a proportion of total area,,,Barrundia,%,Barrundia,42.6
2010,Forest area as a proportion of total area,,,Barrundia,%,Barrundia,41.7
2019,Forest area as a proportion of total area,,,Barrundia,%,Barrundia,42.6
2020,Forest area as a proportion of total area,,,Barrundia,%,Barrundia,42.6
2018,Forest area as a proportion of total area,,,Barrundia,%,Barrundia,41.8
2021,Forest area as a proportion of total area,,,Barrundia,%,Barrundia,42.6
2021,Forest area as a proportion of total area,,,Basauri,%,Basauri,12.7
2016,Forest area as a proportion of total area,,,Basauri,%,Basauri,11.5
2019,Forest area as a proportion of total area,,,Basauri,%,Basauri,12.7
2010,Forest area as a proportion of total area,,,Basauri,%,Basauri,11.4
2018,Forest area as a proportion of total area,,,Basauri,%,Basauri,11.5
2020,Forest area as a proportion of total area,,,Basauri,%,Basauri,12.7
2022,Forest area as a proportion of total area,,,Basauri,%,Basauri,12.7
2019,Forest area as a proportion of total area,,,Beasain,%,Beasain,71.1
2020,Forest area as a proportion of total area,,,Beasain,%,Beasain,71.1
2018,Forest area as a proportion of total area,,,Beasain,%,Beasain,71.2
2022,Forest area as a proportion of total area,,,Beasain,%,Beasain,71.7
2010,Forest area as a proportion of total area,,,Beasain,%,Beasain,73.8
2021,Forest area as a proportion of total area,,,Beasain,%,Beasain,71.5
2016,Forest area as a proportion of total area,,,Beasain,%,Beasain,72.9
2010,Forest area as a proportion of total area,,,Bedia,%,Bedia,80.8
2022,Forest area as a proportion of total area,,,Bedia,%,Bedia,77.8
2020,Forest area as a proportion of total area,,,Bedia,%,Bedia,77.7
2016,Forest area as a proportion of total area,,,Bedia,%,Bedia,81.2
2019,Forest area as a proportion of total area,,,Bedia,%,Bedia,77.1
2021,Forest area as a proportion of total area,,,Bedia,%,Bedia,77.8
2018,Forest area as a proportion of total area,,,Bedia,%,Bedia,77.1
2018,Forest area as a proportion of total area,,,Beizama,%,Beizama,73.3
2022,Forest area as a proportion of total area,,,Beizama,%,Beizama,73.4
2016,Forest area as a proportion of total area,,,Beizama,%,Beizama,74.3
2010,Forest area as a proportion of total area,,,Beizama,%,Beizama,71.7
2020,Forest area as a proportion of total area,,,Beizama,%,Beizama,73.3
2021,Forest area as a proportion of total area,,,Beizama,%,Beizama,73.3
2019,Forest area as a proportion of total area,,,Beizama,%,Beizama,73.3
2010,Forest area as a proportion of total area,,,Belauntza,%,Belauntza,60.9
2020,Forest area as a proportion of total area,,,Belauntza,%,Belauntza,56.4
2019,Forest area as a proportion of total area,,,Belauntza,%,Belauntza,56.4
2021,Forest area as a proportion of total area,,,Belauntza,%,Belauntza,56.4
2016,Forest area as a proportion of total area,,,Belauntza,%,Belauntza,56.9
2022,Forest area as a proportion of total area,,,Belauntza,%,Belauntza,56.3
2018,Forest area as a proportion of total area,,,Belauntza,%,Belauntza,56.3
2018,Forest area as a proportion of total area,,,Berango,%,Berango,35.2
2022,Forest area as a proportion of total area,,,Berango,%,Berango,38.6
2016,Forest area as a proportion of total area,,,Berango,%,Berango,35.3
2020,Forest area as a proportion of total area,,,Berango,%,Berango,38.0
2019,Forest area as a proportion of total area,,,Berango,%,Berango,37.6
2010,Forest area as a proportion of total area,,,Berango,%,Berango,34.9
2021,Forest area as a proportion of total area,,,Berango,%,Berango,38.6
2021,Forest area as a proportion of total area,,,Berantevilla,%,Berantevilla,16.5
2019,Forest area as a proportion of total area,,,Berantevilla,%,Berantevilla,16.5
2016,Forest area as a proportion of total area,,,Berantevilla,%,Berantevilla,16.5
2022,Forest area as a proportion of total area,,,Berantevilla,%,Berantevilla,16.5
2020,Forest area as a proportion of total area,,,Berantevilla,%,Berantevilla,16.5
2018,Forest area as a proportion of total area,,,Berantevilla,%,Berantevilla,16.5
2010,Forest area as a proportion of total area,,,Berantevilla,%,Berantevilla,17.0
2019,Forest area as a proportion of total area,,,Berastegi,%,Berastegi,74.9
2021,Forest area as a proportion of total area,,,Berastegi,%,Berastegi,74.8
2018,Forest area as a proportion of total area,,,Berastegi,%,Berastegi,74.9
2016,Forest area as a proportion of total area,,,Berastegi,%,Berastegi,75.4
2022,Forest area as a proportion of total area,,,Berastegi,%,Berastegi,74.8
2020,Forest area as a proportion of total area,,,Berastegi,%,Berastegi,74.8
2010,Forest area as a proportion of total area,,,Berastegi,%,Berastegi,75.2
2016,Forest area as a proportion of total area,,,Bergara,%,Bergara,70.0
2021,Forest area as a proportion of total area,,,Bergara,%,Bergara,67.1
2022,Forest area as a proportion of total area,,,Bergara,%,Bergara,67.1
2019,Forest area as a proportion of total area,,,Bergara,%,Bergara,67.0
2020,Forest area as a proportion of total area,,,Bergara,%,Bergara,67.1
2018,Forest area as a proportion of total area,,,Bergara,%,Bergara,67.0
2010,Forest area as a proportion of total area,,,Bergara,%,Bergara,70.2
2016,Forest area as a proportion of total area,,,Bermeo,%,Bermeo,62.4
2021,Forest area as a proportion of total area,,,Bermeo,%,Bermeo,61.7
2020,Forest area as a proportion of total area,,,Bermeo,%,Bermeo,61.5
2019,Forest area as a proportion of total area,,,Bermeo,%,Bermeo,61.2
2018,Forest area as a proportion of total area,,,Bermeo,%,Bermeo,61.0
2022,Forest area as a proportion of total area,,,Bermeo,%,Bermeo,61.7
2010,Forest area as a proportion of total area,,,Bermeo,%,Bermeo,60.1
2021,Forest area as a proportion of total area,,,Bernedo,%,Bernedo,58.9
2020,Forest area as a proportion of total area,,,Bernedo,%,Bernedo,58.9
2018,Forest area as a proportion of total area,,,Bernedo,%,Bernedo,58.2
2010,Forest area as a proportion of total area,,,Bernedo,%,Bernedo,58.0
2019,Forest area as a proportion of total area,,,Bernedo,%,Bernedo,58.9
2022,Forest area as a proportion of total area,,,Bernedo,%,Bernedo,58.9
2016,Forest area as a proportion of total area,,,Bernedo,%,Bernedo,58.2
2019,Forest area as a proportion of total area,,,Berriatua,%,Berriatua,71.7
2018,Forest area as a proportion of total area,,,Berriatua,%,Berriatua,71.6
2016,Forest area as a proportion of total area,,,Berriatua,%,Berriatua,72.6
2021,Forest area as a proportion of total area,,,Berriatua,%,Berriatua,72.5
2022,Forest area as a proportion of total area,,,Berriatua,%,Berriatua,72.5
2020,Forest area as a proportion of total area,,,Berriatua,%,Berriatua,72.0
2010,Forest area as a proportion of total area,,,Berriatua,%,Berriatua,76.4
2021,Forest area as a proportion of total area,,,Berriz,%,Berriz,59.0
2020,Forest area as a proportion of total area,,,Berriz,%,Berriz,58.6
2018,Forest area as a proportion of total area,,,Berriz,%,Berriz,58.3
2010,Forest area as a proportion of total area,,,Berriz,%,Berriz,61.9
2019,Forest area as a proportion of total area,,,Berriz,%,Berriz,58.6
2022,Forest area as a proportion of total area,,,Berriz,%,Berriz,59.1
2016,Forest area as a proportion of total area,,,Berriz,%,Berriz,62.4
2021,Forest area as a proportion of total area,,,Berrobi,%,Berrobi,48.1
2022,Forest area as a proportion of total area,,,Berrobi,%,Berrobi,48.3
2010,Forest area as a proportion of total area,,,Berrobi,%,Berrobi,52.6
2019,Forest area as a proportion of total area,,,Berrobi,%,Berrobi,47.3
2020,Forest area as a proportion of total area,,,Berrobi,%,Berrobi,47.3
2016,Forest area as a proportion of total area,,,Berrobi,%,Berrobi,53.9
2018,Forest area as a proportion of total area,,,Berrobi,%,Berrobi,47.4
2016,Forest area as a proportion of total area,,,Bidania-Goiatz,%,Bidania-Goiatz,59.4
2020,Forest area as a proportion of total area,,,Bidania-Goiatz,%,Bidania-Goiatz,58.2
2022,Forest area as a proportion of total area,,,Bidania-Goiatz,%,Bidania-Goiatz,58.2
2018,Forest area as a proportion of total area,,,Bidania-Goiatz,%,Bidania-Goiatz,58.5
2010,Forest area as a proportion of total area,,,Bidania-Goiatz,%,Bidania-Goiatz,58.6
2021,Forest area as a proportion of total area,,,Bidania-Goiatz,%,Bidania-Goiatz,58.2
2019,Forest area as a proportion of total area,,,Bidania-Goiatz,%,Bidania-Goiatz,58.2
2022,Forest area as a proportion of total area,,,Bilbao,%,Bilbao,20.4
2016,Forest area as a proportion of total area,,,Bilbao,%,Bilbao,19.7
2021,Forest area as a proportion of total area,,,Bilbao,%,Bilbao,20.4
2018,Forest area as a proportion of total area,,,Bilbao,%,Bilbao,19.7
2010,Forest area as a proportion of total area,,,Bilbao,%,Bilbao,19.4
2020,Forest area as a proportion of total area,,,Bilbao,%,Bilbao,20.3
2019,Forest area as a proportion of total area,,,Bilbao,%,Bilbao,20.1
2018,Forest area as a proportion of total area,,,Busturia,%,Busturia,70.1
2019,Forest area as a proportion of total area,,,Busturia,%,Busturia,69.5
2010,Forest area as a proportion of total area,,,Busturia,%,Busturia,69.8
2022,Forest area as a proportion of total area,,,Busturia,%,Busturia,69.9
2020,Forest area as a proportion of total area,,,Busturia,%,Busturia,69.6
2016,Forest area as a proportion of total area,,,Busturia,%,Busturia,71.3
2021,Forest area as a proportion of total area,,,Busturia,%,Busturia,69.6
2022,Forest area as a proportion of total area,,,Campezo/Kanpezu,%,Campezo/Kanpezu,62.8
2010,Forest area as a proportion of total area,,,Campezo/Kanpezu,%,Campezo/Kanpezu,62.9
2016,Forest area as a proportion of total area,,,Campezo/Kanpezu,%,Campezo/Kanpezu,62.8
2018,Forest area as a proportion of total area,,,Campezo/Kanpezu,%,Campezo/Kanpezu,62.8
2019,Forest area as a proportion of total area,,,Campezo/Kanpezu,%,Campezo/Kanpezu,62.8
2021,Forest area as a proportion of total area,,,Campezo/Kanpezu,%,Campezo/Kanpezu,62.8
2020,Forest area as a proportion of total area,,,Campezo/Kanpezu,%,Campezo/Kanpezu,62.8
2019,Forest area as a proportion of total area,,,Deba,%,Deba,51.7
2018,Forest area as a proportion of total area,,,Deba,%,Deba,50.9
2016,Forest area as a proportion of total area,,,Deba,%,Deba,52.3
2021,Forest area as a proportion of total area,,,Deba,%,Deba,52.3
2010,Forest area as a proportion of total area,,,Deba,%,Deba,52.4
2022,Forest area as a proportion of total area,,,Deba,%,Deba,52.4
2020,Forest area as a proportion of total area,,,Deba,%,Deba,52.0
2016,Forest area as a proportion of total area,,,Derio,%,Derio,32.5
2021,Forest area as a proportion of total area,,,Derio,%,Derio,33.3
2019,Forest area as a proportion of total area,,,Derio,%,Derio,32.4
2018,Forest area as a proportion of total area,,,Derio,%,Derio,32.5
2020,Forest area as a proportion of total area,,,Derio,%,Derio,33.3
2022,Forest area as a proportion of total area,,,Derio,%,Derio,33.2
2010,Forest area as a proportion of total area,,,Derio,%,Derio,39.4
2016,Forest area as a proportion of total area,,,Dima,%,Dima,68.9
2020,Forest area as a proportion of total area,,,Dima,%,Dima,67.7
2019,Forest area as a proportion of total area,,,Dima,%,Dima,67.4
2010,Forest area as a proportion of total area,,,Dima,%,Dima,69.1
2018,Forest area as a proportion of total area,,,Dima,%,Dima,67.0
2022,Forest area as a proportion of total area,,,Dima,%,Dima,68.1
2021,Forest area as a proportion of total area,,,Dima,%,Dima,68.0
2016,Forest area as a proportion of total area,,,Donostia / San Sebastián,%,Donostia / San Sebastián,31.9
2021,Forest area as a proportion of total area,,,Donostia / San Sebastián,%,Donostia / San Sebastián,32.2
2019,Forest area as a proportion of total area,,,Donostia / San Sebastián,%,Donostia / San Sebastián,32.2
2022,Forest area as a proportion of total area,,,Donostia / San Sebastián,%,Donostia / San Sebastián,32.2
2018,Forest area as a proportion of total area,,,Donostia / San Sebastián,%,Donostia / San Sebastián,31.7
2020,Forest area as a proportion of total area,,,Donostia / San Sebastián,%,Donostia / San Sebastián,32.2
2010,Forest area as a proportion of total area,,,Donostia / San Sebastián,%,Donostia / San Sebastián,31.5
2021,Forest area as a proportion of total area,,,Durango,%,Durango,56.5
2022,Forest area as a proportion of total area,,,Durango,%,Durango,56.5
2018,Forest area as a proportion of total area,,,Durango,%,Durango,55.5
2020,Forest area as a proportion of total area,,,Durango,%,Durango,56.5
2016,Forest area as a proportion of total area,,,Durango,%,Durango,56.2
2010,Forest area as a proportion of total area,,,Durango,%,Durango,57.2
2019,Forest area as a proportion of total area,,,Durango,%,Durango,55.6
2010,Forest area as a proportion of total area,,,Ea,%,Ea,69.6
2018,Forest area as a proportion of total area,,,Ea,%,Ea,69.3
2022,Forest area as a proportion of total area,,,Ea,%,Ea,70.5
2019,Forest area as a proportion of total area,,,Ea,%,Ea,70.3
2016,Forest area as a proportion of total area,,,Ea,%,Ea,71.1
2021,Forest area as a proportion of total area,,,Ea,%,Ea,70.5
2020,Forest area as a proportion of total area,,,Ea,%,Ea,70.4
2010,Forest area as a proportion of total area,,,Eibar,%,Eibar,72.9
2020,Forest area as a proportion of total area,,,Eibar,%,Eibar,65.5
2022,Forest area as a proportion of total area,,,Eibar,%,Eibar,65.9
2018,Forest area as a proportion of total area,,,Eibar,%,Eibar,65.2
2021,Forest area as a proportion of total area,,,Eibar,%,Eibar,65.8
2019,Forest area as a proportion of total area,,,Eibar,%,Eibar,65.5
2016,Forest area as a proportion of total area,,,Eibar,%,Eibar,66.6
2022,Forest area as a proportion of total area,,,Elantxobe,%,Elantxobe,74.7
2018,Forest area as a proportion of total area,,,Elantxobe,%,Elantxobe,74.9
2021,Forest area as a proportion of total area,,,Elantxobe,%,Elantxobe,74.5
2020,Forest area as a proportion of total area,,,Elantxobe,%,Elantxobe,74.5
2010,Forest area as a proportion of total area,,,Elantxobe,%,Elantxobe,80.5
2019,Forest area as a proportion of total area,,,Elantxobe,%,Elantxobe,74.5
2016,Forest area as a proportion of total area,,,Elantxobe,%,Elantxobe,74.9
2021,Forest area as a proportion of total area,,,Elburgo/Burgelu,%,Elburgo/Burgelu,22.4
2016,Forest area as a proportion of total area,,,Elburgo/Burgelu,%,Elburgo/Burgelu,22.5
2019,Forest area as a proportion of total area,,,Elburgo/Burgelu,%,Elburgo/Burgelu,22.4
2020,Forest area as a proportion of total area,,,Elburgo/Burgelu,%,Elburgo/Burgelu,22.4
2022,Forest area as a proportion of total area,,,Elburgo/Burgelu,%,Elburgo/Burgelu,22.5
2018,Forest area as a proportion of total area,,,Elburgo/Burgelu,%,Elburgo/Burgelu,22.5
2010,Forest area as a proportion of total area,,,Elburgo/Burgelu,%,Elburgo/Burgelu,22.2
2019,Forest area as a proportion of total area,,,Elciego,%,Elciego,9.1
2010,Forest area as a proportion of total area,,,Elciego,%,Elciego,6.9
2018,Forest area as a proportion of total area,,,Elciego,%,Elciego,9.1
2021,Forest area as a proportion of total area,,,Elciego,%,Elciego,9.1
2020,Forest area as a proportion of total area,,,Elciego,%,Elciego,9.1
2016,Forest area as a proportion of total area,,,Elciego,%,Elciego,9.1
2022,Forest area as a proportion of total area,,,Elciego,%,Elciego,9.0
2022,Forest area as a proportion of total area,,,Elduain,%,Elduain,89.8
2019,Forest area as a proportion of total area,,,Elduain,%,Elduain,90.0
2020,Forest area as a proportion of total area,,,Elduain,%,Elduain,90.0
2016,Forest area as a proportion of total area,,,Elduain,%,Elduain,90.4
2021,Forest area as a proportion of total area,,,Elduain,%,Elduain,90.0
2018,Forest area as a proportion of total area,,,Elduain,%,Elduain,88.9
2010,Forest area as a proportion of total area,,,Elduain,%,Elduain,90.6
2020,Forest area as a proportion of total area,,,Elgeta,%,Elgeta,79.3
2016,Forest area as a proportion of total area,,,Elgeta,%,Elgeta,82.2
2022,Forest area as a proportion of total area,,,Elgeta,%,Elgeta,79.6
2021,Forest area as a proportion of total area,,,Elgeta,%,Elgeta,79.6
2019,Forest area as a proportion of total area,,,Elgeta,%,Elgeta,79.2
2018,Forest area as a proportion of total area,,,Elgeta,%,Elgeta,78.9
2010,Forest area as a proportion of total area,,,Elgeta,%,Elgeta,83.3
2016,Forest area as a proportion of total area,,,Elgoibar,%,Elgoibar,69.1
2021,Forest area as a proportion of total area,,,Elgoibar,%,Elgoibar,67.5
2010,Forest area as a proportion of total area,,,Elgoibar,%,Elgoibar,68.8
2020,Forest area as a proportion of total area,,,Elgoibar,%,Elgoibar,67.1
2018,Forest area as a proportion of total area,,,Elgoibar,%,Elgoibar,66.6
2022,Forest area as a proportion of total area,,,Elgoibar,%,Elgoibar,67.7
2019,Forest area as a proportion of total area,,,Elgoibar,%,Elgoibar,66.6
2010,Forest area as a proportion of total area,,,Elorrio,%,Elorrio,69.4
2020,Forest area as a proportion of total area,,,Elorrio,%,Elorrio,67.3
2019,Forest area as a proportion of total area,,,Elorrio,%,Elorrio,66.1
2018,Forest area as a proportion of total area,,,Elorrio,%,Elorrio,66.2
2022,Forest area as a proportion of total area,,,Elorrio,%,Elorrio,67.5
2021,Forest area as a proportion of total area,,,Elorrio,%,Elorrio,67.5
2016,Forest area as a proportion of total area,,,Elorrio,%,Elorrio,68.9
2022,Forest area as a proportion of total area,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2019,Forest area as a proportion of total area,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2010,Forest area as a proportion of total area,,,Elvillar/Bilar,%,Elvillar/Bilar,3.8
2018,Forest area as a proportion of total area,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2016,Forest area as a proportion of total area,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2021,Forest area as a proportion of total area,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2020,Forest area as a proportion of total area,,,Elvillar/Bilar,%,Elvillar/Bilar,3.3
2018,Forest area as a proportion of total area,,,Erandio,%,Erandio,23.7
2010,Forest area as a proportion of total area,,,Erandio,%,Erandio,22.9
2016,Forest area as a proportion of total area,,,Erandio,%,Erandio,23.8
2021,Forest area as a proportion of total area,,,Erandio,%,Erandio,24.0
2022,Forest area as a proportion of total area,,,Erandio,%,Erandio,24.0
2020,Forest area as a proportion of total area,,,Erandio,%,Erandio,24.0
2019,Forest area as a proportion of total area,,,Erandio,%,Erandio,23.7
2010,Forest area as a proportion of total area,,,Ereño,%,Ereño,81.2
2016,Forest area as a proportion of total area,,,Ereño,%,Ereño,82.8
2021,Forest area as a proportion of total area,,,Ereño,%,Ereño,82.6
2020,Forest area as a proportion of total area,,,Ereño,%,Ereño,82.5
2019,Forest area as a proportion of total area,,,Ereño,%,Ereño,82.3
2018,Forest area as a proportion of total area,,,Ereño,%,Ereño,81.8
2022,Forest area as a proportion of total area,,,Ereño,%,Ereño,82.6
2010,Forest area as a proportion of total area,,,Ermua,%,Ermua,72.4
2022,Forest area as a proportion of total area,,,Ermua,%,Ermua,54.9
2016,Forest area as a proportion of total area,,,Ermua,%,Ermua,58.2
2018,Forest area as a proportion of total area,,,Ermua,%,Ermua,54.7
2021,Forest area as a proportion of total area,,,Ermua,%,Ermua,54.8
2020,Forest area as a proportion of total area,,,Ermua,%,Ermua,53.8
2019,Forest area as a proportion of total area,,,Ermua,%,Ermua,54.7
2021,Forest area as a proportion of total area,,,Errenteria,%,Errenteria,66.7
2016,Forest area as a proportion of total area,,,Errenteria,%,Errenteria,68.0
2020,Forest area as a proportion of total area,,,Errenteria,%,Errenteria,66.5
2010,Forest area as a proportion of total area,,,Errenteria,%,Errenteria,67.9
2022,Forest area as a proportion of total area,,,Errenteria,%,Errenteria,66.7
2019,Forest area as a proportion of total area,,,Errenteria,%,Errenteria,66.5
2018,Forest area as a proportion of total area,,,Errenteria,%,Errenteria,66.1
2022,Forest area as a proportion of total area,,,Errezil,%,Errezil,59.2
2019,Forest area as a proportion of total area,,,Errezil,%,Errezil,58.4
2021,Forest area as a proportion of total area,,,Errezil,%,Errezil,59.0
2010,Forest area as a proportion of total area,,,Errezil,%,Errezil,60.5
2016,Forest area as a proportion of total area,,,Errezil,%,Errezil,59.8
2020,Forest area as a proportion of total area,,,Errezil,%,Errezil,59.1
2018,Forest area as a proportion of total area,,,Errezil,%,Errezil,58.1
2016,Forest area as a proportion of total area,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,49.9
2022,Forest area as a proportion of total area,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,49.8
2020,Forest area as a proportion of total area,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,49.8
2018,Forest area as a proportion of total area,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,49.9
2019,Forest area as a proportion of total area,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,49.9
2010,Forest area as a proportion of total area,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,49.5
2021,Forest area as a proportion of total area,,,Erriberagoitia/Ribera Alta,%,Erriberagoitia/Ribera Alta,49.8
2022,Forest area as a proportion of total area,,,Errigoiti,%,Errigoiti,69.2
2020,Forest area as a proportion of total area,,,Errigoiti,%,Errigoiti,69.7
2016,Forest area as a proportion of total area,,,Errigoiti,%,Errigoiti,71.6
2019,Forest area as a proportion of total area,,,Errigoiti,%,Errigoiti,69.2
2018,Forest area as a proportion of total area,,,Errigoiti,%,Errigoiti,68.6
2021,Forest area as a proportion of total area,,,Errigoiti,%,Errigoiti,69.3
2010,Forest area as a proportion of total area,,,Errigoiti,%,Errigoiti,70.7
2018,Forest area as a proportion of total area,,,Eskoriatza,%,Eskoriatza,61.7
2020,Forest area as a proportion of total area,,,Eskoriatza,%,Eskoriatza,61.9
2016,Forest area as a proportion of total area,,,Eskoriatza,%,Eskoriatza,62.9
2019,Forest area as a proportion of total area,,,Eskoriatza,%,Eskoriatza,61.8
2022,Forest area as a proportion of total area,,,Eskoriatza,%,Eskoriatza,62.1
2021,Forest area as a proportion of total area,,,Eskoriatza,%,Eskoriatza,62.0
2010,Forest area as a proportion of total area,,,Eskoriatza,%,Eskoriatza,63.3
2020,Forest area as a proportion of total area,,,Etxebarri,%,Etxebarri,38.9
2018,Forest area as a proportion of total area,,,Etxebarri,%,Etxebarri,38.9
2022,Forest area as a proportion of total area,,,Etxebarri,%,Etxebarri,40.8
2010,Forest area as a proportion of total area,,,Etxebarri,%,Etxebarri,40.0
2019,Forest area as a proportion of total area,,,Etxebarri,%,Etxebarri,38.9
2016,Forest area as a proportion of total area,,,Etxebarri,%,Etxebarri,38.9
2021,Forest area as a proportion of total area,,,Etxebarri,%,Etxebarri,40.9
2021,Forest area as a proportion of total area,,,Etxebarria,%,Etxebarria,72.3
2016,Forest area as a proportion of total area,,,Etxebarria,%,Etxebarria,73.2
2020,Forest area as a proportion of total area,,,Etxebarria,%,Etxebarria,71.1
2019,Forest area as a proportion of total area,,,Etxebarria,%,Etxebarria,70.7
2022,Forest area as a proportion of total area,,,Etxebarria,%,Etxebarria,73.0
2010,Forest area as a proportion of total area,,,Etxebarria,%,Etxebarria,71.6
2018,Forest area as a proportion of total area,,,Etxebarria,%,Etxebarria,70.6
2019,Forest area as a proportion of total area,,,Ezkio-Itsaso,%,Ezkio-Itsaso,68.7
2020,Forest area as a proportion of total area,,,Ezkio-Itsaso,%,Ezkio-Itsaso,69.2
2018,Forest area as a proportion of total area,,,Ezkio-Itsaso,%,Ezkio-Itsaso,68.7
2022,Forest area as a proportion of total area,,,Ezkio-Itsaso,%,Ezkio-Itsaso,69.7
2016,Forest area as a proportion of total area,,,Ezkio-Itsaso,%,Ezkio-Itsaso,70.7
2021,Forest area as a proportion of total area,,,Ezkio-Itsaso,%,Ezkio-Itsaso,69.5
2010,Forest area as a proportion of total area,,,Ezkio-Itsaso,%,Ezkio-Itsaso,73.2
2019,Forest area as a proportion of total area,,,Forua,%,Forua,55.8
2010,Forest area as a proportion of total area,,,Forua,%,Forua,53.1
2022,Forest area as a proportion of total area,,,Forua,%,Forua,55.6
2016,Forest area as a proportion of total area,,,Forua,%,Forua,57.3
2020,Forest area as a proportion of total area,,,Forua,%,Forua,55.8
2021,Forest area as a proportion of total area,,,Forua,%,Forua,55.8
2018,Forest area as a proportion of total area,,,Forua,%,Forua,55.8
2021,Forest area as a proportion of total area,,,Fruiz,%,Fruiz,46.8
2018,Forest area as a proportion of total area,,,Fruiz,%,Fruiz,46.2
2016,Forest area as a proportion of total area,,,Fruiz,%,Fruiz,46.8
2019,Forest area as a proportion of total area,,,Fruiz,%,Fruiz,46.5
2022,Forest area as a proportion of total area,,,Fruiz,%,Fruiz,46.9
2010,Forest area as a proportion of total area,,,Fruiz,%,Fruiz,45.2
2020,Forest area as a proportion of total area,,,Fruiz,%,Fruiz,46.8
2016,Forest area as a proportion of total area,,,Gabiria,%,Gabiria,64.9
2022,Forest area as a proportion of total area,,,Gabiria,%,Gabiria,63.6
2018,Forest area as a proportion of total area,,,Gabiria,%,Gabiria,63.2
2010,Forest area as a proportion of total area,,,Gabiria,%,Gabiria,65.7
2020,Forest area as a proportion of total area,,,Gabiria,%,Gabiria,63.2
2019,Forest area as a proportion of total area,,,Gabiria,%,Gabiria,63.1
2021,Forest area as a proportion of total area,,,Gabiria,%,Gabiria,63.5
2010,Forest area as a proportion of total area,,,Gaintza,%,Gaintza,66.5
2018,Forest area as a proportion of total area,,,Gaintza,%,Gaintza,65.6
2020,Forest area as a proportion of total area,,,Gaintza,%,Gaintza,65.6
2022,Forest area as a proportion of total area,,,Gaintza,%,Gaintza,65.6
2019,Forest area as a proportion of total area,,,Gaintza,%,Gaintza,65.6
2021,Forest area as a proportion of total area,,,Gaintza,%,Gaintza,65.6
