Year,Province,County,Municipality,Units,GeoCode,Value
2016,,,Bermeo,PT,Bermeo,12.9
2017,,,Bermeo,PT,Bermeo,30.1
2021,,,Bermeo,PT,Bermeo,21.9
2020,,,Bermeo,PT,Bermeo,26.6
2018,,,Bermeo,PT,Bermeo,27.7
2019,,,Bermeo,PT,Bermeo,29.3
2014,,,Bermeo,PT,Bermeo,14.9
2015,,,Bermeo,PT,Bermeo,11.7
2017,,,Bernedo,PT,Bernedo,6.8
2015,,,Bernedo,PT,Bernedo,7.1
2021,,,Bernedo,PT,Bernedo,6.6
2016,,,Bernedo,PT,Bernedo,6.9
2019,,,Bernedo,PT,Bernedo,6.2
2018,,,Bernedo,PT,Bernedo,6.7
2014,,,Bernedo,PT,Bernedo,6.8
2020,,,Bernedo,PT,Bernedo,5.0
2017,,,Berriatua,PT,Berriatua,1.1
2019,,,Berriatua,PT,Berriatua,1.2
2020,,,Berriatua,PT,Berriatua,1.4
2021,,,Berriatua,PT,Berriatua,2.1
2015,,,Berriatua,PT,Berriatua,1.4
2018,,,Berriatua,PT,Berriatua,1.1
2016,,,Berriatua,PT,Berriatua,1.3
2014,,,Berriatua,PT,Berriatua,1.4
2018,,,Berriz,PT,Berriz,0.7
2014,,,Berriz,PT,Berriz,0.6
2015,,,Berriz,PT,Berriz,0.7
2017,,,Berriz,PT,Berriz,0.8
2021,,,Berriz,PT,Berriz,1.1
2020,,,Berriz,PT,Berriz,1.0
2019,,,Berriz,PT,Berriz,0.8
2016,,,Berriz,PT,Berriz,0.8
2015,,,Berrobi,PT,Berrobi,3.3
2014,,,Berrobi,PT,Berrobi,2.9
2019,,,Berrobi,PT,Berrobi,2.9
2021,,,Berrobi,PT,Berrobi,3.2
2018,,,Berrobi,PT,Berrobi,2.3
2020,,,Berrobi,PT,Berrobi,3.1
2017,,,Berrobi,PT,Berrobi,3.1
2016,,,Berrobi,PT,Berrobi,3.0
2015,,,Bidania-Goiatz,PT,Bidania-Goiatz,6.1
2017,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.7
2014,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.0
2021,,,Bidania-Goiatz,PT,Bidania-Goiatz,4.9
2019,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.8
2020,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.4
2016,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.8
2018,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.2
2021,,,Bilbao,PT,Bilbao,0.0
2018,,,Bilbao,PT,Bilbao,0.1
2019,,,Bilbao,PT,Bilbao,0.0
2017,,,Bilbao,PT,Bilbao,0.1
2016,,,Bilbao,PT,Bilbao,0.0
2020,,,Bilbao,PT,Bilbao,0.0
2015,,,Bilbao,PT,Bilbao,0.0
2014,,,Bilbao,PT,Bilbao,0.0
2019,,,Busturia,PT,Busturia,4.3
2018,,,Busturia,PT,Busturia,3.9
2015,,,Busturia,PT,Busturia,5.3
2017,,,Busturia,PT,Busturia,4.5
2021,,,Busturia,PT,Busturia,5.6
2020,,,Busturia,PT,Busturia,4.3
2016,,,Busturia,PT,Busturia,4.5
2014,,,Busturia,PT,Busturia,5.8
2019,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,10.1
2017,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,10.2
2020,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,8.7
2014,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,10.3
2016,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,11.8
2015,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,11.7
2018,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,11.4
2021,,,Campezo/Kanpezu,PT,Campezo/Kanpezu,10.2
2019,,,Deba,PT,Deba,1.1
2021,,,Deba,PT,Deba,1.2
2020,,,Deba,PT,Deba,1.1
2017,,,Deba,PT,Deba,1.2
2018,,,Deba,PT,Deba,0.8
2014,,,Deba,PT,Deba,1.0
2015,,,Deba,PT,Deba,1.0
2016,,,Deba,PT,Deba,1.0
2021,,,Derio,PT,Derio,0.1
2015,,,Derio,PT,Derio,0.2
2018,,,Derio,PT,Derio,0.1
2016,,,Derio,PT,Derio,0.2
2014,,,Derio,PT,Derio,0.2
2020,,,Derio,PT,Derio,0.1
2019,,,Derio,PT,Derio,0.2
2017,,,Derio,PT,Derio,0.2
2017,,,Dima,PT,Dima,6.9
2015,,,Dima,PT,Dima,5.7
2016,,,Dima,PT,Dima,7.0
2020,,,Dima,PT,Dima,7.4
2021,,,Dima,PT,Dima,10.4
2019,,,Dima,PT,Dima,7.7
2014,,,Dima,PT,Dima,5.2
2018,,,Dima,PT,Dima,6.4
2015,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.1
2014,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.1
2021,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2016,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2018,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2020,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2017,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2019,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2014,,,Durango,PT,Durango,0.1
2016,,,Durango,PT,Durango,0.1
2021,,,Durango,PT,Durango,0.1
2020,,,Durango,PT,Durango,0.1
2015,,,Durango,PT,Durango,0.1
2018,,,Durango,PT,Durango,0.1
2017,,,Durango,PT,Durango,0.1
2019,,,Durango,PT,Durango,0.1
2016,,,Ea,PT,Ea,4.2
2015,,,Ea,PT,Ea,4.7
2017,,,Ea,PT,Ea,4.4
2021,,,Ea,PT,Ea,5.0
2020,,,Ea,PT,Ea,4.3
2019,,,Ea,PT,Ea,4.4
2014,,,Ea,PT,Ea,5.0
2018,,,Ea,PT,Ea,3.8
2018,,,Eibar,PT,Eibar,0.1
2020,,,Eibar,PT,Eibar,0.2
2016,,,Eibar,PT,Eibar,0.1
2014,,,Eibar,PT,Eibar,0.1
2017,,,Eibar,PT,Eibar,0.2
2015,,,Eibar,PT,Eibar,0.1
2019,,,Eibar,PT,Eibar,0.2
2021,,,Eibar,PT,Eibar,0.2
2018,,,Elantxobe,PT,Elantxobe,0.9
2015,,,Elantxobe,PT,Elantxobe,1.5
2019,,,Elantxobe,PT,Elantxobe,1.0
2017,,,Elantxobe,PT,Elantxobe,1.1
2021,,,Elantxobe,PT,Elantxobe,1.1
2020,,,Elantxobe,PT,Elantxobe,0.9
2014,,,Elantxobe,PT,Elantxobe,1.6
2016,,,Elantxobe,PT,Elantxobe,1.2
2017,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,15.6
2015,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,23.1
2018,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,15.6
2016,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,18.1
2020,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,17.0
2019,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,16.3
2014,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,15.4
2021,,,Elburgo/Burgelu,PT,Elburgo/Burgelu,19.5
2019,,,Elciego,PT,Elciego,11.2
2018,,,Elciego,PT,Elciego,12.7
2014,,,Elciego,PT,Elciego,8.9
2015,,,Elciego,PT,Elciego,12.0
2017,,,Elciego,PT,Elciego,11.4
2016,,,Elciego,PT,Elciego,12.4
2021,,,Elciego,PT,Elciego,9.6
2020,,,Elciego,PT,Elciego,11.1
2020,,,Elduain,PT,Elduain,6.5
2018,,,Elduain,PT,Elduain,5.9
2016,,,Elduain,PT,Elduain,5.2
2021,,,Elduain,PT,Elduain,7.9
2015,,,Elduain,PT,Elduain,6.3
2019,,,Elduain,PT,Elduain,7.0
2017,,,Elduain,PT,Elduain,6.5
2014,,,Elduain,PT,Elduain,7.1
2015,,,Elgeta,PT,Elgeta,0.9
2019,,,Elgeta,PT,Elgeta,1.2
2021,,,Elgeta,PT,Elgeta,1.3
2017,,,Elgeta,PT,Elgeta,1.3
2018,,,Elgeta,PT,Elgeta,0.8
2016,,,Elgeta,PT,Elgeta,1.1
2020,,,Elgeta,PT,Elgeta,1.1
2014,,,Elgeta,PT,Elgeta,0.8
2019,,,Elgoibar,PT,Elgoibar,0.4
2016,,,Elgoibar,PT,Elgoibar,0.3
2014,,,Elgoibar,PT,Elgoibar,0.2
2015,,,Elgoibar,PT,Elgoibar,0.3
2017,,,Elgoibar,PT,Elgoibar,0.4
2020,,,Elgoibar,PT,Elgoibar,0.4
2021,,,Elgoibar,PT,Elgoibar,0.5
2018,,,Elgoibar,PT,Elgoibar,0.3
2014,,,Elorrio,PT,Elorrio,0.5
2016,,,Elorrio,PT,Elorrio,0.7
2020,,,Elorrio,PT,Elorrio,0.7
2019,,,Elorrio,PT,Elorrio,0.8
2021,,,Elorrio,PT,Elorrio,0.9
2017,,,Elorrio,PT,Elorrio,0.7
2015,,,Elorrio,PT,Elorrio,0.5
2018,,,Elorrio,PT,Elorrio,0.7
2017,,,Elvillar/Bilar,PT,Elvillar/Bilar,38.8
2016,,,Elvillar/Bilar,PT,Elvillar/Bilar,35.7
2014,,,Elvillar/Bilar,PT,Elvillar/Bilar,23.0
2015,,,Elvillar/Bilar,PT,Elvillar/Bilar,30.3
2018,,,Elvillar/Bilar,PT,Elvillar/Bilar,45.6
2021,,,Elvillar/Bilar,PT,Elvillar/Bilar,45.4
2020,,,Elvillar/Bilar,PT,Elvillar/Bilar,48.0
2019,,,Elvillar/Bilar,PT,Elvillar/Bilar,43.9
2018,,,Erandio,PT,Erandio,0.1
2020,,,Erandio,PT,Erandio,0.1
2021,,,Erandio,PT,Erandio,0.1
2014,,,Erandio,PT,Erandio,0.1
2015,,,Erandio,PT,Erandio,0.1
2016,,,Erandio,PT,Erandio,0.1
2017,,,Erandio,PT,Erandio,0.1
2019,,,Erandio,PT,Erandio,0.1
2016,,,Ereño,PT,Ereño,7.8
2018,,,Ereño,PT,Ereño,10.7
2017,,,Ereño,PT,Ereño,7.7
2021,,,Ereño,PT,Ereño,16.0
2020,,,Ereño,PT,Ereño,14.8
2014,,,Ereño,PT,Ereño,12.2
2015,,,Ereño,PT,Ereño,9.5
2019,,,Ereño,PT,Ereño,13.4
2016,,,Ermua,PT,Ermua,0.1
2018,,,Ermua,PT,Ermua,0.0
2014,,,Ermua,PT,Ermua,0.1
2017,,,Ermua,PT,Ermua,0.0
2020,,,Ermua,PT,Ermua,0.1
2021,,,Ermua,PT,Ermua,0.1
2015,,,Ermua,PT,Ermua,0.0
2019,,,Ermua,PT,Ermua,0.0
2014,,,Errenteria,PT,Errenteria,0.1
2015,,,Errenteria,PT,Errenteria,0.1
2018,,,Errenteria,PT,Errenteria,0.1
2017,,,Errenteria,PT,Errenteria,0.1
2021,,,Errenteria,PT,Errenteria,0.1
2016,,,Errenteria,PT,Errenteria,0.1
2020,,,Errenteria,PT,Errenteria,0.1
2019,,,Errenteria,PT,Errenteria,0.1
2015,,,Errezil,PT,Errezil,4.6
2018,,,Errezil,PT,Errezil,5.4
2016,,,Errezil,PT,Errezil,5.7
2020,,,Errezil,PT,Errezil,5.3
2014,,,Errezil,PT,Errezil,4.6
2019,,,Errezil,PT,Errezil,6.5
2017,,,Errezil,PT,Errezil,6.7
2021,,,Errezil,PT,Errezil,4.8
2020,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,24.4
2019,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,24.2
2015,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,20.3
2017,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,20.8
2016,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,22.5
2021,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,26.9
2018,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,23.3
2014,,,Erriberagoitia/Ribera Alta,PT,Erriberagoitia/Ribera Alta,25.8
2017,,,Errigoiti,PT,Errigoiti,14.0
2015,,,Errigoiti,PT,Errigoiti,11.5
2016,,,Errigoiti,PT,Errigoiti,12.9
2018,,,Errigoiti,PT,Errigoiti,12.0
2021,,,Errigoiti,PT,Errigoiti,16.4
2014,,,Errigoiti,PT,Errigoiti,13.4
2019,,,Errigoiti,PT,Errigoiti,13.2
2020,,,Errigoiti,PT,Errigoiti,14.3
2019,,,Eskoriatza,PT,Eskoriatza,0.9
2018,,,Eskoriatza,PT,Eskoriatza,0.8
2020,,,Eskoriatza,PT,Eskoriatza,0.9
2016,,,Eskoriatza,PT,Eskoriatza,0.7
2021,,,Eskoriatza,PT,Eskoriatza,1.1
2014,,,Eskoriatza,PT,Eskoriatza,0.6
2015,,,Eskoriatza,PT,Eskoriatza,0.6
2017,,,Eskoriatza,PT,Eskoriatza,0.9
2019,,,Etxebarri,PT,Etxebarri,0.0
2015,,,Etxebarri,PT,Etxebarri,0.0
2018,,,Etxebarri,PT,Etxebarri,0.0
2017,,,Etxebarri,PT,Etxebarri,0.0
2021,,,Etxebarri,PT,Etxebarri,0.0
2020,,,Etxebarri,PT,Etxebarri,0.0
2014,,,Etxebarri,PT,Etxebarri,0.0
2016,,,Etxebarri,PT,Etxebarri,0.0
2019,,,Etxebarria,PT,Etxebarria,1.0
2015,,,Etxebarria,PT,Etxebarria,0.8
2017,,,Etxebarria,PT,Etxebarria,0.7
2016,,,Etxebarria,PT,Etxebarria,0.8
2020,,,Etxebarria,PT,Etxebarria,1.0
2021,,,Etxebarria,PT,Etxebarria,1.4
2018,,,Etxebarria,PT,Etxebarria,0.8
2014,,,Etxebarria,PT,Etxebarria,0.8
2015,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.6
2021,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,2.0
2020,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.8
2019,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.9
2017,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,2.2
2014,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.5
2016,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.7
2018,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.5
2020,,,Forua,PT,Forua,5.5
2021,,,Forua,PT,Forua,5.7
2019,,,Forua,PT,Forua,4.4
2017,,,Forua,PT,Forua,4.5
2018,,,Forua,PT,Forua,4.1
2015,,,Forua,PT,Forua,4.7
2016,,,Forua,PT,Forua,4.7
2014,,,Forua,PT,Forua,4.6
2016,,,Fruiz,PT,Fruiz,5.6
2015,,,Fruiz,PT,Fruiz,6.4
2019,,,Fruiz,PT,Fruiz,4.6
2017,,,Fruiz,PT,Fruiz,4.7
2021,,,Fruiz,PT,Fruiz,4.6
2020,,,Fruiz,PT,Fruiz,4.0
2014,,,Fruiz,PT,Fruiz,7.4
2018,,,Fruiz,PT,Fruiz,4.3
2020,,,Gabiria,PT,Gabiria,5.7
2016,,,Gabiria,PT,Gabiria,5.7
2014,,,Gabiria,PT,Gabiria,5.2
2021,,,Gabiria,PT,Gabiria,6.8
2019,,,Gabiria,PT,Gabiria,5.2
2017,,,Gabiria,PT,Gabiria,6.0
2015,,,Gabiria,PT,Gabiria,5.9
2018,,,Gabiria,PT,Gabiria,4.4
2018,,,Gaintza,PT,Gaintza,11.1
2016,,,Gaintza,PT,Gaintza,12.4
2020,,,Gaintza,PT,Gaintza,13.2
2017,,,Gaintza,PT,Gaintza,14.8
2015,,,Gaintza,PT,Gaintza,12.5
2019,,,Gaintza,PT,Gaintza,14.1
2021,,,Gaintza,PT,Gaintza,16.3
2014,,,Gaintza,PT,Gaintza,12.4
2016,,,Galdakao,PT,Galdakao,0.1
2014,,,Galdakao,PT,Galdakao,0.2
2018,,,Galdakao,PT,Galdakao,0.1
2019,,,Galdakao,PT,Galdakao,0.1
2015,,,Galdakao,PT,Galdakao,0.2
2017,,,Galdakao,PT,Galdakao,0.1
2021,,,Galdakao,PT,Galdakao,0.1
2020,,,Galdakao,PT,Galdakao,0.1
2015,,,Galdames,PT,Galdames,6.3
2014,,,Galdames,PT,Galdames,5.6
2017,,,Galdames,PT,Galdames,7.6
2021,,,Galdames,PT,Galdames,8.1
2020,,,Galdames,PT,Galdames,7.2
2018,,,Galdames,PT,Galdames,6.7
2019,,,Galdames,PT,Galdames,7.0
2016,,,Galdames,PT,Galdames,8.1
2014,,,Gamiz-Fika,PT,Gamiz-Fika,16.4
2019,,,Gamiz-Fika,PT,Gamiz-Fika,10.2
2018,,,Gamiz-Fika,PT,Gamiz-Fika,10.3
2016,,,Gamiz-Fika,PT,Gamiz-Fika,13.0
2015,,,Gamiz-Fika,PT,Gamiz-Fika,17.1
2017,,,Gamiz-Fika,PT,Gamiz-Fika,11.6
2021,,,Gamiz-Fika,PT,Gamiz-Fika,11.6
2020,,,Gamiz-Fika,PT,Gamiz-Fika,11.1
2018,,,Garai,PT,Garai,5.5
2019,,,Garai,PT,Garai,5.8
2016,,,Garai,PT,Garai,6.3
2014,,,Garai,PT,Garai,5.4
2017,,,Garai,PT,Garai,5.8
2021,,,Garai,PT,Garai,8.9
2020,,,Garai,PT,Garai,7.6
2015,,,Garai,PT,Garai,5.5
2019,,,Gatika,PT,Gatika,2.3
2021,,,Gatika,PT,Gatika,2.5
2015,,,Gatika,PT,Gatika,3.3
2014,,,Gatika,PT,Gatika,2.6
2018,,,Gatika,PT,Gatika,2.1
2017,,,Gatika,PT,Gatika,2.4
2016,,,Gatika,PT,Gatika,2.5
2020,,,Gatika,PT,Gatika,2.7
2016,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,3.1
2018,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,2.4
2014,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,4.1
2015,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,3.6
2017,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,2.6
2020,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,2.8
2021,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,3.4
2019,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,2.5
2014,,,Gaztelu,PT,Gaztelu,10.9
2020,,,Gaztelu,PT,Gaztelu,18.1
2021,,,Gaztelu,PT,Gaztelu,18.5
2016,,,Gaztelu,PT,Gaztelu,14.8
2015,,,Gaztelu,PT,Gaztelu,12.4
2019,,,Gaztelu,PT,Gaztelu,17.9
2018,,,Gaztelu,PT,Gaztelu,14.0
2017,,,Gaztelu,PT,Gaztelu,16.2
2018,,,Gernika-Lumo,PT,Gernika-Lumo,0.3
2014,,,Gernika-Lumo,PT,Gernika-Lumo,0.2
2017,,,Gernika-Lumo,PT,Gernika-Lumo,0.2
2021,,,Gernika-Lumo,PT,Gernika-Lumo,0.3
2019,,,Gernika-Lumo,PT,Gernika-Lumo,0.3
2016,,,Gernika-Lumo,PT,Gernika-Lumo,0.2
2020,,,Gernika-Lumo,PT,Gernika-Lumo,0.3
2015,,,Gernika-Lumo,PT,Gernika-Lumo,0.2
2020,,,Getaria,PT,Getaria,15.9
2014,,,Getaria,PT,Getaria,16.4
2018,,,Getaria,PT,Getaria,20.8
2016,,,Getaria,PT,Getaria,17.3
2021,,,Getaria,PT,Getaria,19.0
2019,,,Getaria,PT,Getaria,18.7
2015,,,Getaria,PT,Getaria,18.7
2017,,,Getaria,PT,Getaria,22.3
2016,,,Getxo,PT,Getxo,0.1
2014,,,Getxo,PT,Getxo,0.1
2018,,,Getxo,PT,Getxo,0.0
2021,,,Getxo,PT,Getxo,0.0
2020,,,Getxo,PT,Getxo,0.0
2017,,,Getxo,PT,Getxo,0.1
2015,,,Getxo,PT,Getxo,0.1
2019,,,Getxo,PT,Getxo,0.0
2019,,,Gizaburuaga,PT,Gizaburuaga,1.9
2015,,,Gizaburuaga,PT,Gizaburuaga,1.7
2018,,,Gizaburuaga,PT,Gizaburuaga,1.5
2016,,,Gizaburuaga,PT,Gizaburuaga,1.9
2021,,,Gizaburuaga,PT,Gizaburuaga,2.5
2020,,,Gizaburuaga,PT,Gizaburuaga,1.9
2017,,,Gizaburuaga,PT,Gizaburuaga,1.4
2014,,,Gizaburuaga,PT,Gizaburuaga,2.0
2015,,,Gordexola,PT,Gordexola,4.6
2017,,,Gordexola,PT,Gordexola,3.8
2021,,,Gordexola,PT,Gordexola,5.5
2020,,,Gordexola,PT,Gordexola,3.9
2018,,,Gordexola,PT,Gordexola,3.6
2016,,,Gordexola,PT,Gordexola,4.6
2019,,,Gordexola,PT,Gordexola,4.1
2014,,,Gordexola,PT,Gordexola,4.9
2019,,,Gorliz,PT,Gorliz,0.5
2015,,,Gorliz,PT,Gorliz,1.4
2017,,,Gorliz,PT,Gorliz,0.8
2021,,,Gorliz,PT,Gorliz,0.4
2020,,,Gorliz,PT,Gorliz,0.5
2016,,,Gorliz,PT,Gorliz,1.1
2014,,,Gorliz,PT,Gorliz,1.5
2018,,,Gorliz,PT,Gorliz,0.7
2019,,,Güeñes,PT,Güeñes,0.9
2015,,,Güeñes,PT,Güeñes,1.2
2018,,,Güeñes,PT,Güeñes,1.0
2017,,,Güeñes,PT,Güeñes,1.1
2020,,,Güeñes,PT,Güeñes,1.1
2021,,,Güeñes,PT,Güeñes,1.5
2014,,,Güeñes,PT,Güeñes,1.2
2016,,,Güeñes,PT,Güeñes,1.2
2017,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,26.6
2020,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,22.1
2015,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,29.1
2014,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,31.5
2019,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,21.5
2016,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,27.8
2021,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,35.0
2018,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,27.6
2017,,,Hernani,PT,Hernani,0.3
2015,,,Hernani,PT,Hernani,0.4
2021,,,Hernani,PT,Hernani,0.3
2014,,,Hernani,PT,Hernani,0.4
2019,,,Hernani,PT,Hernani,0.2
2018,,,Hernani,PT,Hernani,0.2
2016,,,Hernani,PT,Hernani,0.3
2020,,,Hernani,PT,Hernani,0.2
2014,,,Hernialde,PT,Hernialde,4.4
2017,,,Hernialde,PT,Hernialde,6.3
2015,,,Hernialde,PT,Hernialde,6.6
2021,,,Hernialde,PT,Hernialde,4.5
2020,,,Hernialde,PT,Hernialde,5.0
2019,,,Hernialde,PT,Hernialde,4.9
2018,,,Hernialde,PT,Hernialde,4.9
2016,,,Hernialde,PT,Hernialde,5.2
2019,,,Hondarribia,PT,Hondarribia,5.2
2020,,,Hondarribia,PT,Hondarribia,4.2
2016,,,Hondarribia,PT,Hondarribia,4.3
2014,,,Hondarribia,PT,Hondarribia,4.1
2018,,,Hondarribia,PT,Hondarribia,5.4
2017,,,Hondarribia,PT,Hondarribia,5.9
2021,,,Hondarribia,PT,Hondarribia,5.5
2015,,,Hondarribia,PT,Hondarribia,4.7
2017,,,Ibarra,PT,Ibarra,0.5
2021,,,Ibarra,PT,Ibarra,0.5
2020,,,Ibarra,PT,Ibarra,0.5
2016,,,Ibarra,PT,Ibarra,0.5
2019,,,Ibarra,PT,Ibarra,0.4
2014,,,Ibarra,PT,Ibarra,0.6
2018,,,Ibarra,PT,Ibarra,0.4
2015,,,Ibarra,PT,Ibarra,0.6
2018,,,Ibarrangelu,PT,Ibarrangelu,3.1
2016,,,Ibarrangelu,PT,Ibarrangelu,3.8
2015,,,Ibarrangelu,PT,Ibarrangelu,4.0
2019,,,Ibarrangelu,PT,Ibarrangelu,3.5
2017,,,Ibarrangelu,PT,Ibarrangelu,3.9
2020,,,Ibarrangelu,PT,Ibarrangelu,3.9
2021,,,Ibarrangelu,PT,Ibarrangelu,4.3
2014,,,Ibarrangelu,PT,Ibarrangelu,3.8
2017,,,Idiazabal,PT,Idiazabal,1.7
2015,,,Idiazabal,PT,Idiazabal,2.3
2019,,,Idiazabal,PT,Idiazabal,1.1
2021,,,Idiazabal,PT,Idiazabal,1.0
2014,,,Idiazabal,PT,Idiazabal,1.5
2018,,,Idiazabal,PT,Idiazabal,1.2
2016,,,Idiazabal,PT,Idiazabal,1.4
2020,,,Idiazabal,PT,Idiazabal,0.9
2018,,,Igorre,PT,Igorre,0.5
2019,,,Igorre,PT,Igorre,0.5
2021,,,Igorre,PT,Igorre,0.7
2014,,,Igorre,PT,Igorre,0.3
2017,,,Igorre,PT,Igorre,0.5
2016,,,Igorre,PT,Igorre,0.5
2015,,,Igorre,PT,Igorre,0.4
2020,,,Igorre,PT,Igorre,0.5
2017,,,Ikaztegieta,PT,Ikaztegieta,0.5
2015,,,Ikaztegieta,PT,Ikaztegieta,0.7
2019,,,Ikaztegieta,PT,Ikaztegieta,0.4
2021,,,Ikaztegieta,PT,Ikaztegieta,0.4
2014,,,Ikaztegieta,PT,Ikaztegieta,0.6
2016,,,Ikaztegieta,PT,Ikaztegieta,0.5
2020,,,Ikaztegieta,PT,Ikaztegieta,0.4
2018,,,Ikaztegieta,PT,Ikaztegieta,0.3
2019,,,Irun,PT,Irun,0.1
2021,,,Irun,PT,Irun,0.1
2016,,,Irun,PT,Irun,0.1
2018,,,Irun,PT,Irun,0.1
2020,,,Irun,PT,Irun,0.1
2015,,,Irun,PT,Irun,0.1
2017,,,Irun,PT,Irun,0.1
2014,,,Irun,PT,Irun,0.1
2015,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,1.0
2017,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,0.8
2019,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,0.8
2014,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,1.3
2016,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,0.9
2021,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,0.7
2018,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,0.8
2020,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,0.6
2021,,,Irura,PT,Irura,0.1
2015,,,Irura,PT,Irura,0.1
2017,,,Irura,PT,Irura,0.1
2014,,,Irura,PT,Irura,0.1
2019,,,Irura,PT,Irura,0.1
2020,,,Irura,PT,Irura,0.1
2016,,,Irura,PT,Irura,0.1
2018,,,Irura,PT,Irura,0.1
2015,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,39.8
2014,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,32.4
2016,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,33.4
2019,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,32.7
2017,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,31.1
2021,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,33.3
2018,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,30.3
2020,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,31.7
2016,,,Ispaster,PT,Ispaster,8.4
2018,,,Ispaster,PT,Ispaster,10.3
2014,,,Ispaster,PT,Ispaster,6.8
2015,,,Ispaster,PT,Ispaster,7.9
2017,,,Ispaster,PT,Ispaster,7.9
2021,,,Ispaster,PT,Ispaster,13.2
2020,,,Ispaster,PT,Ispaster,11.0
2019,,,Ispaster,PT,Ispaster,11.3
