Year,Sexo,Edad,Residencia,Personas sin y con discapacidad,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2010,Mujer,16 años y más,,,,,Plentzia,%,Plentzia,10.1
2019,Mujer,16 años y más,,,,,Plentzia,%,Plentzia,11.5
2016,Mujer,16 años y más,,,,,Plentzia,%,Plentzia,16.4
2018,Mujer,16 años y más,,,,,Portugalete,%,Portugalete,15.2
2010,Mujer,16 años y más,,,,,Portugalete,%,Portugalete,9.9
2021,Mujer,16 años y más,,,,,Portugalete,%,Portugalete,14.7
2015,Mujer,16 años y más,,,,,Portugalete,%,Portugalete,16.4
2019,Mujer,16 años y más,,,,,Portugalete,%,Portugalete,14.3
2020,Mujer,16 años y más,,,,,Portugalete,%,Portugalete,13.4
2016,Mujer,16 años y más,,,,,Portugalete,%,Portugalete,18.0
2020,Mujer,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,11.5
2021,Mujer,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,13.3
2019,Mujer,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,16.7
2010,Mujer,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,14.5
2016,Mujer,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,18.1
2015,Mujer,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,16.9
2018,Mujer,16 años y más,,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,19.9
2015,Mujer,16 años y más,,,,,Samaniego,%,Samaniego,5.4
2010,Mujer,16 años y más,,,,,Samaniego,%,Samaniego,4.8
2016,Mujer,16 años y más,,,,,Samaniego,%,Samaniego,6.9
2018,Mujer,16 años y más,,,,,Samaniego,%,Samaniego,2.2
2020,Mujer,16 años y más,,,,,Samaniego,%,Samaniego,4.7
2019,Mujer,16 años y más,,,,,Samaniego,%,Samaniego,2.5
2021,Mujer,16 años y más,,,,,Samaniego,%,Samaniego,5.5
2018,Mujer,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,10.1
2015,Mujer,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,11.5
2016,Mujer,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,11.9
2020,Mujer,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,8.4
2021,Mujer,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,5.0
2010,Mujer,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,4.6
2019,Mujer,16 años y más,,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,7.1
2016,Mujer,16 años y más,,,,,Santurtzi,%,Santurtzi,20.4
2010,Mujer,16 años y más,,,,,Santurtzi,%,Santurtzi,10.3
2020,Mujer,16 años y más,,,,,Santurtzi,%,Santurtzi,15.3
2021,Mujer,16 años y más,,,,,Santurtzi,%,Santurtzi,16.9
2018,Mujer,16 años y más,,,,,Santurtzi,%,Santurtzi,17.4
2015,Mujer,16 años y más,,,,,Santurtzi,%,Santurtzi,18.2
2019,Mujer,16 años y más,,,,,Santurtzi,%,Santurtzi,16.2
2016,Mujer,16 años y más,,,,,Segura,%,Segura,9.5
2010,Mujer,16 años y más,,,,,Segura,%,Segura,8.5
2015,Mujer,16 años y más,,,,,Segura,%,Segura,8.8
2020,Mujer,16 años y más,,,,,Segura,%,Segura,8.0
2018,Mujer,16 años y más,,,,,Segura,%,Segura,7.5
2021,Mujer,16 años y más,,,,,Segura,%,Segura,5.8
2019,Mujer,16 años y más,,,,,Segura,%,Segura,7.2
2021,Mujer,16 años y más,,,,,Sestao,%,Sestao,17.8
2010,Mujer,16 años y más,,,,,Sestao,%,Sestao,11.2
2015,Mujer,16 años y más,,,,,Sestao,%,Sestao,20.4
2020,Mujer,16 años y más,,,,,Sestao,%,Sestao,16.0
2019,Mujer,16 años y más,,,,,Sestao,%,Sestao,18.4
2016,Mujer,16 años y más,,,,,Sestao,%,Sestao,23.9
2018,Mujer,16 años y más,,,,,Sestao,%,Sestao,19.4
2018,Mujer,16 años y más,,,,,Sondika,%,Sondika,9.4
2016,Mujer,16 años y más,,,,,Sondika,%,Sondika,14.1
2019,Mujer,16 años y más,,,,,Sondika,%,Sondika,9.9
2021,Mujer,16 años y más,,,,,Sondika,%,Sondika,10.7
2020,Mujer,16 años y más,,,,,Sondika,%,Sondika,8.1
2015,Mujer,16 años y más,,,,,Sondika,%,Sondika,13.9
2010,Mujer,16 años y más,,,,,Sondika,%,Sondika,7.6
2016,Mujer,16 años y más,,,,,Sopela,%,Sopela,13.8
2015,Mujer,16 años y más,,,,,Sopela,%,Sopela,15.2
2018,Mujer,16 años y más,,,,,Sopela,%,Sopela,11.3
2020,Mujer,16 años y más,,,,,Sopela,%,Sopela,9.5
2021,Mujer,16 años y más,,,,,Sopela,%,Sopela,11.6
2010,Mujer,16 años y más,,,,,Sopela,%,Sopela,9.6
2019,Mujer,16 años y más,,,,,Sopela,%,Sopela,10.5
2021,Mujer,16 años y más,,,,,Sopuerta,%,Sopuerta,12.5
2018,Mujer,16 años y más,,,,,Sopuerta,%,Sopuerta,12.7
2019,Mujer,16 años y más,,,,,Sopuerta,%,Sopuerta,11.5
2016,Mujer,16 años y más,,,,,Sopuerta,%,Sopuerta,15.9
2010,Mujer,16 años y más,,,,,Sopuerta,%,Sopuerta,10.8
2020,Mujer,16 años y más,,,,,Sopuerta,%,Sopuerta,9.5
2015,Mujer,16 años y más,,,,,Sopuerta,%,Sopuerta,19.1
2015,Mujer,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,17.3
2020,Mujer,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.1
2016,Mujer,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,20.2
2018,Mujer,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,16.6
2021,Mujer,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.5
2010,Mujer,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,8.9
2019,Mujer,16 años y más,,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,14.6
2020,Mujer,16 años y más,,,,,Sukarrieta,%,Sukarrieta,11.8
2016,Mujer,16 años y más,,,,,Sukarrieta,%,Sukarrieta,12.5
2015,Mujer,16 años y más,,,,,Sukarrieta,%,Sukarrieta,14.0
2010,Mujer,16 años y más,,,,,Sukarrieta,%,Sukarrieta,7.0
2021,Mujer,16 años y más,,,,,Sukarrieta,%,Sukarrieta,10.3
2018,Mujer,16 años y más,,,,,Sukarrieta,%,Sukarrieta,10.1
2019,Mujer,16 años y más,,,,,Sukarrieta,%,Sukarrieta,17.1
2010,Mujer,16 años y más,,,,,Tolosa,%,Tolosa,7.4
2018,Mujer,16 años y más,,,,,Tolosa,%,Tolosa,10.8
2020,Mujer,16 años y más,,,,,Tolosa,%,Tolosa,8.3
2019,Mujer,16 años y más,,,,,Tolosa,%,Tolosa,9.3
2015,Mujer,16 años y más,,,,,Tolosa,%,Tolosa,13.3
2016,Mujer,16 años y más,,,,,Tolosa,%,Tolosa,13.0
2021,Mujer,16 años y más,,,,,Tolosa,%,Tolosa,9.0
2019,Mujer,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.3
2015,Mujer,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,16.4
2018,Mujer,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,24.0
2016,Mujer,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,28.1
2020,Mujer,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,12.6
2021,Mujer,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,18.0
2010,Mujer,16 años y más,,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,8.9
2019,Mujer,16 años y más,,,,,Ubide,%,Ubide,8.1
2020,Mujer,16 años y más,,,,,Ubide,%,Ubide,10.8
2021,Mujer,16 años y más,,,,,Ubide,%,Ubide,17.9
2016,Mujer,16 años y más,,,,,Ubide,%,Ubide,10.0
2015,Mujer,16 años y más,,,,,Ubide,%,Ubide,15.0
2018,Mujer,16 años y más,,,,,Ubide,%,Ubide,8.3
2010,Mujer,16 años y más,,,,,Ubide,%,Ubide,7.3
2018,Mujer,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,13.3
2019,Mujer,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.8
2020,Mujer,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,10.8
2015,Mujer,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,14.2
2010,Mujer,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,8.3
2021,Mujer,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,11.2
2016,Mujer,16 años y más,,,,,Ugao-Miraballes,%,Ugao-Miraballes,17.4
2020,Mujer,16 años y más,,,,,Urduliz,%,Urduliz,9.3
2019,Mujer,16 años y más,,,,,Urduliz,%,Urduliz,8.8
2015,Mujer,16 años y más,,,,,Urduliz,%,Urduliz,14.2
2016,Mujer,16 años y más,,,,,Urduliz,%,Urduliz,12.5
2010,Mujer,16 años y más,,,,,Urduliz,%,Urduliz,8.5
2021,Mujer,16 años y más,,,,,Urduliz,%,Urduliz,9.6
2018,Mujer,16 años y más,,,,,Urduliz,%,Urduliz,11.5
2021,Mujer,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,15.9
2010,Mujer,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,7.5
2016,Mujer,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,22.4
2018,Mujer,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,18.0
2019,Mujer,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,15.6
2015,Mujer,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,19.0
2020,Mujer,16 años y más,,,,,Urduña/Orduña,%,Urduña/Orduña,14.3
2016,Mujer,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,11.6
2020,Mujer,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,10.3
2010,Mujer,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,4.9
2021,Mujer,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,10.7
2019,Mujer,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,11.1
2015,Mujer,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,12.1
2018,Mujer,16 años y más,,,,,Urkabustaiz,%,Urkabustaiz,9.0
2018,Mujer,16 años y más,,,,,Urnieta,%,Urnieta,9.9
2020,Mujer,16 años y más,,,,,Urnieta,%,Urnieta,8.0
2010,Mujer,16 años y más,,,,,Urnieta,%,Urnieta,8.4
2015,Mujer,16 años y más,,,,,Urnieta,%,Urnieta,14.1
2021,Mujer,16 años y más,,,,,Urnieta,%,Urnieta,10.9
2016,Mujer,16 años y más,,,,,Urnieta,%,Urnieta,14.0
2019,Mujer,16 años y más,,,,,Urnieta,%,Urnieta,9.2
2019,Mujer,16 años y más,,,,,Urretxu,%,Urretxu,10.1
2020,Mujer,16 años y más,,,,,Urretxu,%,Urretxu,9.2
2016,Mujer,16 años y más,,,,,Urretxu,%,Urretxu,14.2
2015,Mujer,16 años y más,,,,,Urretxu,%,Urretxu,14.8
2010,Mujer,16 años y más,,,,,Urretxu,%,Urretxu,8.9
2021,Mujer,16 años y más,,,,,Urretxu,%,Urretxu,9.9
2018,Mujer,16 años y más,,,,,Urretxu,%,Urretxu,11.0
2015,Mujer,16 años y más,,,,,Usurbil,%,Usurbil,12.1
2010,Mujer,16 años y más,,,,,Usurbil,%,Usurbil,6.3
2016,Mujer,16 años y más,,,,,Usurbil,%,Usurbil,12.3
2020,Mujer,16 años y más,,,,,Usurbil,%,Usurbil,8.2
2018,Mujer,16 años y más,,,,,Usurbil,%,Usurbil,10.1
2019,Mujer,16 años y más,,,,,Usurbil,%,Usurbil,8.2
2021,Mujer,16 años y más,,,,,Usurbil,%,Usurbil,9.6
2020,Mujer,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.6
2015,Mujer,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,12.3
2021,Mujer,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,18.6
2010,Mujer,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,10.3
2019,Mujer,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,13.7
2016,Mujer,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,14.2
2018,Mujer,16 años y más,,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,8.7
2018,Mujer,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,15.0
2021,Mujer,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.9
2019,Mujer,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,13.5
2010,Mujer,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,9.1
2015,Mujer,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,17.3
2016,Mujer,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,18.1
2020,Mujer,16 años y más,,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,12.7
2019,Mujer,16 años y más,,,,,Villabona,%,Villabona,11.7
2010,Mujer,16 años y más,,,,,Villabona,%,Villabona,9.8
2020,Mujer,16 años y más,,,,,Villabona,%,Villabona,11.5
2015,Mujer,16 años y más,,,,,Villabona,%,Villabona,14.0
2018,Mujer,16 años y más,,,,,Villabona,%,Villabona,13.3
2021,Mujer,16 años y más,,,,,Villabona,%,Villabona,12.2
2016,Mujer,16 años y más,,,,,Villabona,%,Villabona,16.2
2015,Mujer,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.4
2019,Mujer,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,1.8
2020,Mujer,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,9.3
2016,Mujer,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,5.6
2021,Mujer,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,13.1
2018,Mujer,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,6.9
2010,Mujer,16 años y más,,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,8.6
2021,Mujer,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.3
2020,Mujer,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,11.9
2018,Mujer,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,13.7
2015,Mujer,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,14.9
2010,Mujer,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,9.0
2019,Mujer,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,12.8
2016,Mujer,16 años y más,,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,16.1
2019,Mujer,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,8.3
2021,Mujer,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,5.3
2016,Mujer,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,15.4
2010,Mujer,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,13.2
2018,Mujer,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,14.3
2015,Mujer,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,26.9
2020,Mujer,16 años y más,,,,,Yécora/Iekora,%,Yécora/Iekora,14.3
2015,Mujer,16 años y más,,,,,Zaldibar,%,Zaldibar,17.1
2019,Mujer,16 años y más,,,,,Zaldibar,%,Zaldibar,11.2
2018,Mujer,16 años y más,,,,,Zaldibar,%,Zaldibar,12.1
2010,Mujer,16 años y más,,,,,Zaldibar,%,Zaldibar,8.2
2020,Mujer,16 años y más,,,,,Zaldibar,%,Zaldibar,8.3
2016,Mujer,16 años y más,,,,,Zaldibar,%,Zaldibar,17.3
2021,Mujer,16 años y más,,,,,Zaldibar,%,Zaldibar,11.7
2020,Mujer,16 años y más,,,,,Zaldibia,%,Zaldibia,7.0
2016,Mujer,16 años y más,,,,,Zaldibia,%,Zaldibia,12.2
2015,Mujer,16 años y más,,,,,Zaldibia,%,Zaldibia,12.8
2018,Mujer,16 años y más,,,,,Zaldibia,%,Zaldibia,7.2
2010,Mujer,16 años y más,,,,,Zaldibia,%,Zaldibia,6.8
2019,Mujer,16 años y más,,,,,Zaldibia,%,Zaldibia,9.1
2021,Mujer,16 años y más,,,,,Zaldibia,%,Zaldibia,10.3
2018,Mujer,16 años y más,,,,,Zalduondo,%,Zalduondo,8.9
2021,Mujer,16 años y más,,,,,Zalduondo,%,Zalduondo,5.6
2016,Mujer,16 años y más,,,,,Zalduondo,%,Zalduondo,8.3
2015,Mujer,16 años y más,,,,,Zalduondo,%,Zalduondo,11.1
2020,Mujer,16 años y más,,,,,Zalduondo,%,Zalduondo,8.2
2019,Mujer,16 años y más,,,,,Zalduondo,%,Zalduondo,0.0
2010,Mujer,16 años y más,,,,,Zalduondo,%,Zalduondo,7.0
2018,Mujer,16 años y más,,,,,Zalla,%,Zalla,18.1
2020,Mujer,16 años y más,,,,,Zalla,%,Zalla,15.1
2021,Mujer,16 años y más,,,,,Zalla,%,Zalla,16.6
2010,Mujer,16 años y más,,,,,Zalla,%,Zalla,10.3
2016,Mujer,16 años y más,,,,,Zalla,%,Zalla,23.5
2015,Mujer,16 años y más,,,,,Zalla,%,Zalla,20.3
2019,Mujer,16 años y más,,,,,Zalla,%,Zalla,16.1
2018,Mujer,16 años y más,,,,,Zambrana,%,Zambrana,30.4
2019,Mujer,16 años y más,,,,,Zambrana,%,Zambrana,20.9
2020,Mujer,16 años y más,,,,,Zambrana,%,Zambrana,14.0
2016,Mujer,16 años y más,,,,,Zambrana,%,Zambrana,22.6
2015,Mujer,16 años y más,,,,,Zambrana,%,Zambrana,30.1
2021,Mujer,16 años y más,,,,,Zambrana,%,Zambrana,13.8
2010,Mujer,16 años y más,,,,,Zambrana,%,Zambrana,13.4
2016,Mujer,16 años y más,,,,,Zamudio,%,Zamudio,14.2
2018,Mujer,16 años y más,,,,,Zamudio,%,Zamudio,11.7
2019,Mujer,16 años y más,,,,,Zamudio,%,Zamudio,10.1
2021,Mujer,16 años y más,,,,,Zamudio,%,Zamudio,10.2
2020,Mujer,16 años y más,,,,,Zamudio,%,Zamudio,10.0
2015,Mujer,16 años y más,,,,,Zamudio,%,Zamudio,12.5
2010,Mujer,16 años y más,,,,,Zamudio,%,Zamudio,9.7
2020,Mujer,16 años y más,,,,,Zaratamo,%,Zaratamo,12.9
2021,Mujer,16 años y más,,,,,Zaratamo,%,Zaratamo,12.8
2018,Mujer,16 años y más,,,,,Zaratamo,%,Zaratamo,13.9
2016,Mujer,16 años y más,,,,,Zaratamo,%,Zaratamo,15.5
2015,Mujer,16 años y más,,,,,Zaratamo,%,Zaratamo,17.3
2010,Mujer,16 años y más,,,,,Zaratamo,%,Zaratamo,8.4
2019,Mujer,16 años y más,,,,,Zaratamo,%,Zaratamo,13.1
2020,Mujer,16 años y más,,,,,Zarautz,%,Zarautz,7.9
2019,Mujer,16 años y más,,,,,Zarautz,%,Zarautz,8.5
2016,Mujer,16 años y más,,,,,Zarautz,%,Zarautz,14.0
2010,Mujer,16 años y más,,,,,Zarautz,%,Zarautz,9.0
2021,Mujer,16 años y más,,,,,Zarautz,%,Zarautz,9.0
2018,Mujer,16 años y más,,,,,Zarautz,%,Zarautz,9.6
2015,Mujer,16 años y más,,,,,Zarautz,%,Zarautz,13.8
2019,Mujer,16 años y más,,,,,Zeanuri,%,Zeanuri,7.7
2015,Mujer,16 años y más,,,,,Zeanuri,%,Zeanuri,10.1
2010,Mujer,16 años y más,,,,,Zeanuri,%,Zeanuri,7.5
2021,Mujer,16 años y más,,,,,Zeanuri,%,Zeanuri,9.0
2020,Mujer,16 años y más,,,,,Zeanuri,%,Zeanuri,6.0
2016,Mujer,16 años y más,,,,,Zeanuri,%,Zeanuri,6.3
2018,Mujer,16 años y más,,,,,Zeanuri,%,Zeanuri,9.0
2010,Mujer,16 años y más,,,,,Zeberio,%,Zeberio,4.4
2019,Mujer,16 años y más,,,,,Zeberio,%,Zeberio,8.3
2016,Mujer,16 años y más,,,,,Zeberio,%,Zeberio,10.4
2015,Mujer,16 años y más,,,,,Zeberio,%,Zeberio,9.7
2018,Mujer,16 años y más,,,,,Zeberio,%,Zeberio,10.4
2020,Mujer,16 años y más,,,,,Zeberio,%,Zeberio,8.7
2021,Mujer,16 años y más,,,,,Zeberio,%,Zeberio,10.6
2021,Mujer,16 años y más,,,,,Zegama,%,Zegama,7.2
2019,Mujer,16 años y más,,,,,Zegama,%,Zegama,7.1
2016,Mujer,16 años y más,,,,,Zegama,%,Zegama,15.1
2010,Mujer,16 años y más,,,,,Zegama,%,Zegama,8.9
2020,Mujer,16 años y más,,,,,Zegama,%,Zegama,7.9
2015,Mujer,16 años y más,,,,,Zegama,%,Zegama,11.4
2018,Mujer,16 años y más,,,,,Zegama,%,Zegama,11.9
2021,Mujer,16 años y más,,,,,Zerain,%,Zerain,3.4
2015,Mujer,16 años y más,,,,,Zerain,%,Zerain,14.3
2018,Mujer,16 años y más,,,,,Zerain,%,Zerain,9.7
2020,Mujer,16 años y más,,,,,Zerain,%,Zerain,8.5
2019,Mujer,16 años y más,,,,,Zerain,%,Zerain,5.4
2010,Mujer,16 años y más,,,,,Zerain,%,Zerain,8.9
2016,Mujer,16 años y más,,,,,Zerain,%,Zerain,9.7
2016,Mujer,16 años y más,,,,,Zestoa,%,Zestoa,19.0
2015,Mujer,16 años y más,,,,,Zestoa,%,Zestoa,18.1
2018,Mujer,16 años y más,,,,,Zestoa,%,Zestoa,14.3
2020,Mujer,16 años y más,,,,,Zestoa,%,Zestoa,13.3
2021,Mujer,16 años y más,,,,,Zestoa,%,Zestoa,13.2
2019,Mujer,16 años y más,,,,,Zestoa,%,Zestoa,14.0
2010,Mujer,16 años y más,,,,,Zestoa,%,Zestoa,9.8
2010,Mujer,16 años y más,,,,,Zierbena,%,Zierbena,9.1
2015,Mujer,16 años y más,,,,,Zierbena,%,Zierbena,17.1
2016,Mujer,16 años y más,,,,,Zierbena,%,Zierbena,16.0
2020,Mujer,16 años y más,,,,,Zierbena,%,Zierbena,12.9
2018,Mujer,16 años y más,,,,,Zierbena,%,Zierbena,13.3
2021,Mujer,16 años y más,,,,,Zierbena,%,Zierbena,14.4
2019,Mujer,16 años y más,,,,,Zierbena,%,Zierbena,12.1
2020,Mujer,16 años y más,,,,,Zigoitia,%,Zigoitia,7.7
2018,Mujer,16 años y más,,,,,Zigoitia,%,Zigoitia,7.7
2015,Mujer,16 años y más,,,,,Zigoitia,%,Zigoitia,6.6
2016,Mujer,16 años y más,,,,,Zigoitia,%,Zigoitia,9.0
2019,Mujer,16 años y más,,,,,Zigoitia,%,Zigoitia,7.7
2021,Mujer,16 años y más,,,,,Zigoitia,%,Zigoitia,6.5
2010,Mujer,16 años y más,,,,,Zigoitia,%,Zigoitia,4.5
2018,Mujer,16 años y más,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,15.1
2021,Mujer,16 años y más,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,8.4
2016,Mujer,16 años y más,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,15.0
2010,Mujer,16 años y más,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,13.2
2019,Mujer,16 años y más,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.8
2015,Mujer,16 años y más,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,10.5
2020,Mujer,16 años y más,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,8.2
2016,Mujer,16 años y más,,,,,Zizurkil,%,Zizurkil,15.1
2010,Mujer,16 años y más,,,,,Zizurkil,%,Zizurkil,10.4
2021,Mujer,16 años y más,,,,,Zizurkil,%,Zizurkil,12.2
2019,Mujer,16 años y más,,,,,Zizurkil,%,Zizurkil,11.0
2018,Mujer,16 años y más,,,,,Zizurkil,%,Zizurkil,12.8
2020,Mujer,16 años y más,,,,,Zizurkil,%,Zizurkil,11.0
2015,Mujer,16 años y más,,,,,Zizurkil,%,Zizurkil,17.6
2018,Mujer,16 años y más,,,,,Zuia,%,Zuia,6.0
2020,Mujer,16 años y más,,,,,Zuia,%,Zuia,4.2
2019,Mujer,16 años y más,,,,,Zuia,%,Zuia,6.4
2010,Mujer,16 años y más,,,,,Zuia,%,Zuia,6.0
2016,Mujer,16 años y más,,,,,Zuia,%,Zuia,9.8
2021,Mujer,16 años y más,,,,,Zuia,%,Zuia,6.4
2015,Mujer,16 años y más,,,,,Zuia,%,Zuia,12.2
2021,Mujer,16 años y más,,,,,Zumaia,%,Zumaia,10.2
2019,Mujer,16 años y más,,,,,Zumaia,%,Zumaia,9.1
2015,Mujer,16 años y más,,,,,Zumaia,%,Zumaia,13.6
2016,Mujer,16 años y más,,,,,Zumaia,%,Zumaia,16.8
2020,Mujer,16 años y más,,,,,Zumaia,%,Zumaia,9.6
2018,Mujer,16 años y más,,,,,Zumaia,%,Zumaia,11.4
2010,Mujer,16 años y más,,,,,Zumaia,%,Zumaia,9.1
2019,Mujer,16 años y más,,,,,Zumarraga,%,Zumarraga,12.5
2021,Mujer,16 años y más,,,,,Zumarraga,%,Zumarraga,12.2
2020,Mujer,16 años y más,,,,,Zumarraga,%,Zumarraga,11.1
2010,Mujer,16 años y más,,,,,Zumarraga,%,Zumarraga,9.6
2016,Mujer,16 años y más,,,,,Zumarraga,%,Zumarraga,18.5
2015,Mujer,16 años y más,,,,,Zumarraga,%,Zumarraga,15.9
2018,Mujer,16 años y más,,,,,Zumarraga,%,Zumarraga,14.8
2010,Mujer,16 años y más,,,,Añana (comarca),,%,Añana (comarca),11.0
2019,Mujer,16 años y más,,,,Añana (comarca),,%,Añana (comarca),13.3
2018,Mujer,16 años y más,,,,Añana (comarca),,%,Añana (comarca),15.1
2015,Mujer,16 años y más,,,,Añana (comarca),,%,Añana (comarca),18.0
2016,Mujer,16 años y más,,,,Añana (comarca),,%,Añana (comarca),16.7
2020,Mujer,16 años y más,,,,Añana (comarca),,%,Añana (comarca),11.0
2021,Mujer,16 años y más,,,,Añana (comarca),,%,Añana (comarca),13.7
2016,Mujer,16 años y más,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.9
2015,Mujer,16 años y más,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.8
