Year,Series,Territorio,Units,Value
2020,EU_RDP_PAS,,MPAS,1817.6
2012,EU_RDP_PAS,,MPAS,4458.2
2011,EU_RDP_PAS,,MPAS,4322.4
2022,EU_RDP_PAS,,MPAS,5748.5
2025,EU_RDP_PAS,,MPAS,7842.5
2024,EU_RDP_PAS,,MPAS,7528.0
2016,EU_RDP_PAS,,MPAS,4889.7
2023,EU_RDP_PAS,,MPAS,7129.0
2015,EU_RDP_PAS,,MPAS,4544.0
2019,EU_RDP_PAS,,MPAS,6400.3
2021,EU_RDP_PAS,,MPAS,2864.8
2018,EU_RDP_PAS,,MPAS,5899.7
2017,EU_RDP_PAS,,MPAS,5339.9
2010,EU_RDP_PAS,,MPAS,4217.1
2013,EU_RDP_PAS,,MPAS,4052.7
2014,EU_RDP_PAS,,MPAS,4267.8
2024,EU_RDP_PAS,ES211,MPAS,263.9
2021,EU_RDP_PAS,ES211,MPAS,128.4
2023,EU_RDP_PAS,ES211,MPAS,309.9
2022,EU_RDP_PAS,ES211,MPAS,235.4
2018,EU_RDP_PAS,ES211,MPAS,140.9
2025,EU_RDP_PAS,ES211,MPAS,307.2
2017,EU_RDP_PAS,ES211,MPAS,84.3
2014,EU_RDP_PAS,ES211,MPAS,7.1
2015,EU_RDP_PAS,ES211,MPAS,11.2
2016,EU_RDP_PAS,ES211,MPAS,36.9
2020,EU_RDP_PAS,ES211,MPAS,43.8
2019,EU_RDP_PAS,ES211,MPAS,174.0
2011,EU_RDP_PAS,ES211,MPAS,28.2
2013,EU_RDP_PAS,ES211,MPAS,6.9
2012,EU_RDP_PAS,ES211,MPAS,24.4
2010,EU_RDP_PAS,ES211,MPAS,42.1
2015,EU_RDP_PAS,ES213,MPAS,4277.7
2020,EU_RDP_PAS,ES213,MPAS,1690.0
2019,EU_RDP_PAS,ES213,MPAS,5905.8
2013,EU_RDP_PAS,ES213,MPAS,3800.8
2018,EU_RDP_PAS,ES213,MPAS,5469.4
2012,EU_RDP_PAS,ES213,MPAS,4171.1
2010,EU_RDP_PAS,ES213,MPAS,3889.0
2016,EU_RDP_PAS,ES213,MPAS,4588.3
2024,EU_RDP_PAS,ES213,MPAS,6777.6
2011,EU_RDP_PAS,ES213,MPAS,4046.2
2021,EU_RDP_PAS,ES213,MPAS,2581.1
2022,EU_RDP_PAS,ES213,MPAS,5129.6
2023,EU_RDP_PAS,ES213,MPAS,6336.4
2025,EU_RDP_PAS,ES213,MPAS,7062.7
2014,EU_RDP_PAS,ES213,MPAS,4015.4
2017,EU_RDP_PAS,ES213,MPAS,4973.8
2022,EU_RDP_PAS,ES212,MPAS,383.6
2011,EU_RDP_PAS,ES212,MPAS,248.1
2025,EU_RDP_PAS,ES212,MPAS,472.7
2024,EU_RDP_PAS,ES212,MPAS,486.5
2020,EU_RDP_PAS,ES212,MPAS,83.9
2023,EU_RDP_PAS,ES212,MPAS,482.7
2021,EU_RDP_PAS,ES212,MPAS,155.3
2019,EU_RDP_PAS,ES212,MPAS,320.4
2018,EU_RDP_PAS,ES212,MPAS,289.4
2017,EU_RDP_PAS,ES212,MPAS,281.9
2016,EU_RDP_PAS,ES212,MPAS,264.4
2015,EU_RDP_PAS,ES212,MPAS,255.1
2013,EU_RDP_PAS,ES212,MPAS,245.0
2012,EU_RDP_PAS,ES212,MPAS,262.8
2010,EU_RDP_PAS,ES212,MPAS,286.1
2014,EU_RDP_PAS,ES212,MPAS,245.4
2022,EU_RDP_MER,,KT,74.3
2019,EU_RDP_MER,,KT,65.5
2014,EU_RDP_MER,,KT,45.0
2015,EU_RDP_MER,,KT,49.2
2016,EU_RDP_MER,,KT,55.1
2017,EU_RDP_MER,,KT,62.4
2010,EU_RDP_MER,,KT,30.5
2020,EU_RDP_MER,,KT,64.7
2012,EU_RDP_MER,,KT,36.9
2024,EU_RDP_MER,,KT,71.4
2021,EU_RDP_MER,,KT,73.0
2011,EU_RDP_MER,,KT,37.4
2013,EU_RDP_MER,,KT,40.0
2018,EU_RDP_MER,,KT,63.4
2025,EU_RDP_MER,,KT,70.2
2023,EU_RDP_MER,,KT,72.4
2015,EU_RDP_MER,ES211,KT,46.4
2013,EU_RDP_MER,ES211,KT,37.5
2012,EU_RDP_MER,ES211,KT,34.6
2016,EU_RDP_MER,ES211,KT,52.1
2025,EU_RDP_MER,ES211,KT,69.0
2011,EU_RDP_MER,ES211,KT,34.7
2010,EU_RDP_MER,ES211,KT,28.0
2021,EU_RDP_MER,ES211,KT,72.5
2022,EU_RDP_MER,ES211,KT,73.6
2024,EU_RDP_MER,ES211,KT,70.5
2019,EU_RDP_MER,ES211,KT,64.5
2017,EU_RDP_MER,ES211,KT,60.5
2018,EU_RDP_MER,ES211,KT,62.1
2014,EU_RDP_MER,ES211,KT,42.2
2020,EU_RDP_MER,ES211,KT,64.3
2023,EU_RDP_MER,ES211,KT,71.7
2018,EU_RDP_MER,ES213,KT,1.2
2017,EU_RDP_MER,ES213,KT,2.0
2025,EU_RDP_MER,ES213,KT,1.1
2020,EU_RDP_MER,ES213,KT,0.4
2023,EU_RDP_MER,ES213,KT,0.8
2022,EU_RDP_MER,ES213,KT,0.7
2024,EU_RDP_MER,ES213,KT,0.9
2013,EU_RDP_MER,ES213,KT,2.5
2011,EU_RDP_MER,ES213,KT,2.6
2010,EU_RDP_MER,ES213,KT,2.5
2012,EU_RDP_MER,ES213,KT,2.3
2015,EU_RDP_MER,ES213,KT,2.9
2021,EU_RDP_MER,ES213,KT,0.5
2014,EU_RDP_MER,ES213,KT,2.9
2019,EU_RDP_MER,ES213,KT,1.0
2016,EU_RDP_MER,ES213,KT,3.0
2022,EU_RDP_MER,ES212,KT,0.0
2016,EU_RDP_MER,ES212,KT,0.0
2014,EU_RDP_MER,ES212,KT,0.0
2015,EU_RDP_MER,ES212,KT,0.0
2019,EU_RDP_MER,ES212,KT,0.0
2013,EU_RDP_MER,ES212,KT,0.0
2012,EU_RDP_MER,ES212,KT,0.0
2021,EU_RDP_MER,ES212,KT,0.0
2023,EU_RDP_MER,ES212,KT,0.0
2011,EU_RDP_MER,ES212,KT,0.0
2010,EU_RDP_MER,ES212,KT,0.0
2024,EU_RDP_MER,ES212,KT,0.0
2018,EU_RDP_MER,ES212,KT,0.0
2017,EU_RDP_MER,ES212,KT,0.0
2025,EU_RDP_MER,ES212,KT,0.0
2020,EU_RDP_MER,ES212,KT,0.0
