Year,Series,Units,Value
2011,EU_FRN_FDI_EUR,EUR_1000000,5181.85
2014,EU_FRN_FDI_EUR,EUR_1000000,-144.05
2017,EU_FRN_FDI_EUR,EUR_1000000,543.72
2020,EU_FRN_FDI_EUR,EUR_1000000,-153.5
2010,EU_FRN_FDI_EUR,EUR_1000000,1597.2
2022,EU_FRN_FDI_EUR,EUR_1000000,1566.89
2015,EU_FRN_FDI_EUR,EUR_1000000,36.2
2016,EU_FRN_FDI_EUR,EUR_1000000,554.29
2021,EU_FRN_FDI_EUR,EUR_1000000,9.0
2018,EU_FRN_FDI_EUR,EUR_1000000,178.6
2012,EU_FRN_FDI_EUR,EUR_1000000,576.56
2019,EU_FRN_FDI_EUR,EUR_1000000,121.82
2013,EU_FRN_FDI_EUR,EUR_1000000,-1006.19
2010,EU_FRN_FDI_GDP,PT,2.4
2011,EU_FRN_FDI_GDP,PT,7.73
2012,EU_FRN_FDI_GDP,PT,0.88
2013,EU_FRN_FDI_GDP,PT,-1.55
2014,EU_FRN_FDI_GDP,PT,-0.22
2015,EU_FRN_FDI_GDP,PT,0.05
2016,EU_FRN_FDI_GDP,PT,0.78
2017,EU_FRN_FDI_GDP,PT,0.74
2018,EU_FRN_FDI_GDP,PT,0.23
2019,EU_FRN_FDI_GDP,PT,0.15
2020,EU_FRN_FDI_GDP,PT,-0.21
2021,EU_FRN_FDI_GDP,PT,0.01
2022,EU_FRN_FDI_GDP,PT,1.82
