Year,Series,Province,County,Municipality,Units,GeoCode,Value
2010,Proportion of households with a toilet,,,Igorre,%,Igorre,99.4
2014,Proportion of households with a toilet,,,Igorre,%,Igorre,99.4
2015,Proportion of households with a toilet,,,Igorre,%,Igorre,99.3
2023,Proportion of households with a toilet,,,Igorre,%,Igorre,100.0
2019,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2022,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2015,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2016,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2010,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2023,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2021,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2023,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2019,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2013,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2014,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2010,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2018,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2015,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2022,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2016,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2020,Proportion of households with running water,,,Ikaztegieta,%,Ikaztegieta,99.4
2018,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2013,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2021,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2014,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2020,Proportion of households with a toilet,,,Ikaztegieta,%,Ikaztegieta,100.0
2020,Proportion of households with a toilet,,,Irun,%,Irun,99.9
2013,Proportion of households with running water,,,Irun,%,Irun,100.0
2021,Proportion of households with running water,,,Irun,%,Irun,100.0
2018,Proportion of households with running water,,,Irun,%,Irun,100.0
2014,Proportion of households with running water,,,Irun,%,Irun,100.0
2016,Proportion of households with running water,,,Irun,%,Irun,100.0
2014,Proportion of households with a toilet,,,Irun,%,Irun,99.8
2022,Proportion of households with a toilet,,,Irun,%,Irun,99.9
2023,Proportion of households with running water,,,Irun,%,Irun,100.0
2021,Proportion of households with a toilet,,,Irun,%,Irun,99.9
2010,Proportion of households with a toilet,,,Irun,%,Irun,99.8
2018,Proportion of households with a toilet,,,Irun,%,Irun,99.8
2010,Proportion of households with running water,,,Irun,%,Irun,100.0
2019,Proportion of households with running water,,,Irun,%,Irun,100.0
2019,Proportion of households with a toilet,,,Irun,%,Irun,99.8
2020,Proportion of households with running water,,,Irun,%,Irun,100.0
2022,Proportion of households with running water,,,Irun,%,Irun,100.0
2015,Proportion of households with running water,,,Irun,%,Irun,100.0
2023,Proportion of households with a toilet,,,Irun,%,Irun,99.9
2015,Proportion of households with a toilet,,,Irun,%,Irun,99.8
2016,Proportion of households with a toilet,,,Irun,%,Irun,99.8
2013,Proportion of households with a toilet,,,Irun,%,Irun,99.8
2010,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2019,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2016,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.6
2016,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2015,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.6
2022,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2020,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2014,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2018,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2023,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2021,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2013,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2015,Proportion of households with running water,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2019,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.7
2023,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.7
2021,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.7
2010,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.5
2022,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.8
2020,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.7
2014,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.6
2018,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.7
2013,Proportion of households with a toilet,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,99.6
2013,Proportion of households with a toilet,,,Irura,%,Irura,99.8
2021,Proportion of households with a toilet,,,Irura,%,Irura,99.9
2018,Proportion of households with a toilet,,,Irura,%,Irura,99.9
2020,Proportion of households with a toilet,,,Irura,%,Irura,99.9
2015,Proportion of households with running water,,,Irura,%,Irura,98.4
2023,Proportion of households with running water,,,Irura,%,Irura,99.0
2016,Proportion of households with running water,,,Irura,%,Irura,98.5
2014,Proportion of households with running water,,,Irura,%,Irura,98.4
2016,Proportion of households with a toilet,,,Irura,%,Irura,99.9
2018,Proportion of households with running water,,,Irura,%,Irura,98.6
2010,Proportion of households with running water,,,Irura,%,Irura,98.1
2020,Proportion of households with running water,,,Irura,%,Irura,99.0
2022,Proportion of households with running water,,,Irura,%,Irura,99.0
2019,Proportion of households with a toilet,,,Irura,%,Irura,99.9
2014,Proportion of households with a toilet,,,Irura,%,Irura,99.8
2015,Proportion of households with a toilet,,,Irura,%,Irura,99.8
2022,Proportion of households with a toilet,,,Irura,%,Irura,99.9
2023,Proportion of households with a toilet,,,Irura,%,Irura,99.9
2019,Proportion of households with running water,,,Irura,%,Irura,98.7
2013,Proportion of households with running water,,,Irura,%,Irura,98.4
2021,Proportion of households with running water,,,Irura,%,Irura,99.0
2010,Proportion of households with a toilet,,,Irura,%,Irura,99.8
2021,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2020,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2023,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2018,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2010,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2022,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2013,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2019,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2021,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2020,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2013,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2014,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2016,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2010,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,99.4
2022,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2016,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2015,Proportion of households with a toilet,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2014,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2019,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2015,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2018,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2023,Proportion of households with running water,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2020,Proportion of households with a toilet,,,Ispaster,%,Ispaster,100.0
2022,Proportion of households with running water,,,Ispaster,%,Ispaster,99.6
2021,Proportion of households with running water,,,Ispaster,%,Ispaster,99.6
2010,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2014,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2023,Proportion of households with running water,,,Ispaster,%,Ispaster,99.7
2018,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2022,Proportion of households with a toilet,,,Ispaster,%,Ispaster,100.0
2014,Proportion of households with a toilet,,,Ispaster,%,Ispaster,97.3
2016,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2019,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2013,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2015,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2020,Proportion of households with running water,,,Ispaster,%,Ispaster,100.0
2019,Proportion of households with a toilet,,,Ispaster,%,Ispaster,98.9
2013,Proportion of households with a toilet,,,Ispaster,%,Ispaster,98.1
2018,Proportion of households with a toilet,,,Ispaster,%,Ispaster,98.9
2023,Proportion of households with a toilet,,,Ispaster,%,Ispaster,100.0
2015,Proportion of households with a toilet,,,Ispaster,%,Ispaster,97.4
2010,Proportion of households with a toilet,,,Ispaster,%,Ispaster,98.8
2016,Proportion of households with a toilet,,,Ispaster,%,Ispaster,98.1
2021,Proportion of households with a toilet,,,Ispaster,%,Ispaster,100.0
2019,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2015,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2015,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,99.2
2016,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,99.2
2020,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2023,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2022,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2013,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,99.2
2018,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2023,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2013,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2010,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2019,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2010,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2014,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2021,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2022,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2020,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2021,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2018,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2014,Proportion of households with a toilet,,,Itsasondo,%,Itsasondo,98.8
2016,Proportion of households with running water,,,Itsasondo,%,Itsasondo,100.0
2010,Proportion of households with a toilet,,,Iurreta,%,Iurreta,99.6
2020,Proportion of households with running water,,,Iurreta,%,Iurreta,99.9
2013,Proportion of households with running water,,,Iurreta,%,Iurreta,100.0
2022,Proportion of households with a toilet,,,Iurreta,%,Iurreta,100.0
2022,Proportion of households with running water,,,Iurreta,%,Iurreta,99.9
2014,Proportion of households with running water,,,Iurreta,%,Iurreta,100.0
2013,Proportion of households with a toilet,,,Iurreta,%,Iurreta,99.7
2016,Proportion of households with running water,,,Iurreta,%,Iurreta,100.0
2020,Proportion of households with a toilet,,,Iurreta,%,Iurreta,100.0
2018,Proportion of households with a toilet,,,Iurreta,%,Iurreta,99.7
2019,Proportion of households with a toilet,,,Iurreta,%,Iurreta,99.6
2023,Proportion of households with running water,,,Iurreta,%,Iurreta,99.9
2019,Proportion of households with running water,,,Iurreta,%,Iurreta,99.9
2014,Proportion of households with a toilet,,,Iurreta,%,Iurreta,99.7
2018,Proportion of households with running water,,,Iurreta,%,Iurreta,100.0
2021,Proportion of households with a toilet,,,Iurreta,%,Iurreta,100.0
2015,Proportion of households with running water,,,Iurreta,%,Iurreta,100.0
2016,Proportion of households with a toilet,,,Iurreta,%,Iurreta,99.7
2015,Proportion of households with a toilet,,,Iurreta,%,Iurreta,99.7
2023,Proportion of households with a toilet,,,Iurreta,%,Iurreta,100.0
2021,Proportion of households with running water,,,Iurreta,%,Iurreta,99.9
2010,Proportion of households with running water,,,Iurreta,%,Iurreta,100.0
2016,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2018,Proportion of households with a toilet,,,Izurtza,%,Izurtza,98.9
2013,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2014,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2023,Proportion of households with running water,,,Izurtza,%,Izurtza,98.8
2020,Proportion of households with a toilet,,,Izurtza,%,Izurtza,100.0
2016,Proportion of households with a toilet,,,Izurtza,%,Izurtza,98.8
2010,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2021,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2010,Proportion of households with a toilet,,,Izurtza,%,Izurtza,98.9
2019,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2015,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2018,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2020,Proportion of households with running water,,,Izurtza,%,Izurtza,100.0
2022,Proportion of households with running water,,,Izurtza,%,Izurtza,98.9
2022,Proportion of households with a toilet,,,Izurtza,%,Izurtza,100.0
2021,Proportion of households with a toilet,,,Izurtza,%,Izurtza,100.0
2019,Proportion of households with a toilet,,,Izurtza,%,Izurtza,97.7
2015,Proportion of households with a toilet,,,Izurtza,%,Izurtza,100.0
2013,Proportion of households with a toilet,,,Izurtza,%,Izurtza,98.9
2014,Proportion of households with a toilet,,,Izurtza,%,Izurtza,98.9
2023,Proportion of households with a toilet,,,Izurtza,%,Izurtza,100.0
2021,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,99.8
2013,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2014,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2020,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,99.7
2023,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,99.8
2022,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,99.8
2016,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2010,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2015,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2022,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,98.0
2014,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.6
2013,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2021,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,98.0
2018,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.8
2010,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.9
2020,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,98.0
2023,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.8
2015,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.8
2016,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2019,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,98.0
2018,Proportion of households with a toilet,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.8
2019,Proportion of households with running water,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.9
2013,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.0
2020,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.1
2021,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.1
2016,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.1
2019,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,97.5
2015,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.1
2016,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,98.1
2018,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.1
2023,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,99.4
2021,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,99.4
2019,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.1
2022,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.2
2014,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.1
2010,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.0
2014,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,98.1
2015,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,98.1
2020,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,99.4
2018,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,97.5
2022,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,99.4
2010,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,98.0
2023,Proportion of households with running water,,,Kortezubi,%,Kortezubi,98.2
2013,Proportion of households with a toilet,,,Kortezubi,%,Kortezubi,98.0
2022,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2019,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2015,Proportion of households with a toilet,,,Kripan,%,Kripan,98.6
2015,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2010,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2013,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2014,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2019,Proportion of households with a toilet,,,Kripan,%,Kripan,100.0
2020,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2014,Proportion of households with a toilet,,,Kripan,%,Kripan,98.6
2021,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2023,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2018,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2021,Proportion of households with a toilet,,,Kripan,%,Kripan,100.0
2010,Proportion of households with a toilet,,,Kripan,%,Kripan,98.5
2013,Proportion of households with a toilet,,,Kripan,%,Kripan,98.6
2020,Proportion of households with a toilet,,,Kripan,%,Kripan,100.0
2018,Proportion of households with a toilet,,,Kripan,%,Kripan,100.0
2023,Proportion of households with a toilet,,,Kripan,%,Kripan,100.0
2022,Proportion of households with a toilet,,,Kripan,%,Kripan,100.0
2016,Proportion of households with a toilet,,,Kripan,%,Kripan,98.6
2016,Proportion of households with running water,,,Kripan,%,Kripan,100.0
2013,Proportion of households with running water,,,Kuartango,%,Kuartango,98.2
2015,Proportion of households with a toilet,,,Kuartango,%,Kuartango,97.8
2021,Proportion of households with running water,,,Kuartango,%,Kuartango,98.5
2021,Proportion of households with a toilet,,,Kuartango,%,Kuartango,98.5
2014,Proportion of households with running water,,,Kuartango,%,Kuartango,98.2
2010,Proportion of households with a toilet,,,Kuartango,%,Kuartango,97.1
2010,Proportion of households with running water,,,Kuartango,%,Kuartango,98.2
2019,Proportion of households with running water,,,Kuartango,%,Kuartango,98.4
2018,Proportion of households with a toilet,,,Kuartango,%,Kuartango,98.4
2014,Proportion of households with a toilet,,,Kuartango,%,Kuartango,97.6
2013,Proportion of households with a toilet,,,Kuartango,%,Kuartango,97.6
2015,Proportion of households with running water,,,Kuartango,%,Kuartango,98.3
2016,Proportion of households with a toilet,,,Kuartango,%,Kuartango,97.8
2019,Proportion of households with a toilet,,,Kuartango,%,Kuartango,98.4
2016,Proportion of households with running water,,,Kuartango,%,Kuartango,98.3
2020,Proportion of households with running water,,,Kuartango,%,Kuartango,98.4
2018,Proportion of households with running water,,,Kuartango,%,Kuartango,98.4
2023,Proportion of households with a toilet,,,Kuartango,%,Kuartango,98.5
2022,Proportion of households with running water,,,Kuartango,%,Kuartango,98.5
2020,Proportion of households with a toilet,,,Kuartango,%,Kuartango,98.4
2022,Proportion of households with a toilet,,,Kuartango,%,Kuartango,98.5
2023,Proportion of households with running water,,,Kuartango,%,Kuartango,98.5
2018,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2018,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2019,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2021,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2014,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2015,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2023,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2019,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2022,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2014,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2013,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2015,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2020,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2023,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2010,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2022,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2021,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2013,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2016,Proportion of households with a toilet,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2010,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2020,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2016,Proportion of households with running water,,,Labastida/Bastida,%,Labastida/Bastida,100.0
2018,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2013,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2019,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2021,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2016,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2013,Proportion of households with a toilet,,,Lagrán,%,Lagrán,97.9
2023,Proportion of households with a toilet,,,Lagrán,%,Lagrán,99.0
2016,Proportion of households with a toilet,,,Lagrán,%,Lagrán,96.7
2019,Proportion of households with a toilet,,,Lagrán,%,Lagrán,97.8
2015,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2020,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2023,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2014,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2010,Proportion of households with a toilet,,,Lagrán,%,Lagrán,99.0
2022,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2020,Proportion of households with a toilet,,,Lagrán,%,Lagrán,97.8
2022,Proportion of households with a toilet,,,Lagrán,%,Lagrán,99.0
2021,Proportion of households with a toilet,,,Lagrán,%,Lagrán,97.8
2010,Proportion of households with running water,,,Lagrán,%,Lagrán,100.0
2018,Proportion of households with a toilet,,,Lagrán,%,Lagrán,97.7
2015,Proportion of households with a toilet,,,Lagrán,%,Lagrán,96.8
2014,Proportion of households with a toilet,,,Lagrán,%,Lagrán,97.9
2019,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2014,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2021,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2020,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2020,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2014,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2010,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.0
2021,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2010,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2015,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2022,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2013,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2023,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2019,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2018,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2016,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2015,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2023,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2013,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.4
2022,Proportion of households with running water,,,Laguardia,%,Laguardia,99.8
2018,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.2
2016,Proportion of households with a toilet,,,Laguardia,%,Laguardia,99.1
2021,Proportion of households with running water,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.0
2022,Proportion of households with running water,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.0
2016,Proportion of households with a toilet,,,Lanciego/Lantziego,%,Lanciego/Lantziego,97.6
2018,Proportion of households with a toilet,,,Lanciego/Lantziego,%,Lanciego/Lantziego,97.5
2023,Proportion of households with running water,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.0
2015,Proportion of households with running water,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2010,Proportion of households with running water,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2018,Proportion of households with running water,,,Lanciego/Lantziego,%,Lanciego/Lantziego,99.3
2014,Proportion of households with a toilet,,,Lanciego/Lantziego,%,Lanciego/Lantziego,97.3
