Year,Series,Province,County,Municipality,Units,GeoCode,Value
2020,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2016,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,98.8
2023,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2010,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.7
2019,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2021,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,99.9
2018,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,99.0
2013,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,98.9
2022,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,99.9
2020,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,99.9
2019,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,99.0
2018,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.8
2015,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2014,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,99.0
2016,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2014,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2015,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,98.9
2013,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2021,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2023,Proportion of households with a toilet,,,Balmaseda,%,Balmaseda,99.9
2022,Proportion of households with running water,,,Balmaseda,%,Balmaseda,99.9
2023,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2013,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2022,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2021,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2018,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2023,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2018,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2016,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2010,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2013,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2014,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2014,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2016,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2022,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2019,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2015,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2019,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2020,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2021,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2010,Proportion of households with running water,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2015,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2020,Proportion of households with a toilet,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2022,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,100.0
2021,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,100.0
2020,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,100.0
2019,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2023,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2018,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2016,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2021,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2015,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2013,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,99.8
2010,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2023,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,100.0
2016,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,99.8
2010,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,99.7
2014,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2018,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,99.9
2014,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,99.8
2022,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2020,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2015,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,99.8
2013,Proportion of households with running water,,,Barakaldo,%,Barakaldo,100.0
2019,Proportion of households with a toilet,,,Barakaldo,%,Barakaldo,99.9
2018,Proportion of households with a toilet,,,Barrika,%,Barrika,98.3
2020,Proportion of households with a toilet,,,Barrika,%,Barrika,100.0
2022,Proportion of households with a toilet,,,Barrika,%,Barrika,99.8
2016,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2013,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2020,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2019,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2018,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2014,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2010,Proportion of households with a toilet,,,Barrika,%,Barrika,98.6
2022,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2013,Proportion of households with a toilet,,,Barrika,%,Barrika,98.0
2016,Proportion of households with a toilet,,,Barrika,%,Barrika,98.0
2010,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2023,Proportion of households with a toilet,,,Barrika,%,Barrika,99.8
2021,Proportion of households with a toilet,,,Barrika,%,Barrika,100.0
2014,Proportion of households with a toilet,,,Barrika,%,Barrika,98.2
2023,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2015,Proportion of households with a toilet,,,Barrika,%,Barrika,98.2
2015,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2021,Proportion of households with running water,,,Barrika,%,Barrika,99.6
2019,Proportion of households with a toilet,,,Barrika,%,Barrika,97.8
2015,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.5
2019,Proportion of households with a toilet,,,Barrundia,%,Barrundia,98.0
2016,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.5
2018,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2022,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2010,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.2
2020,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.7
2023,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.8
2020,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2023,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2021,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.8
2015,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2021,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2014,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2013,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.5
2022,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.8
2010,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2016,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2019,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2018,Proportion of households with a toilet,,,Barrundia,%,Barrundia,98.0
2014,Proportion of households with a toilet,,,Barrundia,%,Barrundia,97.5
2013,Proportion of households with running water,,,Barrundia,%,Barrundia,100.0
2019,Proportion of households with a toilet,,,Basauri,%,Basauri,99.8
2016,Proportion of households with a toilet,,,Basauri,%,Basauri,99.8
2019,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2016,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2018,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2020,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2023,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2015,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2010,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2021,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2022,Proportion of households with a toilet,,,Basauri,%,Basauri,100.0
2020,Proportion of households with a toilet,,,Basauri,%,Basauri,100.0
2014,Proportion of households with a toilet,,,Basauri,%,Basauri,99.8
2014,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2013,Proportion of households with running water,,,Basauri,%,Basauri,99.7
2022,Proportion of households with running water,,,Basauri,%,Basauri,99.6
2021,Proportion of households with a toilet,,,Basauri,%,Basauri,100.0
2015,Proportion of households with a toilet,,,Basauri,%,Basauri,99.8
2010,Proportion of households with a toilet,,,Basauri,%,Basauri,99.8
2018,Proportion of households with a toilet,,,Basauri,%,Basauri,99.8
2023,Proportion of households with a toilet,,,Basauri,%,Basauri,100.0
2013,Proportion of households with a toilet,,,Basauri,%,Basauri,99.8
2015,Proportion of households with a toilet,,,Beasain,%,Beasain,99.2
2018,Proportion of households with a toilet,,,Beasain,%,Beasain,99.4
2016,Proportion of households with a toilet,,,Beasain,%,Beasain,99.3
2020,Proportion of households with a toilet,,,Beasain,%,Beasain,99.4
2013,Proportion of households with a toilet,,,Beasain,%,Beasain,99.2
2023,Proportion of households with a toilet,,,Beasain,%,Beasain,99.3
2021,Proportion of households with a toilet,,,Beasain,%,Beasain,99.4
2013,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2016,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2020,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2015,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2023,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2022,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2010,Proportion of households with a toilet,,,Beasain,%,Beasain,99.2
2022,Proportion of households with a toilet,,,Beasain,%,Beasain,99.5
2010,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2019,Proportion of households with a toilet,,,Beasain,%,Beasain,99.3
2019,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2014,Proportion of households with a toilet,,,Beasain,%,Beasain,99.3
2021,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2018,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2014,Proportion of households with running water,,,Beasain,%,Beasain,100.0
2015,Proportion of households with running water,,,Bedia,%,Bedia,99.5
2023,Proportion of households with a toilet,,,Bedia,%,Bedia,99.8
2019,Proportion of households with running water,,,Bedia,%,Bedia,99.8
2016,Proportion of households with running water,,,Bedia,%,Bedia,99.8
2022,Proportion of households with running water,,,Bedia,%,Bedia,99.8
2014,Proportion of households with a toilet,,,Bedia,%,Bedia,96.6
2013,Proportion of households with running water,,,Bedia,%,Bedia,99.5
2018,Proportion of households with running water,,,Bedia,%,Bedia,99.8
2013,Proportion of households with a toilet,,,Bedia,%,Bedia,96.5
2019,Proportion of households with a toilet,,,Bedia,%,Bedia,96.2
2014,Proportion of households with running water,,,Bedia,%,Bedia,99.5
2020,Proportion of households with a toilet,,,Bedia,%,Bedia,99.8
2021,Proportion of households with a toilet,,,Bedia,%,Bedia,99.8
2015,Proportion of households with a toilet,,,Bedia,%,Bedia,96.6
2020,Proportion of households with running water,,,Bedia,%,Bedia,99.8
2016,Proportion of households with a toilet,,,Bedia,%,Bedia,96.3
2010,Proportion of households with running water,,,Bedia,%,Bedia,99.2
2023,Proportion of households with running water,,,Bedia,%,Bedia,100.0
2018,Proportion of households with a toilet,,,Bedia,%,Bedia,96.1
2022,Proportion of households with a toilet,,,Bedia,%,Bedia,99.8
2010,Proportion of households with a toilet,,,Bedia,%,Bedia,96.1
2021,Proportion of households with running water,,,Bedia,%,Bedia,99.8
2016,Proportion of households with running water,,,Beizama,%,Beizama,91.8
2014,Proportion of households with a toilet,,,Beizama,%,Beizama,83.6
2015,Proportion of households with running water,,,Beizama,%,Beizama,93.2
2021,Proportion of households with running water,,,Beizama,%,Beizama,91.2
2013,Proportion of households with a toilet,,,Beizama,%,Beizama,83.1
2018,Proportion of households with a toilet,,,Beizama,%,Beizama,87.5
2022,Proportion of households with running water,,,Beizama,%,Beizama,91.2
2020,Proportion of households with running water,,,Beizama,%,Beizama,90.9
2010,Proportion of households with running water,,,Beizama,%,Beizama,94.9
2019,Proportion of households with running water,,,Beizama,%,Beizama,91.1
2014,Proportion of households with running water,,,Beizama,%,Beizama,93.4
2010,Proportion of households with a toilet,,,Beizama,%,Beizama,79.7
2013,Proportion of households with running water,,,Beizama,%,Beizama,94.9
2019,Proportion of households with a toilet,,,Beizama,%,Beizama,85.7
2023,Proportion of households with a toilet,,,Beizama,%,Beizama,89.3
2021,Proportion of households with a toilet,,,Beizama,%,Beizama,89.5
2020,Proportion of households with a toilet,,,Beizama,%,Beizama,87.3
2022,Proportion of households with a toilet,,,Beizama,%,Beizama,89.5
2018,Proportion of households with running water,,,Beizama,%,Beizama,91.1
2023,Proportion of households with running water,,,Beizama,%,Beizama,91.1
2016,Proportion of households with a toilet,,,Beizama,%,Beizama,83.6
2015,Proportion of households with a toilet,,,Beizama,%,Beizama,83.1
2023,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2016,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2013,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2015,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2013,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2020,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2019,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2021,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2014,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2014,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2020,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2022,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2019,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2015,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2023,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2010,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2016,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2018,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2021,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2022,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2010,Proportion of households with running water,,,Belauntza,%,Belauntza,100.0
2018,Proportion of households with a toilet,,,Belauntza,%,Belauntza,100.0
2019,Proportion of households with running water,,,Berango,%,Berango,99.8
2022,Proportion of households with a toilet,,,Berango,%,Berango,100.0
2023,Proportion of households with a toilet,,,Berango,%,Berango,100.0
2016,Proportion of households with a toilet,,,Berango,%,Berango,99.9
2013,Proportion of households with a toilet,,,Berango,%,Berango,99.9
2010,Proportion of households with running water,,,Berango,%,Berango,99.9
2022,Proportion of households with running water,,,Berango,%,Berango,99.8
2013,Proportion of households with running water,,,Berango,%,Berango,99.8
2020,Proportion of households with running water,,,Berango,%,Berango,99.8
2019,Proportion of households with a toilet,,,Berango,%,Berango,100.0
2015,Proportion of households with a toilet,,,Berango,%,Berango,99.9
2021,Proportion of households with a toilet,,,Berango,%,Berango,100.0
2015,Proportion of households with running water,,,Berango,%,Berango,99.8
2010,Proportion of households with a toilet,,,Berango,%,Berango,99.9
2016,Proportion of households with running water,,,Berango,%,Berango,99.8
2018,Proportion of households with running water,,,Berango,%,Berango,99.8
2014,Proportion of households with a toilet,,,Berango,%,Berango,99.9
2020,Proportion of households with a toilet,,,Berango,%,Berango,100.0
2018,Proportion of households with a toilet,,,Berango,%,Berango,99.9
2021,Proportion of households with running water,,,Berango,%,Berango,99.8
2014,Proportion of households with running water,,,Berango,%,Berango,99.8
2023,Proportion of households with running water,,,Berango,%,Berango,99.8
2016,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,98.9
2016,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2022,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,99.0
2019,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2021,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2018,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,99.4
2014,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2023,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2013,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,98.4
2018,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2020,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2023,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,99.0
2015,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,98.4
2020,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,98.9
2015,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2021,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,99.0
2010,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,97.3
2013,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2019,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,99.5
2010,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2014,Proportion of households with a toilet,,,Berantevilla,%,Berantevilla,97.9
2022,Proportion of households with running water,,,Berantevilla,%,Berantevilla,100.0
2018,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.3
2021,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.3
2023,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.3
2019,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.3
2013,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.5
2010,Proportion of households with running water,,,Berastegi,%,Berastegi,99.7
2023,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2019,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2021,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2016,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2014,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2013,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2018,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2020,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.3
2015,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.2
2016,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.2
2022,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.3
2014,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.5
2010,Proportion of households with a toilet,,,Berastegi,%,Berastegi,99.0
2015,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2020,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2022,Proportion of households with running water,,,Berastegi,%,Berastegi,100.0
2015,Proportion of households with a toilet,,,Bergara,%,Bergara,99.4
2010,Proportion of households with running water,,,Bergara,%,Bergara,99.9
2013,Proportion of households with a toilet,,,Bergara,%,Bergara,99.5
2022,Proportion of households with a toilet,,,Bergara,%,Bergara,99.6
2018,Proportion of households with a toilet,,,Bergara,%,Bergara,99.5
2010,Proportion of households with a toilet,,,Bergara,%,Bergara,99.5
2021,Proportion of households with running water,,,Bergara,%,Bergara,100.0
2023,Proportion of households with running water,,,Bergara,%,Bergara,100.0
2016,Proportion of households with running water,,,Bergara,%,Bergara,100.0
2020,Proportion of households with running water,,,Bergara,%,Bergara,99.9
2018,Proportion of households with running water,,,Bergara,%,Bergara,99.9
2019,Proportion of households with a toilet,,,Bergara,%,Bergara,99.5
2023,Proportion of households with a toilet,,,Bergara,%,Bergara,99.7
2013,Proportion of households with running water,,,Bergara,%,Bergara,100.0
2014,Proportion of households with running water,,,Bergara,%,Bergara,99.9
2016,Proportion of households with a toilet,,,Bergara,%,Bergara,99.5
2015,Proportion of households with running water,,,Bergara,%,Bergara,100.0
2021,Proportion of households with a toilet,,,Bergara,%,Bergara,99.6
2019,Proportion of households with running water,,,Bergara,%,Bergara,99.9
2022,Proportion of households with running water,,,Bergara,%,Bergara,100.0
2014,Proportion of households with a toilet,,,Bergara,%,Bergara,99.5
2020,Proportion of households with a toilet,,,Bergara,%,Bergara,99.6
2021,Proportion of households with a toilet,,,Bermeo,%,Bermeo,99.9
2023,Proportion of households with a toilet,,,Bermeo,%,Bermeo,99.9
2022,Proportion of households with a toilet,,,Bermeo,%,Bermeo,99.9
2015,Proportion of households with a toilet,,,Bermeo,%,Bermeo,98.9
2014,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2010,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2013,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2023,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2021,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2020,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2018,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2010,Proportion of households with a toilet,,,Bermeo,%,Bermeo,98.8
2016,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2020,Proportion of households with a toilet,,,Bermeo,%,Bermeo,99.9
2019,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2022,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2016,Proportion of households with a toilet,,,Bermeo,%,Bermeo,99.0
2019,Proportion of households with a toilet,,,Bermeo,%,Bermeo,98.9
2015,Proportion of households with running water,,,Bermeo,%,Bermeo,100.0
2018,Proportion of households with a toilet,,,Bermeo,%,Bermeo,98.9
2014,Proportion of households with a toilet,,,Bermeo,%,Bermeo,98.8
2013,Proportion of households with a toilet,,,Bermeo,%,Bermeo,98.8
2021,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2010,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2013,Proportion of households with a toilet,,,Bernedo,%,Bernedo,95.9
2016,Proportion of households with a toilet,,,Bernedo,%,Bernedo,96.5
2019,Proportion of households with a toilet,,,Bernedo,%,Bernedo,96.4
2023,Proportion of households with a toilet,,,Bernedo,%,Bernedo,97.0
2020,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2015,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2018,Proportion of households with a toilet,,,Bernedo,%,Bernedo,96.5
2022,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2023,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2022,Proportion of households with a toilet,,,Bernedo,%,Bernedo,96.7
2013,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2020,Proportion of households with a toilet,,,Bernedo,%,Bernedo,97.2
2014,Proportion of households with a toilet,,,Bernedo,%,Bernedo,95.9
2010,Proportion of households with a toilet,,,Bernedo,%,Bernedo,96.2
2016,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2021,Proportion of households with a toilet,,,Bernedo,%,Bernedo,97.0
2015,Proportion of households with a toilet,,,Bernedo,%,Bernedo,96.2
2018,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2019,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2014,Proportion of households with running water,,,Bernedo,%,Bernedo,100.0
2023,Proportion of households with a toilet,,,Berriatua,%,Berriatua,99.8
2016,Proportion of households with a toilet,,,Berriatua,%,Berriatua,98.8
2019,Proportion of households with a toilet,,,Berriatua,%,Berriatua,98.6
2020,Proportion of households with a toilet,,,Berriatua,%,Berriatua,99.8
2010,Proportion of households with a toilet,,,Berriatua,%,Berriatua,99.8
2019,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2018,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2010,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2020,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2022,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2014,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2013,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2021,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2016,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2013,Proportion of households with a toilet,,,Berriatua,%,Berriatua,99.1
2014,Proportion of households with a toilet,,,Berriatua,%,Berriatua,98.8
2015,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2018,Proportion of households with a toilet,,,Berriatua,%,Berriatua,98.6
2023,Proportion of households with running water,,,Berriatua,%,Berriatua,100.0
2022,Proportion of households with a toilet,,,Berriatua,%,Berriatua,99.8
2015,Proportion of households with a toilet,,,Berriatua,%,Berriatua,98.8
2021,Proportion of households with a toilet,,,Berriatua,%,Berriatua,99.8
2018,Proportion of households with a toilet,,,Berriz,%,Berriz,99.8
2019,Proportion of households with a toilet,,,Berriz,%,Berriz,99.8
2021,Proportion of households with a toilet,,,Berriz,%,Berriz,99.9
2016,Proportion of households with running water,,,Berriz,%,Berriz,100.0
2015,Proportion of households with running water,,,Berriz,%,Berriz,99.9
2010,Proportion of households with running water,,,Berriz,%,Berriz,99.9
2019,Proportion of households with running water,,,Berriz,%,Berriz,100.0
2023,Proportion of households with running water,,,Berriz,%,Berriz,100.0
2013,Proportion of households with running water,,,Berriz,%,Berriz,99.9
2021,Proportion of households with running water,,,Berriz,%,Berriz,100.0
2020,Proportion of households with running water,,,Berriz,%,Berriz,100.0
2022,Proportion of households with running water,,,Berriz,%,Berriz,100.0
2010,Proportion of households with a toilet,,,Berriz,%,Berriz,99.7
2015,Proportion of households with a toilet,,,Berriz,%,Berriz,99.7
2013,Proportion of households with a toilet,,,Berriz,%,Berriz,99.7
2022,Proportion of households with a toilet,,,Berriz,%,Berriz,99.9
2014,Proportion of households with a toilet,,,Berriz,%,Berriz,99.7
2020,Proportion of households with a toilet,,,Berriz,%,Berriz,99.9
2016,Proportion of households with a toilet,,,Berriz,%,Berriz,99.6
2018,Proportion of households with running water,,,Berriz,%,Berriz,100.0
2014,Proportion of households with running water,,,Berriz,%,Berriz,99.9
2023,Proportion of households with a toilet,,,Berriz,%,Berriz,99.9
2013,Proportion of households with a toilet,,,Berrobi,%,Berrobi,98.7
2022,Proportion of households with a toilet,,,Berrobi,%,Berrobi,99.6
2015,Proportion of households with a toilet,,,Berrobi,%,Berrobi,99.6
2018,Proportion of households with a toilet,,,Berrobi,%,Berrobi,99.6
2010,Proportion of households with a toilet,,,Berrobi,%,Berrobi,99.5
2020,Proportion of households with a toilet,,,Berrobi,%,Berrobi,100.0
2014,Proportion of households with a toilet,,,Berrobi,%,Berrobi,99.6
2021,Proportion of households with running water,,,Berrobi,%,Berrobi,100.0
2023,Proportion of households with running water,,,Berrobi,%,Berrobi,100.0
2018,Proportion of households with running water,,,Berrobi,%,Berrobi,100.0
2014,Proportion of households with running water,,,Berrobi,%,Berrobi,100.0
2010,Proportion of households with running water,,,Berrobi,%,Berrobi,100.0
