Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2021,AG_LND_FRST,,,ES01004,PT,ES01004,56.9
2019,AG_LND_FRST,,,ES01004,PT,ES01004,58.1
2016,AG_LND_FRST,,,ES01004,PT,ES01004,57.3
2018,AG_LND_FRST,,,ES01004,PT,ES01004,58.5
2020,AG_LND_FRST,,,ES01004,PT,ES01004,56.9
2010,AG_LND_FRST,,,ES01004,PT,ES01004,57.3
2021,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2022,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2016,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2010,AG_LND_FRST,,,ES01009,PT,ES01009,53.4
2018,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2020,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2019,AG_LND_FRST,,,ES01009,PT,ES01009,52.4
2019,AG_LND_FRST,,,ES20014,PT,ES20014,43.8
2021,AG_LND_FRST,,,ES20014,PT,ES20014,43.9
2016,AG_LND_FRST,,,ES20014,PT,ES20014,44.9
2020,AG_LND_FRST,,,ES20014,PT,ES20014,43.8
2018,AG_LND_FRST,,,ES20014,PT,ES20014,43.7
2010,AG_LND_FRST,,,ES20014,PT,ES20014,44.2
2022,AG_LND_FRST,,,ES20014,PT,ES20014,43.9
2021,AG_LND_FRST,,,ES20903,PT,ES20903,42.1
2018,AG_LND_FRST,,,ES20903,PT,ES20903,41.8
2020,AG_LND_FRST,,,ES20903,PT,ES20903,42.1
2019,AG_LND_FRST,,,ES20903,PT,ES20903,42.3
2016,AG_LND_FRST,,,ES20903,PT,ES20903,42.4
2010,AG_LND_FRST,,,ES20903,PT,ES20903,42.7
2022,AG_LND_FRST,,,ES20903,PT,ES20903,42.0
2019,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2018,AG_LND_FRST,,,ES20015,PT,ES20015,82.3
2010,AG_LND_FRST,,,ES20015,PT,ES20015,82.0
2021,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2020,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2016,AG_LND_FRST,,,ES20015,PT,ES20015,82.5
2022,AG_LND_FRST,,,ES20015,PT,ES20015,82.6
2019,AG_LND_FRST,,,ES48091,PT,ES48091,62.4
2020,AG_LND_FRST,,,ES48091,PT,ES48091,62.7
2018,AG_LND_FRST,,,ES48091,PT,ES48091,62.3
2016,AG_LND_FRST,,,ES48091,PT,ES48091,63.2
2021,AG_LND_FRST,,,ES48091,PT,ES48091,62.7
2010,AG_LND_FRST,,,ES48091,PT,ES48091,66.0
2022,AG_LND_FRST,,,ES48091,PT,ES48091,62.7
2020,AG_LND_FRST,,,ES48070,PT,ES48070,78.7
2021,AG_LND_FRST,,,ES48070,PT,ES48070,79.1
2018,AG_LND_FRST,,,ES48070,PT,ES48070,78.2
2019,AG_LND_FRST,,,ES48070,PT,ES48070,78.5
2022,AG_LND_FRST,,,ES48070,PT,ES48070,79.1
2016,AG_LND_FRST,,,ES48070,PT,ES48070,79.2
2010,AG_LND_FRST,,,ES48070,PT,ES48070,80.5
2018,AG_LND_FRST,,,ES01010,PT,ES01010,53.7
2020,AG_LND_FRST,,,ES01010,PT,ES01010,53.5
2019,AG_LND_FRST,,,ES01010,PT,ES01010,53.5
2010,AG_LND_FRST,,,ES01010,PT,ES01010,52.9
2021,AG_LND_FRST,,,ES01010,PT,ES01010,53.5
2022,AG_LND_FRST,,,ES01010,PT,ES01010,53.9
2016,AG_LND_FRST,,,ES01010,PT,ES01010,53.7
2010,AG_LND_FRST,,,ES20017,PT,ES20017,66.7
2019,AG_LND_FRST,,,ES20017,PT,ES20017,66.5
2016,AG_LND_FRST,,,ES20017,PT,ES20017,68.8
2018,AG_LND_FRST,,,ES20017,PT,ES20017,66.4
2020,AG_LND_FRST,,,ES20017,PT,ES20017,66.6
2021,AG_LND_FRST,,,ES20017,PT,ES20017,66.6
2022,AG_LND_FRST,,,ES20017,PT,ES20017,66.7
2020,AG_LND_FRST,,,ES20018,PT,ES20018,62.5
2021,AG_LND_FRST,,,ES20018,PT,ES20018,62.7
2010,AG_LND_FRST,,,ES20018,PT,ES20018,64.4
2016,AG_LND_FRST,,,ES20018,PT,ES20018,64.0
2018,AG_LND_FRST,,,ES20018,PT,ES20018,62.0
2022,AG_LND_FRST,,,ES20018,PT,ES20018,62.7
2019,AG_LND_FRST,,,ES20018,PT,ES20018,62.3
2016,AG_LND_FRST,,,ES48012,PT,ES48012,67.0
2021,AG_LND_FRST,,,ES48012,PT,ES48012,67.0
2022,AG_LND_FRST,,,ES48012,PT,ES48012,67.0
2018,AG_LND_FRST,,,ES48012,PT,ES48012,66.9
2020,AG_LND_FRST,,,ES48012,PT,ES48012,67.0
2019,AG_LND_FRST,,,ES48012,PT,ES48012,66.9
2010,AG_LND_FRST,,,ES48012,PT,ES48012,64.3
2022,AG_LND_FRST,,,ES20904,PT,ES20904,52.6
2016,AG_LND_FRST,,,ES20904,PT,ES20904,54.9
2021,AG_LND_FRST,,,ES20904,PT,ES20904,52.4
2010,AG_LND_FRST,,,ES20904,PT,ES20904,58.5
2020,AG_LND_FRST,,,ES20904,PT,ES20904,51.6
2019,AG_LND_FRST,,,ES20904,PT,ES20904,51.6
2018,AG_LND_FRST,,,ES20904,PT,ES20904,51.6
2016,AG_LND_FRST,,,ES48090,PT,ES48090,80.2
2010,AG_LND_FRST,,,ES48090,PT,ES48090,80.8
2018,AG_LND_FRST,,,ES48090,PT,ES48090,78.5
2019,AG_LND_FRST,,,ES48090,PT,ES48090,78.4
2021,AG_LND_FRST,,,ES48090,PT,ES48090,79.0
2022,AG_LND_FRST,,,ES48090,PT,ES48090,79.1
2020,AG_LND_FRST,,,ES48090,PT,ES48090,78.9
2016,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2021,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2018,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2020,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2022,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2019,AG_LND_FRST,,,ES01011,PT,ES01011,9.5
2010,AG_LND_FRST,,,ES01011,PT,ES01011,8.3
2022,AG_LND_FRST,,,ES48013,PT,ES48013,35.2
2016,AG_LND_FRST,,,ES48013,PT,ES48013,33.5
2018,AG_LND_FRST,,,ES48013,PT,ES48013,33.5
2019,AG_LND_FRST,,,ES48013,PT,ES48013,35.4
2010,AG_LND_FRST,,,ES48013,PT,ES48013,34.6
2020,AG_LND_FRST,,,ES48013,PT,ES48013,35.2
2021,AG_LND_FRST,,,ES48013,PT,ES48013,35.2
2016,AG_LND_FRST,,,ES48014,PT,ES48014,26.2
2018,AG_LND_FRST,,,ES48014,PT,ES48014,26.2
2022,AG_LND_FRST,,,ES48014,PT,ES48014,31.4
2020,AG_LND_FRST,,,ES48014,PT,ES48014,30.9
2021,AG_LND_FRST,,,ES48014,PT,ES48014,31.4
2019,AG_LND_FRST,,,ES48014,PT,ES48014,28.1
2010,AG_LND_FRST,,,ES48014,PT,ES48014,25.1
2016,AG_LND_FRST,,,ES01013,PT,ES01013,41.8
2022,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2010,AG_LND_FRST,,,ES01013,PT,ES01013,41.7
2019,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2020,AG_LND_FRST,,,ES01013,PT,ES01013,42.6
2018,AG_LND_FRST,,,ES01013,PT,ES01013,41.8
