Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,Superficie forestal en proporción a la superficie total,,,Berastegi,Porcentaje,Berastegi,74.9
2021,Superficie forestal en proporción a la superficie total,,,Berastegi,Porcentaje,Berastegi,74.8
2018,Superficie forestal en proporción a la superficie total,,,Berastegi,Porcentaje,Berastegi,74.9
2016,Superficie forestal en proporción a la superficie total,,,Berastegi,Porcentaje,Berastegi,75.4
2022,Superficie forestal en proporción a la superficie total,,,Berastegi,Porcentaje,Berastegi,74.8
2020,Superficie forestal en proporción a la superficie total,,,Berastegi,Porcentaje,Berastegi,74.8
2010,Superficie forestal en proporción a la superficie total,,,Berastegi,Porcentaje,Berastegi,75.2
2016,Superficie forestal en proporción a la superficie total,,,Bergara,Porcentaje,Bergara,70.0
2021,Superficie forestal en proporción a la superficie total,,,Bergara,Porcentaje,Bergara,67.1
2022,Superficie forestal en proporción a la superficie total,,,Bergara,Porcentaje,Bergara,67.1
2019,Superficie forestal en proporción a la superficie total,,,Bergara,Porcentaje,Bergara,67.0
2020,Superficie forestal en proporción a la superficie total,,,Bergara,Porcentaje,Bergara,67.1
2018,Superficie forestal en proporción a la superficie total,,,Bergara,Porcentaje,Bergara,67.0
2010,Superficie forestal en proporción a la superficie total,,,Bergara,Porcentaje,Bergara,70.2
2016,Superficie forestal en proporción a la superficie total,,,Bermeo,Porcentaje,Bermeo,62.4
2021,Superficie forestal en proporción a la superficie total,,,Bermeo,Porcentaje,Bermeo,61.7
2020,Superficie forestal en proporción a la superficie total,,,Bermeo,Porcentaje,Bermeo,61.5
2019,Superficie forestal en proporción a la superficie total,,,Bermeo,Porcentaje,Bermeo,61.2
2018,Superficie forestal en proporción a la superficie total,,,Bermeo,Porcentaje,Bermeo,61.0
2022,Superficie forestal en proporción a la superficie total,,,Bermeo,Porcentaje,Bermeo,61.7
2010,Superficie forestal en proporción a la superficie total,,,Bermeo,Porcentaje,Bermeo,60.1
2021,Superficie forestal en proporción a la superficie total,,,Bernedo,Porcentaje,Bernedo,58.9
2020,Superficie forestal en proporción a la superficie total,,,Bernedo,Porcentaje,Bernedo,58.9
2018,Superficie forestal en proporción a la superficie total,,,Bernedo,Porcentaje,Bernedo,58.2
2010,Superficie forestal en proporción a la superficie total,,,Bernedo,Porcentaje,Bernedo,58.0
2019,Superficie forestal en proporción a la superficie total,,,Bernedo,Porcentaje,Bernedo,58.9
2022,Superficie forestal en proporción a la superficie total,,,Bernedo,Porcentaje,Bernedo,58.9
2016,Superficie forestal en proporción a la superficie total,,,Bernedo,Porcentaje,Bernedo,58.2
2019,Superficie forestal en proporción a la superficie total,,,Berriatua,Porcentaje,Berriatua,71.7
2018,Superficie forestal en proporción a la superficie total,,,Berriatua,Porcentaje,Berriatua,71.6
2016,Superficie forestal en proporción a la superficie total,,,Berriatua,Porcentaje,Berriatua,72.6
2021,Superficie forestal en proporción a la superficie total,,,Berriatua,Porcentaje,Berriatua,72.5
2022,Superficie forestal en proporción a la superficie total,,,Berriatua,Porcentaje,Berriatua,72.5
2020,Superficie forestal en proporción a la superficie total,,,Berriatua,Porcentaje,Berriatua,72.0
2010,Superficie forestal en proporción a la superficie total,,,Berriatua,Porcentaje,Berriatua,76.4
2021,Superficie forestal en proporción a la superficie total,,,Berriz,Porcentaje,Berriz,59.0
2020,Superficie forestal en proporción a la superficie total,,,Berriz,Porcentaje,Berriz,58.6
2018,Superficie forestal en proporción a la superficie total,,,Berriz,Porcentaje,Berriz,58.3
2010,Superficie forestal en proporción a la superficie total,,,Berriz,Porcentaje,Berriz,61.9
2019,Superficie forestal en proporción a la superficie total,,,Berriz,Porcentaje,Berriz,58.6
2022,Superficie forestal en proporción a la superficie total,,,Berriz,Porcentaje,Berriz,59.1
2016,Superficie forestal en proporción a la superficie total,,,Berriz,Porcentaje,Berriz,62.4
2021,Superficie forestal en proporción a la superficie total,,,Berrobi,Porcentaje,Berrobi,48.1
2022,Superficie forestal en proporción a la superficie total,,,Berrobi,Porcentaje,Berrobi,48.3
2010,Superficie forestal en proporción a la superficie total,,,Berrobi,Porcentaje,Berrobi,52.6
2019,Superficie forestal en proporción a la superficie total,,,Berrobi,Porcentaje,Berrobi,47.3
2020,Superficie forestal en proporción a la superficie total,,,Berrobi,Porcentaje,Berrobi,47.3
2016,Superficie forestal en proporción a la superficie total,,,Berrobi,Porcentaje,Berrobi,53.9
2018,Superficie forestal en proporción a la superficie total,,,Berrobi,Porcentaje,Berrobi,47.4
2016,Superficie forestal en proporción a la superficie total,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,59.4
2020,Superficie forestal en proporción a la superficie total,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,58.2
2022,Superficie forestal en proporción a la superficie total,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,58.2
2018,Superficie forestal en proporción a la superficie total,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,58.5
2010,Superficie forestal en proporción a la superficie total,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,58.6
2021,Superficie forestal en proporción a la superficie total,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,58.2
2019,Superficie forestal en proporción a la superficie total,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,58.2
2022,Superficie forestal en proporción a la superficie total,,,Bilbao,Porcentaje,Bilbao,20.4
2016,Superficie forestal en proporción a la superficie total,,,Bilbao,Porcentaje,Bilbao,19.7
2021,Superficie forestal en proporción a la superficie total,,,Bilbao,Porcentaje,Bilbao,20.4
2018,Superficie forestal en proporción a la superficie total,,,Bilbao,Porcentaje,Bilbao,19.7
2010,Superficie forestal en proporción a la superficie total,,,Bilbao,Porcentaje,Bilbao,19.4
2020,Superficie forestal en proporción a la superficie total,,,Bilbao,Porcentaje,Bilbao,20.3
2019,Superficie forestal en proporción a la superficie total,,,Bilbao,Porcentaje,Bilbao,20.1
2018,Superficie forestal en proporción a la superficie total,,,Busturia,Porcentaje,Busturia,70.1
2019,Superficie forestal en proporción a la superficie total,,,Busturia,Porcentaje,Busturia,69.5
2010,Superficie forestal en proporción a la superficie total,,,Busturia,Porcentaje,Busturia,69.8
2022,Superficie forestal en proporción a la superficie total,,,Busturia,Porcentaje,Busturia,69.9
2020,Superficie forestal en proporción a la superficie total,,,Busturia,Porcentaje,Busturia,69.6
2016,Superficie forestal en proporción a la superficie total,,,Busturia,Porcentaje,Busturia,71.3
2021,Superficie forestal en proporción a la superficie total,,,Busturia,Porcentaje,Busturia,69.6
2022,Superficie forestal en proporción a la superficie total,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,62.8
2010,Superficie forestal en proporción a la superficie total,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,62.9
2016,Superficie forestal en proporción a la superficie total,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,62.8
2018,Superficie forestal en proporción a la superficie total,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,62.8
2019,Superficie forestal en proporción a la superficie total,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,62.8
2021,Superficie forestal en proporción a la superficie total,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,62.8
2020,Superficie forestal en proporción a la superficie total,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,62.8
2019,Superficie forestal en proporción a la superficie total,,,Deba,Porcentaje,Deba,51.7
2018,Superficie forestal en proporción a la superficie total,,,Deba,Porcentaje,Deba,50.9
2016,Superficie forestal en proporción a la superficie total,,,Deba,Porcentaje,Deba,52.3
2021,Superficie forestal en proporción a la superficie total,,,Deba,Porcentaje,Deba,52.3
2010,Superficie forestal en proporción a la superficie total,,,Deba,Porcentaje,Deba,52.4
2022,Superficie forestal en proporción a la superficie total,,,Deba,Porcentaje,Deba,52.4
2020,Superficie forestal en proporción a la superficie total,,,Deba,Porcentaje,Deba,52.0
2016,Superficie forestal en proporción a la superficie total,,,Derio,Porcentaje,Derio,32.5
2021,Superficie forestal en proporción a la superficie total,,,Derio,Porcentaje,Derio,33.3
2019,Superficie forestal en proporción a la superficie total,,,Derio,Porcentaje,Derio,32.4
2018,Superficie forestal en proporción a la superficie total,,,Derio,Porcentaje,Derio,32.5
2020,Superficie forestal en proporción a la superficie total,,,Derio,Porcentaje,Derio,33.3
2022,Superficie forestal en proporción a la superficie total,,,Derio,Porcentaje,Derio,33.2
2010,Superficie forestal en proporción a la superficie total,,,Derio,Porcentaje,Derio,39.4
2016,Superficie forestal en proporción a la superficie total,,,Dima,Porcentaje,Dima,68.9
2020,Superficie forestal en proporción a la superficie total,,,Dima,Porcentaje,Dima,67.7
2019,Superficie forestal en proporción a la superficie total,,,Dima,Porcentaje,Dima,67.4
2010,Superficie forestal en proporción a la superficie total,,,Dima,Porcentaje,Dima,69.1
2018,Superficie forestal en proporción a la superficie total,,,Dima,Porcentaje,Dima,67.0
2022,Superficie forestal en proporción a la superficie total,,,Dima,Porcentaje,Dima,68.1
2021,Superficie forestal en proporción a la superficie total,,,Dima,Porcentaje,Dima,68.0
2016,Superficie forestal en proporción a la superficie total,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,31.9
2021,Superficie forestal en proporción a la superficie total,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,32.2
2019,Superficie forestal en proporción a la superficie total,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,32.2
2022,Superficie forestal en proporción a la superficie total,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,32.2
2018,Superficie forestal en proporción a la superficie total,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,31.7
2020,Superficie forestal en proporción a la superficie total,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,32.2
2010,Superficie forestal en proporción a la superficie total,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,31.5
2021,Superficie forestal en proporción a la superficie total,,,Durango,Porcentaje,Durango,56.5
2022,Superficie forestal en proporción a la superficie total,,,Durango,Porcentaje,Durango,56.5
2018,Superficie forestal en proporción a la superficie total,,,Durango,Porcentaje,Durango,55.5
2020,Superficie forestal en proporción a la superficie total,,,Durango,Porcentaje,Durango,56.5
2016,Superficie forestal en proporción a la superficie total,,,Durango,Porcentaje,Durango,56.2
2010,Superficie forestal en proporción a la superficie total,,,Durango,Porcentaje,Durango,57.2
2019,Superficie forestal en proporción a la superficie total,,,Durango,Porcentaje,Durango,55.6
2010,Superficie forestal en proporción a la superficie total,,,Ea,Porcentaje,Ea,69.6
2018,Superficie forestal en proporción a la superficie total,,,Ea,Porcentaje,Ea,69.3
2022,Superficie forestal en proporción a la superficie total,,,Ea,Porcentaje,Ea,70.5
2019,Superficie forestal en proporción a la superficie total,,,Ea,Porcentaje,Ea,70.3
2016,Superficie forestal en proporción a la superficie total,,,Ea,Porcentaje,Ea,71.1
2021,Superficie forestal en proporción a la superficie total,,,Ea,Porcentaje,Ea,70.5
2020,Superficie forestal en proporción a la superficie total,,,Ea,Porcentaje,Ea,70.4
2010,Superficie forestal en proporción a la superficie total,,,Eibar,Porcentaje,Eibar,72.9
2020,Superficie forestal en proporción a la superficie total,,,Eibar,Porcentaje,Eibar,65.5
2022,Superficie forestal en proporción a la superficie total,,,Eibar,Porcentaje,Eibar,65.9
2018,Superficie forestal en proporción a la superficie total,,,Eibar,Porcentaje,Eibar,65.2
2021,Superficie forestal en proporción a la superficie total,,,Eibar,Porcentaje,Eibar,65.8
2019,Superficie forestal en proporción a la superficie total,,,Eibar,Porcentaje,Eibar,65.5
2016,Superficie forestal en proporción a la superficie total,,,Eibar,Porcentaje,Eibar,66.6
2022,Superficie forestal en proporción a la superficie total,,,Elantxobe,Porcentaje,Elantxobe,74.7
2018,Superficie forestal en proporción a la superficie total,,,Elantxobe,Porcentaje,Elantxobe,74.9
2021,Superficie forestal en proporción a la superficie total,,,Elantxobe,Porcentaje,Elantxobe,74.5
2020,Superficie forestal en proporción a la superficie total,,,Elantxobe,Porcentaje,Elantxobe,74.5
2010,Superficie forestal en proporción a la superficie total,,,Elantxobe,Porcentaje,Elantxobe,80.5
2019,Superficie forestal en proporción a la superficie total,,,Elantxobe,Porcentaje,Elantxobe,74.5
2016,Superficie forestal en proporción a la superficie total,,,Elantxobe,Porcentaje,Elantxobe,74.9
2021,Superficie forestal en proporción a la superficie total,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,22.4
2016,Superficie forestal en proporción a la superficie total,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,22.5
2019,Superficie forestal en proporción a la superficie total,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,22.4
2020,Superficie forestal en proporción a la superficie total,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,22.4
2022,Superficie forestal en proporción a la superficie total,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,22.5
2018,Superficie forestal en proporción a la superficie total,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,22.5
2010,Superficie forestal en proporción a la superficie total,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,22.2
2019,Superficie forestal en proporción a la superficie total,,,Elciego,Porcentaje,Elciego,9.1
2010,Superficie forestal en proporción a la superficie total,,,Elciego,Porcentaje,Elciego,6.9
2018,Superficie forestal en proporción a la superficie total,,,Elciego,Porcentaje,Elciego,9.1
2021,Superficie forestal en proporción a la superficie total,,,Elciego,Porcentaje,Elciego,9.1
2020,Superficie forestal en proporción a la superficie total,,,Elciego,Porcentaje,Elciego,9.1
2016,Superficie forestal en proporción a la superficie total,,,Elciego,Porcentaje,Elciego,9.1
2022,Superficie forestal en proporción a la superficie total,,,Elciego,Porcentaje,Elciego,9.0
2022,Superficie forestal en proporción a la superficie total,,,Elduain,Porcentaje,Elduain,89.8
2019,Superficie forestal en proporción a la superficie total,,,Elduain,Porcentaje,Elduain,90.0
2020,Superficie forestal en proporción a la superficie total,,,Elduain,Porcentaje,Elduain,90.0
2016,Superficie forestal en proporción a la superficie total,,,Elduain,Porcentaje,Elduain,90.4
2021,Superficie forestal en proporción a la superficie total,,,Elduain,Porcentaje,Elduain,90.0
2018,Superficie forestal en proporción a la superficie total,,,Elduain,Porcentaje,Elduain,88.9
2010,Superficie forestal en proporción a la superficie total,,,Elduain,Porcentaje,Elduain,90.6
2020,Superficie forestal en proporción a la superficie total,,,Elgeta,Porcentaje,Elgeta,79.3
2016,Superficie forestal en proporción a la superficie total,,,Elgeta,Porcentaje,Elgeta,82.2
2022,Superficie forestal en proporción a la superficie total,,,Elgeta,Porcentaje,Elgeta,79.6
2021,Superficie forestal en proporción a la superficie total,,,Elgeta,Porcentaje,Elgeta,79.6
2019,Superficie forestal en proporción a la superficie total,,,Elgeta,Porcentaje,Elgeta,79.2
2018,Superficie forestal en proporción a la superficie total,,,Elgeta,Porcentaje,Elgeta,78.9
2010,Superficie forestal en proporción a la superficie total,,,Elgeta,Porcentaje,Elgeta,83.3
2016,Superficie forestal en proporción a la superficie total,,,Elgoibar,Porcentaje,Elgoibar,69.1
2021,Superficie forestal en proporción a la superficie total,,,Elgoibar,Porcentaje,Elgoibar,67.5
2010,Superficie forestal en proporción a la superficie total,,,Elgoibar,Porcentaje,Elgoibar,68.8
2020,Superficie forestal en proporción a la superficie total,,,Elgoibar,Porcentaje,Elgoibar,67.1
2018,Superficie forestal en proporción a la superficie total,,,Elgoibar,Porcentaje,Elgoibar,66.6
2022,Superficie forestal en proporción a la superficie total,,,Elgoibar,Porcentaje,Elgoibar,67.7
2019,Superficie forestal en proporción a la superficie total,,,Elgoibar,Porcentaje,Elgoibar,66.6
2010,Superficie forestal en proporción a la superficie total,,,Elorrio,Porcentaje,Elorrio,69.4
2020,Superficie forestal en proporción a la superficie total,,,Elorrio,Porcentaje,Elorrio,67.3
2019,Superficie forestal en proporción a la superficie total,,,Elorrio,Porcentaje,Elorrio,66.1
2018,Superficie forestal en proporción a la superficie total,,,Elorrio,Porcentaje,Elorrio,66.2
2022,Superficie forestal en proporción a la superficie total,,,Elorrio,Porcentaje,Elorrio,67.5
2021,Superficie forestal en proporción a la superficie total,,,Elorrio,Porcentaje,Elorrio,67.5
2016,Superficie forestal en proporción a la superficie total,,,Elorrio,Porcentaje,Elorrio,68.9
2022,Superficie forestal en proporción a la superficie total,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,3.3
2019,Superficie forestal en proporción a la superficie total,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,3.3
2010,Superficie forestal en proporción a la superficie total,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,3.8
2018,Superficie forestal en proporción a la superficie total,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,3.3
2016,Superficie forestal en proporción a la superficie total,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,3.3
2021,Superficie forestal en proporción a la superficie total,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,3.3
2020,Superficie forestal en proporción a la superficie total,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,3.3
2018,Superficie forestal en proporción a la superficie total,,,Erandio,Porcentaje,Erandio,23.7
2010,Superficie forestal en proporción a la superficie total,,,Erandio,Porcentaje,Erandio,22.9
2016,Superficie forestal en proporción a la superficie total,,,Erandio,Porcentaje,Erandio,23.8
2021,Superficie forestal en proporción a la superficie total,,,Erandio,Porcentaje,Erandio,24.0
2022,Superficie forestal en proporción a la superficie total,,,Erandio,Porcentaje,Erandio,24.0
2020,Superficie forestal en proporción a la superficie total,,,Erandio,Porcentaje,Erandio,24.0
2019,Superficie forestal en proporción a la superficie total,,,Erandio,Porcentaje,Erandio,23.7
2010,Superficie forestal en proporción a la superficie total,,,Ereño,Porcentaje,Ereño,81.2
2016,Superficie forestal en proporción a la superficie total,,,Ereño,Porcentaje,Ereño,82.8
2021,Superficie forestal en proporción a la superficie total,,,Ereño,Porcentaje,Ereño,82.6
2020,Superficie forestal en proporción a la superficie total,,,Ereño,Porcentaje,Ereño,82.5
2019,Superficie forestal en proporción a la superficie total,,,Ereño,Porcentaje,Ereño,82.3
2018,Superficie forestal en proporción a la superficie total,,,Ereño,Porcentaje,Ereño,81.8
2022,Superficie forestal en proporción a la superficie total,,,Ereño,Porcentaje,Ereño,82.6
2010,Superficie forestal en proporción a la superficie total,,,Ermua,Porcentaje,Ermua,72.4
2022,Superficie forestal en proporción a la superficie total,,,Ermua,Porcentaje,Ermua,54.9
2016,Superficie forestal en proporción a la superficie total,,,Ermua,Porcentaje,Ermua,58.2
2018,Superficie forestal en proporción a la superficie total,,,Ermua,Porcentaje,Ermua,54.7
2021,Superficie forestal en proporción a la superficie total,,,Ermua,Porcentaje,Ermua,54.8
2020,Superficie forestal en proporción a la superficie total,,,Ermua,Porcentaje,Ermua,53.8
2019,Superficie forestal en proporción a la superficie total,,,Ermua,Porcentaje,Ermua,54.7
2021,Superficie forestal en proporción a la superficie total,,,Errenteria,Porcentaje,Errenteria,66.7
2016,Superficie forestal en proporción a la superficie total,,,Errenteria,Porcentaje,Errenteria,68.0
2020,Superficie forestal en proporción a la superficie total,,,Errenteria,Porcentaje,Errenteria,66.5
2010,Superficie forestal en proporción a la superficie total,,,Errenteria,Porcentaje,Errenteria,67.9
2022,Superficie forestal en proporción a la superficie total,,,Errenteria,Porcentaje,Errenteria,66.7
2019,Superficie forestal en proporción a la superficie total,,,Errenteria,Porcentaje,Errenteria,66.5
2018,Superficie forestal en proporción a la superficie total,,,Errenteria,Porcentaje,Errenteria,66.1
2022,Superficie forestal en proporción a la superficie total,,,Errezil,Porcentaje,Errezil,59.2
2019,Superficie forestal en proporción a la superficie total,,,Errezil,Porcentaje,Errezil,58.4
2021,Superficie forestal en proporción a la superficie total,,,Errezil,Porcentaje,Errezil,59.0
2010,Superficie forestal en proporción a la superficie total,,,Errezil,Porcentaje,Errezil,60.5
2016,Superficie forestal en proporción a la superficie total,,,Errezil,Porcentaje,Errezil,59.8
2020,Superficie forestal en proporción a la superficie total,,,Errezil,Porcentaje,Errezil,59.1
2018,Superficie forestal en proporción a la superficie total,,,Errezil,Porcentaje,Errezil,58.1
2016,Superficie forestal en proporción a la superficie total,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,49.9
2022,Superficie forestal en proporción a la superficie total,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,49.8
2020,Superficie forestal en proporción a la superficie total,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,49.8
2018,Superficie forestal en proporción a la superficie total,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,49.9
2019,Superficie forestal en proporción a la superficie total,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,49.9
2010,Superficie forestal en proporción a la superficie total,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,49.5
2021,Superficie forestal en proporción a la superficie total,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,49.8
2022,Superficie forestal en proporción a la superficie total,,,Errigoiti,Porcentaje,Errigoiti,69.2
2020,Superficie forestal en proporción a la superficie total,,,Errigoiti,Porcentaje,Errigoiti,69.7
2016,Superficie forestal en proporción a la superficie total,,,Errigoiti,Porcentaje,Errigoiti,71.6
2019,Superficie forestal en proporción a la superficie total,,,Errigoiti,Porcentaje,Errigoiti,69.2
2018,Superficie forestal en proporción a la superficie total,,,Errigoiti,Porcentaje,Errigoiti,68.6
2021,Superficie forestal en proporción a la superficie total,,,Errigoiti,Porcentaje,Errigoiti,69.3
2010,Superficie forestal en proporción a la superficie total,,,Errigoiti,Porcentaje,Errigoiti,70.7
2018,Superficie forestal en proporción a la superficie total,,,Eskoriatza,Porcentaje,Eskoriatza,61.7
2020,Superficie forestal en proporción a la superficie total,,,Eskoriatza,Porcentaje,Eskoriatza,61.9
2016,Superficie forestal en proporción a la superficie total,,,Eskoriatza,Porcentaje,Eskoriatza,62.9
2019,Superficie forestal en proporción a la superficie total,,,Eskoriatza,Porcentaje,Eskoriatza,61.8
2022,Superficie forestal en proporción a la superficie total,,,Eskoriatza,Porcentaje,Eskoriatza,62.1
2021,Superficie forestal en proporción a la superficie total,,,Eskoriatza,Porcentaje,Eskoriatza,62.0
2010,Superficie forestal en proporción a la superficie total,,,Eskoriatza,Porcentaje,Eskoriatza,63.3
2020,Superficie forestal en proporción a la superficie total,,,Etxebarri,Porcentaje,Etxebarri,38.9
2018,Superficie forestal en proporción a la superficie total,,,Etxebarri,Porcentaje,Etxebarri,38.9
2022,Superficie forestal en proporción a la superficie total,,,Etxebarri,Porcentaje,Etxebarri,40.8
2010,Superficie forestal en proporción a la superficie total,,,Etxebarri,Porcentaje,Etxebarri,40.0
2019,Superficie forestal en proporción a la superficie total,,,Etxebarri,Porcentaje,Etxebarri,38.9
2016,Superficie forestal en proporción a la superficie total,,,Etxebarri,Porcentaje,Etxebarri,38.9
2021,Superficie forestal en proporción a la superficie total,,,Etxebarri,Porcentaje,Etxebarri,40.9
2021,Superficie forestal en proporción a la superficie total,,,Etxebarria,Porcentaje,Etxebarria,72.3
2016,Superficie forestal en proporción a la superficie total,,,Etxebarria,Porcentaje,Etxebarria,73.2
2020,Superficie forestal en proporción a la superficie total,,,Etxebarria,Porcentaje,Etxebarria,71.1
2019,Superficie forestal en proporción a la superficie total,,,Etxebarria,Porcentaje,Etxebarria,70.7
2022,Superficie forestal en proporción a la superficie total,,,Etxebarria,Porcentaje,Etxebarria,73.0
2010,Superficie forestal en proporción a la superficie total,,,Etxebarria,Porcentaje,Etxebarria,71.6
2018,Superficie forestal en proporción a la superficie total,,,Etxebarria,Porcentaje,Etxebarria,70.6
2019,Superficie forestal en proporción a la superficie total,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,68.7
2020,Superficie forestal en proporción a la superficie total,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,69.2
2018,Superficie forestal en proporción a la superficie total,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,68.7
2022,Superficie forestal en proporción a la superficie total,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,69.7
2016,Superficie forestal en proporción a la superficie total,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,70.7
2021,Superficie forestal en proporción a la superficie total,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,69.5
2010,Superficie forestal en proporción a la superficie total,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,73.2
2019,Superficie forestal en proporción a la superficie total,,,Forua,Porcentaje,Forua,55.8
2010,Superficie forestal en proporción a la superficie total,,,Forua,Porcentaje,Forua,53.1
2022,Superficie forestal en proporción a la superficie total,,,Forua,Porcentaje,Forua,55.6
2016,Superficie forestal en proporción a la superficie total,,,Forua,Porcentaje,Forua,57.3
2020,Superficie forestal en proporción a la superficie total,,,Forua,Porcentaje,Forua,55.8
2021,Superficie forestal en proporción a la superficie total,,,Forua,Porcentaje,Forua,55.8
2018,Superficie forestal en proporción a la superficie total,,,Forua,Porcentaje,Forua,55.8
2021,Superficie forestal en proporción a la superficie total,,,Fruiz,Porcentaje,Fruiz,46.8
2018,Superficie forestal en proporción a la superficie total,,,Fruiz,Porcentaje,Fruiz,46.2
2016,Superficie forestal en proporción a la superficie total,,,Fruiz,Porcentaje,Fruiz,46.8
2019,Superficie forestal en proporción a la superficie total,,,Fruiz,Porcentaje,Fruiz,46.5
2022,Superficie forestal en proporción a la superficie total,,,Fruiz,Porcentaje,Fruiz,46.9
2010,Superficie forestal en proporción a la superficie total,,,Fruiz,Porcentaje,Fruiz,45.2
2020,Superficie forestal en proporción a la superficie total,,,Fruiz,Porcentaje,Fruiz,46.8
2016,Superficie forestal en proporción a la superficie total,,,Gabiria,Porcentaje,Gabiria,64.9
2022,Superficie forestal en proporción a la superficie total,,,Gabiria,Porcentaje,Gabiria,63.6
2018,Superficie forestal en proporción a la superficie total,,,Gabiria,Porcentaje,Gabiria,63.2
2010,Superficie forestal en proporción a la superficie total,,,Gabiria,Porcentaje,Gabiria,65.7
2020,Superficie forestal en proporción a la superficie total,,,Gabiria,Porcentaje,Gabiria,63.2
2019,Superficie forestal en proporción a la superficie total,,,Gabiria,Porcentaje,Gabiria,63.1
2021,Superficie forestal en proporción a la superficie total,,,Gabiria,Porcentaje,Gabiria,63.5
2010,Superficie forestal en proporción a la superficie total,,,Gaintza,Porcentaje,Gaintza,66.5
2018,Superficie forestal en proporción a la superficie total,,,Gaintza,Porcentaje,Gaintza,65.6
2020,Superficie forestal en proporción a la superficie total,,,Gaintza,Porcentaje,Gaintza,65.6
2022,Superficie forestal en proporción a la superficie total,,,Gaintza,Porcentaje,Gaintza,65.6
2019,Superficie forestal en proporción a la superficie total,,,Gaintza,Porcentaje,Gaintza,65.6
2021,Superficie forestal en proporción a la superficie total,,,Gaintza,Porcentaje,Gaintza,65.6
2016,Superficie forestal en proporción a la superficie total,,,Gaintza,Porcentaje,Gaintza,67.8
2020,Superficie forestal en proporción a la superficie total,,,Galdakao,Porcentaje,Galdakao,60.1
2016,Superficie forestal en proporción a la superficie total,,,Galdakao,Porcentaje,Galdakao,60.1
2019,Superficie forestal en proporción a la superficie total,,,Galdakao,Porcentaje,Galdakao,59.9
2022,Superficie forestal en proporción a la superficie total,,,Galdakao,Porcentaje,Galdakao,61.0
2010,Superficie forestal en proporción a la superficie total,,,Galdakao,Porcentaje,Galdakao,59.1
2018,Superficie forestal en proporción a la superficie total,,,Galdakao,Porcentaje,Galdakao,59.9
2021,Superficie forestal en proporción a la superficie total,,,Galdakao,Porcentaje,Galdakao,61.2
