Year,Value,Units,Series
2012,5399.2,PER_1000000_POP,GB_POP_SCIERD
2014,5536.2,PER_1000000_POP,GB_POP_SCIERD
2022,6949.4,PER_1000000_POP,GB_POP_SCIERD
2011,5180.9,PER_1000000_POP,GB_POP_SCIERD
2010,5098.1,PER_1000000_POP,GB_POP_SCIERD
2013,5496.2,PER_1000000_POP,GB_POP_SCIERD
2017,5788.4,PER_1000000_POP,GB_POP_SCIERD
2021,6560.5,PER_1000000_POP,GB_POP_SCIERD
2020,6204.9,PER_1000000_POP,GB_POP_SCIERD
2016,5481.3,PER_1000000_POP,GB_POP_SCIERD
2015,5564.5,PER_1000000_POP,GB_POP_SCIERD
2018,6027.3,PER_1000000_POP,GB_POP_SCIERD
2019,6162.8,PER_1000000_POP,GB_POP_SCIERD
