Year,Value,Units,Series
2016,21507.9,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2017,26656.6,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2020,22965.0,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2013,18163.8,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2018,28476.5,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2015,23794.7,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2022,22897.1,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2011,23308.8,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2012,21098.6,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2019,27538.3,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2010,30845.5,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2014,19620.0,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2021,26738.0,Kilotona,Materialen bertako kontsumoa termino absolutuetan
2020,10.5,Tonak per capita,Materialen bertako kontsumoa per capita
2013,8.3,Tonak per capita,Materialen bertako kontsumoa per capita
2016,9.9,Tonak per capita,Materialen bertako kontsumoa per capita
2015,11.0,Tonak per capita,Materialen bertako kontsumoa per capita
2022,10.5,Tonak per capita,Materialen bertako kontsumoa per capita
2012,9.7,Tonak per capita,Materialen bertako kontsumoa per capita
2011,10.7,Tonak per capita,Materialen bertako kontsumoa per capita
2014,9.0,Tonak per capita,Materialen bertako kontsumoa per capita
2021,12.2,Tonak per capita,Materialen bertako kontsumoa per capita
2018,13.0,Tonak per capita,Materialen bertako kontsumoa per capita
2010,14.2,Tonak per capita,Materialen bertako kontsumoa per capita
2019,12.6,Tonak per capita,Materialen bertako kontsumoa per capita
2017,12.2,Tonak per capita,Materialen bertako kontsumoa per capita
2010,407.5,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2011,307.2,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2012,283.9,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2015,311.8,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2013,249.1,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2014,264.6,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2016,272.9,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2017,329.1,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2018,341.0,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2019,322.4,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2020,296.9,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2021,325.9,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
2022,264.1,Kg BPGaren euro bakoitzeko,Materialen bertako kontsumoa BPGarekiko
