Year,Value,Units
2019,6.48,100.000 biztanleko
2022,7.33,100.000 biztanleko
2021,0.0,100.000 biztanleko
2018,6.21,100.000 biztanleko
2023,7.43,100.000 biztanleko
2017,0.0,100.000 biztanleko
2015,0.0,100.000 biztanleko
2012,0.0,100.000 biztanleko
2016,10.96,100.000 biztanleko
2011,0.0,100.000 biztanleko
2014,0.0,100.000 biztanleko
2013,0.0,100.000 biztanleko
2010,4.73,100.000 biztanleko
2020,6.78,100.000 biztanleko
