Year,Value,Units
2009,57.7,%
2018,87.9,%
2023,96.3,%
2013,73.8,%
2019,89.1,%
2020,91.7,%
2012,64.3,%
2016,83.7,%
2011,63.5,%
2017,84.3,%
2021,94.0,%
2022,94.3,%
2024,97.6,%
2014,76.4,%
2010,58.4,%
2008,55.4,%
2015,80.2,%
