Year,Value,Units,Series
2015,14537114.24,Tonak,CO2 isurketak
2011,14931958.24,Tonak,CO2 isurketak
2012,15792128.77,Tonak,CO2 isurketak
2020,13639720.49,Tonak,CO2 isurketak
2017,15166249.88,Tonak,CO2 isurketak
2021,14760223.12,Tonak,CO2 isurketak
2022,15802683.91,Tonak,CO2 isurketak
2019,15484145.53,Tonak,CO2 isurketak
2018,14723125.09,Tonak,CO2 isurketak
2014,14251428.57,Tonak,CO2 isurketak
2023,13605046.24,Tonak,CO2 isurketak
2010,16684857.85,Tonak,CO2 isurketak
2013,14391247.37,Tonak,CO2 isurketak
2016,14504152.61,Tonak,CO2 isurketak
2010,0.22,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2011,0.2,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2012,0.21,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2013,0.2,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2014,0.19,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2022,0.18,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2015,0.19,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2018,0.18,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2016,0.18,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2019,0.18,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2020,0.18,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2021,0.18,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2017,0.19,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2023,0.15,CO2 kg euroko,CO2 isurketak balio erantsiko unitate bakoitzeko
2010,0.43,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2011,0.41,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2012,0.4,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2013,0.41,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2014,0.38,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2015,0.37,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2016,0.37,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2017,0.35,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2018,0.36,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2019,0.34,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2020,0.37,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2021,0.3,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2022,0.33,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
2023,0.32,CO2 kg euroko,"Manufaktura-sektorearen CO2 isurketak, manufaktura-sektorearen balio erantsiaren unitateko"
