Year,Value,Units,Series
2018,149.3,Kg per capita,Hondakin arriskutsuak biztanleko
2014,148.8,Kg per capita,Hondakin arriskutsuak biztanleko
2010,162.9,Kg per capita,Hondakin arriskutsuak biztanleko
2012,137.2,Kg per capita,Hondakin arriskutsuak biztanleko
2016,148.0,Kg per capita,Hondakin arriskutsuak biztanleko
2011,150.9,Kg per capita,Hondakin arriskutsuak biztanleko
2019,150.1,Kg per capita,Hondakin arriskutsuak biztanleko
2017,145.3,Kg per capita,Hondakin arriskutsuak biztanleko
2021,150.7,Kg per capita,Hondakin arriskutsuak biztanleko
2022,157.5,Kg per capita,Hondakin arriskutsuak biztanleko
2020,144.9,Kg per capita,Hondakin arriskutsuak biztanleko
2013,130.7,Kg per capita,Hondakin arriskutsuak biztanleko
2015,150.9,Kg per capita,Hondakin arriskutsuak biztanleko
