Year,Value,Units,Series
2017,1,BOOL_YES_NO,SG_REG_CENSUSN
2018,1,BOOL_YES_NO,SG_REG_CENSUSN
2019,1,BOOL_YES_NO,SG_REG_CENSUSN
2012,1,BOOL_YES_NO,SG_REG_CENSUSN
2020,1,BOOL_YES_NO,SG_REG_CENSUSN
2014,1,BOOL_YES_NO,SG_REG_CENSUSN
2016,1,BOOL_YES_NO,SG_REG_CENSUSN
2022,1,BOOL_YES_NO,SG_REG_CENSUSN
2015,1,BOOL_YES_NO,SG_REG_CENSUSN
2021,1,BOOL_YES_NO,SG_REG_CENSUSN
2010,1,BOOL_YES_NO,SG_REG_CENSUSN
2013,1,BOOL_YES_NO,SG_REG_CENSUSN
2011,1,BOOL_YES_NO,SG_REG_CENSUSN
2023,1,BOOL_YES_NO,SG_REG_CENSUSN
2020,1,BOOL_YES_NO,SG_REG_BRTH100N
2017,1,BOOL_YES_NO,SG_REG_BRTH100N
2011,1,BOOL_YES_NO,SG_REG_BRTH100N
2010,1,BOOL_YES_NO,SG_REG_BRTH100N
2015,1,BOOL_YES_NO,SG_REG_BRTH100N
2022,1,BOOL_YES_NO,SG_REG_BRTH100N
2016,1,BOOL_YES_NO,SG_REG_BRTH100N
2018,1,BOOL_YES_NO,SG_REG_BRTH100N
2013,1,BOOL_YES_NO,SG_REG_BRTH100N
2012,1,BOOL_YES_NO,SG_REG_BRTH100N
2021,1,BOOL_YES_NO,SG_REG_BRTH100N
2019,1,BOOL_YES_NO,SG_REG_BRTH100N
2023,1,BOOL_YES_NO,SG_REG_BRTH100N
2014,1,BOOL_YES_NO,SG_REG_BRTH100N
