Year,Value,Units,Series
2020,0.51,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2023,0.51,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2019,0.47,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2017,0.43,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2015,0.39,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2024,0.51,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2021,0.53,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2013,0.38,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2016,0.41,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2014,0.36,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2022,0.52,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2018,0.45,%,"Atzerrira egindako diru-bidalketen bolumena, BPGrekiko proportzioan"
2013,249.06,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2014,244.69,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2015,268.77,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2016,291.52,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2018,349.76,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2019,373.68,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2023,472.79,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2017,322.91,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2020,370.65,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2021,416.76,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2022,452.03,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
2024,503.36,Milioi eurotan,Atzerrira egindako diru-bidalketen bolumena
