Year,Value,Units
2023,56.9,%
2021,55.1,%
2018,57.4,%
2013,40.2,%
2020,54.1,%
2016,50.4,%
2014,41.2,%
2022,51.0,%
2025,52.8,%
2015,46.3,%
2011,47.7,%
2024,47.9,%
2019,57.3,%
2017,57.4,%
2012,50.3,%
