Year,Value,Units
2019,24.9,%
2022,26.0,%
2021,27.0,%
2018,25.2,%
2023,25.1,%
2017,26.4,%
2015,24.1,%
2012,24.1,%
2016,24.4,%
2011,23.6,%
2014,24.4,%
2013,23.8,%
2010,24.4,%
2020,25.5,%
