Year,Value,Units
2011,10.9,%
2010,10.9,%
2020,8.5,%
2014,9.9,%
2013,13.2,%
2024,6.7,%
2021,7.9,%
2019,8.0,%
2023,8.0,%
2016,9.2,%
2015,8.2,%
2018,8.7,%
2012,11.6,%
2017,9.4,%
2022,8.6,%
