Year,Value,Units
2010,8.082,pH-a
2011,8.08,pH-a
2012,8.082,pH-a
2013,8.077,pH-a
2014,8.072,pH-a
2015,8.069,pH-a
2016,8.066,pH-a
2017,8.069,pH-a
2018,8.06,pH-a
2019,8.061,pH-a
2020,8.052,pH-a
2021,8.055,pH-a
2022,8.054,pH-a
2023,8.051,pH-a
2024,8.048,pH-a
