Year,Value,Units
2019,20.5,%
2021,20.0,%
2023,18.9,%
2020,20.5,%
2022,19.2,%
2010,22.9,%
2016,19.8,%
2013,21.1,%
2014,20.5,%
2017,20.3,%
2015,19.7,%
2011,22.8,%
2012,22.3,%
2018,20.9,%
