Year,Value,Units,Series
2018,80.0,%,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa
2012,74.0,%,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa
2016,76.3,%,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa
2020,80.8,%,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa
2022,79.4,%,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa
2014,77.5,%,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa
2012,100.0,%,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa
2014,100.0,%,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa
2016,100.0,%,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa
2018,100.0,%,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa
2020,100.0,%,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa
2022,99.9,%,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa
