Year,Value,Units
2018,16.0,100.000 biztanleko
2023,29.8,100.000 biztanleko
2021,18.2,100.000 biztanleko
2022,21.2,100.000 biztanleko
2019,17.5,100.000 biztanleko
2024,34.6,100.000 biztanleko
2016,14.3,100.000 biztanleko
2017,15.8,100.000 biztanleko
2020,15.9,100.000 biztanleko
2015,6.5,100.000 biztanleko
