Year,Value,Units,Series
2017,6.4,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2021,4.0,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2015,6.3,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2018,6.3,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2012,5.7,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2016,6.5,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2014,5.9,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2013,5.9,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2020,3.8,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2011,5.5,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2022,5.5,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2010,5.4,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2019,6.3,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2023,6.6,%,"Turismoak sortutako BPG, BPG osoaren proportzioan"
2010,1.9,%,Turismoak sortutako BPGren hazkunde-tasa
2019,0.0,%,Turismoak sortutako BPGren hazkunde-tasa
2022,37.5,%,Turismoak sortutako BPGren hazkunde-tasa
2016,3.2,%,Turismoak sortutako BPGren hazkunde-tasa
2020,-39.7,%,Turismoak sortutako BPGren hazkunde-tasa
2012,3.6,%,Turismoak sortutako BPGren hazkunde-tasa
2021,5.3,%,Turismoak sortutako BPGren hazkunde-tasa
2011,1.9,%,Turismoak sortutako BPGren hazkunde-tasa
2013,3.5,%,Turismoak sortutako BPGren hazkunde-tasa
2023,20.0,%,Turismoak sortutako BPGren hazkunde-tasa
2017,-1.5,%,Turismoak sortutako BPGren hazkunde-tasa
2014,0.0,%,Turismoak sortutako BPGren hazkunde-tasa
2015,6.8,%,Turismoak sortutako BPGren hazkunde-tasa
2018,-1.6,%,Turismoak sortutako BPGren hazkunde-tasa
