Year,Value,Units
2010,0,100.000 biztanleko
2011,0,100.000 biztanleko
2012,0,100.000 biztanleko
2013,0,100.000 biztanleko
2014,0,100.000 biztanleko
2015,0,100.000 biztanleko
2016,0,100.000 biztanleko
2017,0,100.000 biztanleko
2018,0,100.000 biztanleko
2019,0,100.000 biztanleko
2020,0,100.000 biztanleko
2021,0,100.000 biztanleko
2022,0,100.000 biztanleko
2023,0,100.000 biztanleko
2024,0,100.000 biztanleko
2025,0,100.000 biztanleko
