Year,Value,Units,Series
2017,83.6,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2020,75.7,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2016,81.1,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2014,82.2,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2012,75.5,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2021,75.9,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2018,83.0,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2010,69.8,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2013,80.3,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2011,74.6,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2019,86.0,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2015,80.8,%,Zergetatik datozen administrazio publiko autonomikoen eta tokikoen diru-sarreren proportzioa
2010,82.2,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2011,82.0,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2012,83.4,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2013,89.9,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2015,89.1,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2016,88.9,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2020,88.0,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2014,90.9,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2017,90.1,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2018,90.6,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2019,91.4,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
2021,87.0,%,"Administrazio publiko autonomikoen eta tokiko administrazioen sarrera ez-finantzarioen proportzioa, zergetatik datozenak"
