Year,Value,Units,Series
2012,20446954.85,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2010,21745903.02,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2023,16193878.49,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2013,18813755.08,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2020,16458399.66,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2019,18599385.12,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2022,18257908.89,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2017,19738340.42,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2011,20245191.39,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2018,19081397.43,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2014,18844234.63,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2016,18745087.37,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2021,17607243.41,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2015,19467497.86,CO2 tona  baliokideak,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera"
2017,0.24,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2010,0.29,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2019,0.22,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2020,0.21,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2012,0.28,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2011,0.27,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2023,0.18,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2015,0.26,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2014,0.25,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2013,0.26,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2021,0.21,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
2022,0.21,CO2 kg baliokideak euroko,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko"
