Year,Value,Units,Series
2020,100.0,PT,SG_LGL_GENEQLFP
2022,100.0,PT,SG_LGL_GENEQLFP
2024,100.0,PT,SG_LGL_GENEQLFP
2015,100.0,PT,SG_LGL_GENEQLFP
2020,100.0,PT,SG_LGL_GENEQVAW
2022,100.0,PT,SG_LGL_GENEQVAW
2015,100.0,PT,SG_LGL_GENEQVAW
2024,100.0,PT,SG_LGL_GENEQVAW
2015,100.0,PT,SG_LGL_GENEQEMP
2022,100.0,PT,SG_LGL_GENEQEMP
2020,100.0,PT,SG_LGL_GENEQEMP
2024,100.0,PT,SG_LGL_GENEQEMP
2015,81.8,PT,SG_LGL_GENEQMAR
2020,81.8,PT,SG_LGL_GENEQMAR
2022,81.8,PT,SG_LGL_GENEQMAR
2024,81.8,PT,SG_LGL_GENEQMAR
