Year,Value,Units
2021,0.0,100.000 biztanleko
2022,0.1,100.000 biztanleko
2024,0.2,100.000 biztanleko
2016,0.0,100.000 biztanleko
2023,0.1,100.000 biztanleko
2018,0.0,100.000 biztanleko
2020,2.1,100.000 biztanleko
2019,0.8,100.000 biztanleko
2017,0.1,100.000 biztanleko
