Year,Value,Units,Series
2011,46.2,%,18 eta 64 urte bitarteko biztanleriak azken 12 hilabeteetan hezkuntza-jardueretan izandako parte-hartze tasa
2022,52.9,%,18 eta 64 urte bitarteko biztanleriak azken 12 hilabeteetan hezkuntza-jardueretan izandako parte-hartze tasa
2016,48.1,%,18 eta 64 urte bitarteko biztanleriak azken 12 hilabeteetan hezkuntza-jardueretan izandako parte-hartze tasa
2018,18.2,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2022,21.9,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2015,24.4,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2013,17.9,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2016,22.9,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2012,12.3,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2011,11.8,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2010,11.8,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2014,20.7,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2017,18.4,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2021,23.0,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2024,24.9,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2020,20.8,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2023,24.0,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
2019,20.4,%,15 eta 64 urte bitarteko biztanleriak azken 4 asteetan irakaskuntzan eta prestakuntza akademikoan eta ez-akademikoan izandako parte-hartze tasa
