Year,Value,Units,Series
2018,12030.9,Eurotan,Elikagaien ekoizle txikien produktibitatea
2020,9818.3,Eurotan,Elikagaien ekoizle txikien produktibitatea
2019,10646.1,Eurotan,Elikagaien ekoizle txikien produktibitatea
2016,10978.5,Eurotan,Elikagaien ekoizle txikien produktibitatea
2015,10150.0,Eurotan,Elikagaien ekoizle txikien produktibitatea
2017,12294.5,Eurotan,Elikagaien ekoizle txikien produktibitatea
2021,10509.0,Eurotan,Elikagaien ekoizle txikien produktibitatea
2018,44914.3,Eurotan,Elikagaien ekoizle handien produktibitatea
2015,43924.4,Eurotan,Elikagaien ekoizle handien produktibitatea
2019,46168.5,Eurotan,Elikagaien ekoizle handien produktibitatea
2020,45942.5,Eurotan,Elikagaien ekoizle handien produktibitatea
2021,50293.1,Eurotan,Elikagaien ekoizle handien produktibitatea
2017,42600.2,Eurotan,Elikagaien ekoizle handien produktibitatea
2016,43308.1,Eurotan,Elikagaien ekoizle handien produktibitatea
