Year,Value,Units,Series
2022,20.8,Eurotan,Orduko batez besteko diru-sarrera
2017,18.5,Eurotan,Orduko batez besteko diru-sarrera
2012,17.4,Eurotan,Orduko batez besteko diru-sarrera
2010,17.4,Eurotan,Orduko batez besteko diru-sarrera
2013,17.5,Eurotan,Orduko batez besteko diru-sarrera
2020,19.9,Eurotan,Orduko batez besteko diru-sarrera
2021,20.4,Eurotan,Orduko batez besteko diru-sarrera
2019,19.5,Eurotan,Orduko batez besteko diru-sarrera
2014,18.3,Eurotan,Orduko batez besteko diru-sarrera
2023,22.0,Eurotan,Orduko batez besteko diru-sarrera
2016,18.2,Eurotan,Orduko batez besteko diru-sarrera
2018,18.9,Eurotan,Orduko batez besteko diru-sarrera
2015,18.4,Eurotan,Orduko batez besteko diru-sarrera
2011,17.2,Eurotan,Orduko batez besteko diru-sarrera
2018,11.9,%,Genero-arrakala soldatan
2013,19.6,%,Genero-arrakala soldatan
2020,8.3,%,Genero-arrakala soldatan
2022,8.8,%,Genero-arrakala soldatan
2021,7.3,%,Genero-arrakala soldatan
2019,9.5,%,Genero-arrakala soldatan
2015,12.8,%,Genero-arrakala soldatan
2012,20.1,%,Genero-arrakala soldatan
2023,3.6,%,Genero-arrakala soldatan
2016,14.3,%,Genero-arrakala soldatan
2010,15.4,%,Genero-arrakala soldatan
2011,18.1,%,Genero-arrakala soldatan
2017,12.8,%,Genero-arrakala soldatan
2014,15.1,%,Genero-arrakala soldatan
