Year,Value,Units
2025,1.53,1.000 biztanleko
2010,3.2,1.000 biztanleko
2011,2.91,1.000 biztanleko
2020,1.64,1.000 biztanleko
2013,2.76,1.000 biztanleko
2016,2.29,1.000 biztanleko
2017,2.14,1.000 biztanleko
2023,1.58,1.000 biztanleko
2014,2.73,1.000 biztanleko
2012,2.94,1.000 biztanleko
2024,1.32,1.000 biztanleko
2018,1.79,1.000 biztanleko
2022,1.58,1.000 biztanleko
2021,1.55,1.000 biztanleko
2019,1.94,1.000 biztanleko
2015,2.39,1.000 biztanleko
