Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2022,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2018,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2010,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2016,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2013,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2011,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2023,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2014,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2012,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2020,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2015,SG_DSR_SILS,,,ES20006,PT,ES20006,0.0
2020,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2014,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2010,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2015,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2023,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2011,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2013,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2016,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2017,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2024,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2021,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2022,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2012,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2019,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2018,SG_DSR_SILS,,,ES48912,PT,ES48912,100.0
2016,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2018,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2013,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2017,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2020,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2024,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2022,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2010,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2012,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2015,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2023,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2019,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2011,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2014,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2021,SG_DSR_SILS,,,ES20906,PT,ES20906,0.0
2011,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2024,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2020,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2023,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2018,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2022,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2013,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2021,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2017,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2015,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2019,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2016,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2014,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2010,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2012,SG_DSR_SILS,,,ES20007,PT,ES20007,0.0
2015,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2022,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2018,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2012,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2021,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2023,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2017,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2019,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2024,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2016,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2020,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2011,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2010,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2013,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2014,SG_DSR_SILS,,,ES20008,PT,ES20008,0.0
2021,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2019,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2012,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2020,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2011,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2018,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2017,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2022,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2016,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2013,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2023,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2010,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2024,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2014,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2015,SG_DSR_SILS,,,ES48003,PT,ES48003,100.0
2024,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2020,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
2015,SG_DSR_SILS,,,ES48004,PT,ES48004,0.0
