Year,Sexo,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2013,,,,Zaratamo,Por 100.000 habitantes,Zaratamo,0.0
2024,,,,Zaratamo,Por 100.000 habitantes,Zaratamo,0.0
2014,,,,Zaratamo,Por 100.000 habitantes,Zaratamo,0.0
2022,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2021,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2015,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2016,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2017,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2020,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2014,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2024,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2010,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2012,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2011,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2013,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2019,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2018,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2023,,,,Zarautz,Por 100.000 habitantes,Zarautz,0.0
2021,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2013,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2010,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2018,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2024,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2020,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2015,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2022,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2019,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2017,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2014,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2016,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2023,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2011,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2012,,,,Zeanuri,Por 100.000 habitantes,Zeanuri,0.0
2011,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2015,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2020,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2013,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2024,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2023,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2014,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2016,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2022,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2017,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2010,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2021,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2019,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2012,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2018,,,,Zeberio,Por 100.000 habitantes,Zeberio,0.0
2011,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2013,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2019,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2014,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2022,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2018,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2020,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2012,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2010,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2017,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2021,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2023,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2015,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2016,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2024,,,,Zegama,Por 100.000 habitantes,Zegama,0.0
2022,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2024,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2014,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2011,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2018,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2019,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2015,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2021,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2023,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2020,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2010,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2016,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2012,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2013,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2017,,,,Zerain,Por 100.000 habitantes,Zerain,0.0
2011,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2021,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2013,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2015,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2022,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2024,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2023,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2020,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2014,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2019,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2017,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2018,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2010,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2012,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2016,,,,Zestoa,Por 100.000 habitantes,Zestoa,0.0
2017,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2012,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2021,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2016,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2014,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2019,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2010,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2020,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2023,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2013,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2015,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2011,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2024,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2022,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2018,,,,Zierbena,Por 100.000 habitantes,Zierbena,0.0
2020,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2015,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2014,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2024,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2023,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2021,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2019,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2012,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2018,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2010,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2022,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2013,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2017,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2011,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2016,,,,Zigoitia,Por 100.000 habitantes,Zigoitia,0.0
2016,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2019,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2013,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2022,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2014,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2023,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2012,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2021,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2011,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2020,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2015,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2024,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2017,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2018,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2010,,,,Ziortza-Bolibar,Por 100.000 habitantes,Ziortza-Bolibar,0.0
2016,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2014,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2013,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2020,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2012,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2015,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2024,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2021,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2017,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2018,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2010,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2011,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2019,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2023,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2022,,,,Zizurkil,Por 100.000 habitantes,Zizurkil,0.0
2013,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2021,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2012,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2024,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2017,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2014,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2019,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2023,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2016,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2022,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2015,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2018,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2011,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2010,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2020,,,,Zuia,Por 100.000 habitantes,Zuia,0.0
2024,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2011,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2019,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2010,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2014,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2018,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2012,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2013,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2022,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2023,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2017,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2021,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2020,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2015,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2016,,,,Zumaia,Por 100.000 habitantes,Zumaia,0.0
2014,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2022,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2010,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2019,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2016,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2023,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2011,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2021,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2017,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2018,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2012,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2015,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2013,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2020,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2024,,,,Zumarraga,Por 100.000 habitantes,Zumarraga,0.0
2023,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2018,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2015,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2014,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2013,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2010,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2020,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2024,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2019,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2021,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2012,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2022,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2016,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2011,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2017,,,Añana (comarca),,Por 100.000 habitantes,Añana (comarca),0.0
2012,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2020,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2014,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2021,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2018,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2015,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2019,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2010,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2024,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2011,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2023,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2016,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2013,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2017,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2022,,,Arabako Errioxa / Rioja Alavesa,,Por 100.000 habitantes,Arabako Errioxa / Rioja Alavesa,0.0
2014,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2017,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2021,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2016,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2018,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2010,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2012,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2013,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2024,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2023,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2011,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2015,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2020,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2022,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2019,,,Arabako Kantaurialdea / Cantábrica Alavesa,,Por 100.000 habitantes,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2015,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2022,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.37
2019,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.38
2011,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2010,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2020,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2024,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2012,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2018,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2021,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2014,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.39
2023,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2013,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2017,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.0
2016,,,Arabako Lautada / Llanada Alavesa,,Por 100.000 habitantes,Arabako Lautada / Llanada Alavesa,0.39
2023,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2013,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2019,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2018,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2011,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2020,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2021,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2014,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2016,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2012,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2010,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2024,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2015,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2017,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2022,,,Arabako Mendialdea / Montaña Alavesa,,Por 100.000 habitantes,Arabako Mendialdea / Montaña Alavesa,0.0
2011,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2015,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2012,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2021,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2020,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2017,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2016,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2024,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2018,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2013,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2019,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2010,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2022,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2014,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2023,,,Arratia Nerbioi / Arratia-Nervión,,Por 100.000 habitantes,Arratia Nerbioi / Arratia-Nervión,0.0
2014,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2011,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2020,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2022,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2023,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2024,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2015,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2010,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2021,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2017,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,1.3
2018,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,1.3
2016,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2013,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2019,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2012,,,Bidasoa Beherea / Bajo Bidasoa,,Por 100.000 habitantes,Bidasoa Beherea / Bajo Bidasoa,0.0
2011,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.34
2014,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.0
2013,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.12
2010,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.11
2017,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.23
2015,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.0
2024,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.35
2022,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.12
2023,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.12
2021,,,Bilbo Handia / Gran Bilbao,,Por 100.000 habitantes,Bilbo Handia / Gran Bilbao,0.0
