Year,Sexo,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2015,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2016,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2013,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2020,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2023,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2022,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2017,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2010,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2021,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2019,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2018,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2024,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2011,Hombre,,,Orendain,Por 100.000 habitantes,,0.0
2011,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2023,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2024,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2021,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2018,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2022,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2016,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2020,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2012,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2017,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2014,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2010,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2013,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2015,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2019,Hombre,,,Orexa,Por 100.000 habitantes,,0.0
2021,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2023,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2014,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2022,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2015,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2019,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2011,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2017,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2016,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2012,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2010,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2020,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2024,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2013,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2018,Hombre,,,Orio,Por 100.000 habitantes,,0.0
2022,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2024,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2021,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2019,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2015,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2023,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2016,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2020,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2012,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2018,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2017,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2010,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2014,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2013,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2011,Hombre,,,Ormaiztegi,Por 100.000 habitantes,,0.0
2018,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2015,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2022,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2011,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2021,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2016,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2024,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2023,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2012,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2020,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2019,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2017,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2014,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2013,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2010,Hombre,,,Orozko,Por 100.000 habitantes,,0.0
2022,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2018,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2010,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2021,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2016,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2013,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2015,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2024,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2023,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2020,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2019,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2017,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2014,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2012,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2011,Hombre,,,Ortuella,Por 100.000 habitantes,,0.0
2019,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2016,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2024,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2022,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2014,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2017,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2010,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2023,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2021,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2020,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2018,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2015,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2013,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2012,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2011,Hombre,,,Otxandio,Por 100.000 habitantes,,0.0
2013,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2021,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2011,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2019,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2010,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2016,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2012,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2018,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2017,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2022,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2015,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2020,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2024,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2014,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2023,Hombre,,,Oyón-Oion,Por 100.000 habitantes,,0.0
2015,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2019,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2022,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2020,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2013,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2024,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2023,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2016,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2021,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2010,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2018,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2017,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2014,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2012,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2011,Hombre,,,Pasaia,Por 100.000 habitantes,,0.0
2015,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2014,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2013,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2010,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2018,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2020,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2016,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2011,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2023,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2019,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2022,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2012,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2021,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2024,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2017,Hombre,,,Peñacerrada-Urizaharra,Por 100.000 habitantes,,0.0
2021,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2012,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2016,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2019,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2024,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2015,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2023,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2010,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2020,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2018,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2017,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2014,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2013,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2011,Hombre,,,Plentzia,Por 100.000 habitantes,,0.0
2022,Hombre,,,Plentzia,Por 100.000 habitantes,,46.36
2020,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2011,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2022,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2023,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2016,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2010,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2017,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2013,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2024,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2021,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2019,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2018,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2015,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2014,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2012,Hombre,,,Portugalete,Por 100.000 habitantes,,0.0
2024,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2020,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2013,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2011,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2010,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2018,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2014,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2012,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2019,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2021,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2016,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2022,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2023,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2017,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2015,Hombre,,,Ribera Baja/Erriberabeitia,Por 100.000 habitantes,,0.0
2023,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2022,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2024,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2016,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2018,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2020,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2021,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2019,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2017,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2010,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2011,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2012,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2014,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2013,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2015,Hombre,,,Samaniego,Por 100.000 habitantes,,0.0
2015,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2023,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2022,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2024,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2017,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2016,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2020,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2021,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2014,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2010,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2011,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2012,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2018,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2019,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2013,Hombre,,,San Millán/Donemiliaga,Por 100.000 habitantes,,0.0
2010,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2016,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2023,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2019,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2022,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2018,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2013,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2024,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2021,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2011,Hombre,,,Santurtzi,Por 100.000 habitantes,,4.39
2020,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2017,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2015,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2014,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2012,Hombre,,,Santurtzi,Por 100.000 habitantes,,0.0
2019,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2024,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2011,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2018,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2023,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2022,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2016,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2020,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2010,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2017,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2015,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2014,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2012,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2021,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2013,Hombre,,,Segura,Por 100.000 habitantes,,0.0
2023,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2019,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2012,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2022,Hombre,,,Sestao,Por 100.000 habitantes,,7.69
2017,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2010,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2016,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2024,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2013,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2021,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2020,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2018,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2015,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2014,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2011,Hombre,,,Sestao,Por 100.000 habitantes,,0.0
2019,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2016,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2021,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2022,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2015,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2024,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2023,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2010,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2020,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2018,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2017,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2014,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2013,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2011,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2012,Hombre,,,Sondika,Por 100.000 habitantes,,0.0
2016,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2021,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2013,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2019,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2022,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2011,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2024,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2023,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2020,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2014,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2018,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2017,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2015,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2012,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2010,Hombre,,,Sopela,Por 100.000 habitantes,,0.0
2013,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2010,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2020,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2023,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2022,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2017,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2016,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2024,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2021,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2011,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2019,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2018,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2015,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2014,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2012,Hombre,,,Sopuerta,Por 100.000 habitantes,,0.0
2012,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2024,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2022,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2018,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2019,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2023,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2015,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2021,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2020,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2013,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2010,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2017,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2016,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2014,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2011,Hombre,,,Soraluze-Placencia de las Armas,Por 100.000 habitantes,,0.0
2016,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2024,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2019,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2012,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2022,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2017,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2010,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2013,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2023,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2021,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2020,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2018,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2015,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2014,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2011,Hombre,,,Sukarrieta,Por 100.000 habitantes,,0.0
2015,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2013,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2014,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2012,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2011,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2024,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2021,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2023,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2019,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2022,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2020,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2017,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2016,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2018,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2010,Hombre,,,Tolosa,Por 100.000 habitantes,,0.0
2022,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2014,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2020,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2017,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2019,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2012,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2024,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2023,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2011,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2021,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2018,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2016,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2015,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2013,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2010,Hombre,,,Trucios-Turtzioz,Por 100.000 habitantes,,0.0
2011,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2016,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2023,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2021,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2020,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2014,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2017,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2010,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2024,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2022,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2019,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2018,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2015,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2013,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2012,Hombre,,,Ubide,Por 100.000 habitantes,,0.0
2019,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2024,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2015,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2022,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2018,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2010,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2013,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2023,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2021,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2020,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2012,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2017,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
2016,Hombre,,,Ugao-Miraballes,Por 100.000 habitantes,,0.0
