Year,Sexua,Adina,Nazionalitatea,Desgaitasuna,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,Gizona,,,,,,Lagrán,%,Lagrán,10.6
2023,Gizona,,,,,,Lagrán,%,Lagrán,4.4
2015,Gizona,,,,,,Lagrán,%,Lagrán,8.9
2010,Gizona,,,,,,Lagrán,%,Lagrán,11.6
2019,Gizona,,,,,,Lagrán,%,Lagrán,8.1
2021,Gizona,,,,,,Lagrán,%,Lagrán,16.0
2022,Gizona,,,,,,Lagrán,%,Lagrán,10.4
2020,Gizona,,,,,,Lagrán,%,Lagrán,9.8
2015,Gizona,,,,,,Laguardia,%,Laguardia,14.3
2019,Gizona,,,,,,Laguardia,%,Laguardia,6.7
2010,Gizona,,,,,,Laguardia,%,Laguardia,8.6
2020,Gizona,,,,,,Laguardia,%,Laguardia,7.5
2018,Gizona,,,,,,Laguardia,%,Laguardia,6.8
2021,Gizona,,,,,,Laguardia,%,Laguardia,10.4
2023,Gizona,,,,,,Laguardia,%,Laguardia,7.1
2016,Gizona,,,,,,Laguardia,%,Laguardia,11.2
2022,Gizona,,,,,,Laguardia,%,Laguardia,7.7
2021,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,7.0
2022,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,6.1
2020,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,10.4
2016,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,11.6
2015,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,15.6
2018,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,12.1
2023,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,6.0
2019,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,6.8
2010,Gizona,,,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,11.4
2018,Gizona,,,,,,Lanestosa,%,Lanestosa,18.8
2022,Gizona,,,,,,Lanestosa,%,Lanestosa,15.9
2010,Gizona,,,,,,Lanestosa,%,Lanestosa,17.5
2023,Gizona,,,,,,Lanestosa,%,Lanestosa,16.4
2015,Gizona,,,,,,Lanestosa,%,Lanestosa,21.4
2020,Gizona,,,,,,Lanestosa,%,Lanestosa,10.4
2019,Gizona,,,,,,Lanestosa,%,Lanestosa,10.3
2021,Gizona,,,,,,Lanestosa,%,Lanestosa,15.1
2016,Gizona,,,,,,Lanestosa,%,Lanestosa,26.2
2020,Gizona,,,,,,Lantarón,%,Lantarón,9.8
2021,Gizona,,,,,,Lantarón,%,Lantarón,8.5
2010,Gizona,,,,,,Lantarón,%,Lantarón,14.3
2023,Gizona,,,,,,Lantarón,%,Lantarón,8.2
2016,Gizona,,,,,,Lantarón,%,Lantarón,18.7
2019,Gizona,,,,,,Lantarón,%,Lantarón,8.4
2022,Gizona,,,,,,Lantarón,%,Lantarón,8.8
2015,Gizona,,,,,,Lantarón,%,Lantarón,19.2
2018,Gizona,,,,,,Lantarón,%,Lantarón,10.6
2018,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,9.7
2020,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,8.3
2010,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,13.5
2021,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,9.0
2016,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,13.5
2015,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,19.6
2022,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,10.8
2023,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,8.5
2019,Gizona,,,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,8.5
2010,Gizona,,,,,,Larrabetzu,%,Larrabetzu,7.3
2021,Gizona,,,,,,Larrabetzu,%,Larrabetzu,9.1
2015,Gizona,,,,,,Larrabetzu,%,Larrabetzu,13.3
2016,Gizona,,,,,,Larrabetzu,%,Larrabetzu,11.2
2022,Gizona,,,,,,Larrabetzu,%,Larrabetzu,8.1
2019,Gizona,,,,,,Larrabetzu,%,Larrabetzu,6.2
2020,Gizona,,,,,,Larrabetzu,%,Larrabetzu,6.9
2018,Gizona,,,,,,Larrabetzu,%,Larrabetzu,8.8
2023,Gizona,,,,,,Larrabetzu,%,Larrabetzu,5.9
2019,Gizona,,,,,,Larraul,%,Larraul,5.3
2018,Gizona,,,,,,Larraul,%,Larraul,8.6
2020,Gizona,,,,,,Larraul,%,Larraul,6.0
2023,Gizona,,,,,,Larraul,%,Larraul,5.0
2015,Gizona,,,,,,Larraul,%,Larraul,11.0
2010,Gizona,,,,,,Larraul,%,Larraul,3.9
2022,Gizona,,,,,,Larraul,%,Larraul,5.2
2021,Gizona,,,,,,Larraul,%,Larraul,5.1
2016,Gizona,,,,,,Larraul,%,Larraul,6.8
2020,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,7.5
2018,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,8.7
2016,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,13.0
2015,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,15.3
2022,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,5.8
2010,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,9.5
2019,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,7.3
2023,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,5.8
2021,Gizona,,,,,,Lasarte-Oria,%,Lasarte-Oria,8.3
2022,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,7.8
2023,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,6.9
2016,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,13.8
2021,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,11.0
2018,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,10.2
2020,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,9.3
2010,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,8.6
2015,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,17.0
2019,Gizona,,,,,,Laudio / Llodio,%,Laudio / Llodio,10.3
2021,Gizona,,,,,,Laukiz,%,Laukiz,8.2
2022,Gizona,,,,,,Laukiz,%,Laukiz,5.6
2019,Gizona,,,,,,Laukiz,%,Laukiz,6.8
2023,Gizona,,,,,,Laukiz,%,Laukiz,6.2
2010,Gizona,,,,,,Laukiz,%,Laukiz,6.9
2016,Gizona,,,,,,Laukiz,%,Laukiz,7.7
2018,Gizona,,,,,,Laukiz,%,Laukiz,8.8
2020,Gizona,,,,,,Laukiz,%,Laukiz,8.3
2015,Gizona,,,,,,Laukiz,%,Laukiz,11.5
2018,Gizona,,,,,,Lazkao,%,Lazkao,4.8
2016,Gizona,,,,,,Lazkao,%,Lazkao,7.0
2023,Gizona,,,,,,Lazkao,%,Lazkao,4.5
2021,Gizona,,,,,,Lazkao,%,Lazkao,5.6
2022,Gizona,,,,,,Lazkao,%,Lazkao,4.2
2019,Gizona,,,,,,Lazkao,%,Lazkao,4.1
2010,Gizona,,,,,,Lazkao,%,Lazkao,7.9
2020,Gizona,,,,,,Lazkao,%,Lazkao,4.6
2015,Gizona,,,,,,Lazkao,%,Lazkao,10.3
2023,Gizona,,,,,,Leaburu,%,Leaburu,7.5
2021,Gizona,,,,,,Leaburu,%,Leaburu,3.1
2016,Gizona,,,,,,Leaburu,%,Leaburu,11.5
2018,Gizona,,,,,,Leaburu,%,Leaburu,7.3
2019,Gizona,,,,,,Leaburu,%,Leaburu,4.3
2022,Gizona,,,,,,Leaburu,%,Leaburu,3.3
2015,Gizona,,,,,,Leaburu,%,Leaburu,7.2
2010,Gizona,,,,,,Leaburu,%,Leaburu,5.7
2020,Gizona,,,,,,Leaburu,%,Leaburu,6.8
2010,Gizona,,,,,,Legazpi,%,Legazpi,7.8
2020,Gizona,,,,,,Legazpi,%,Legazpi,6.2
2016,Gizona,,,,,,Legazpi,%,Legazpi,8.6
2023,Gizona,,,,,,Legazpi,%,Legazpi,5.6
2022,Gizona,,,,,,Legazpi,%,Legazpi,5.2
2018,Gizona,,,,,,Legazpi,%,Legazpi,6.9
2019,Gizona,,,,,,Legazpi,%,Legazpi,5.3
2021,Gizona,,,,,,Legazpi,%,Legazpi,6.5
2015,Gizona,,,,,,Legazpi,%,Legazpi,10.8
2023,Gizona,,,,,,Legorreta,%,Legorreta,5.5
2020,Gizona,,,,,,Legorreta,%,Legorreta,6.5
2018,Gizona,,,,,,Legorreta,%,Legorreta,9.5
2010,Gizona,,,,,,Legorreta,%,Legorreta,11.6
2016,Gizona,,,,,,Legorreta,%,Legorreta,9.3
2021,Gizona,,,,,,Legorreta,%,Legorreta,8.5
2022,Gizona,,,,,,Legorreta,%,Legorreta,5.2
2015,Gizona,,,,,,Legorreta,%,Legorreta,14.0
2019,Gizona,,,,,,Legorreta,%,Legorreta,8.8
2019,Gizona,,,,,,Legutio,%,Legutio,8.4
2022,Gizona,,,,,,Legutio,%,Legutio,8.0
2020,Gizona,,,,,,Legutio,%,Legutio,7.4
2021,Gizona,,,,,,Legutio,%,Legutio,10.1
2023,Gizona,,,,,,Legutio,%,Legutio,6.2
2015,Gizona,,,,,,Legutio,%,Legutio,12.5
2016,Gizona,,,,,,Legutio,%,Legutio,13.1
2010,Gizona,,,,,,Legutio,%,Legutio,6.1
2018,Gizona,,,,,,Legutio,%,Legutio,6.0
2018,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,3.9
2015,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,9.6
2016,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,9.8
2022,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,2.9
2021,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,5.7
2023,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,1.5
2020,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,0.0
2019,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,1.3
2010,Gizona,,,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,8.1
2022,Gizona,,,,,,Leioa,%,Leioa,8.5
2023,Gizona,,,,,,Leioa,%,Leioa,7.0
2020,Gizona,,,,,,Leioa,%,Leioa,8.4
2018,Gizona,,,,,,Leioa,%,Leioa,10.1
2015,Gizona,,,,,,Leioa,%,Leioa,15.5
2010,Gizona,,,,,,Leioa,%,Leioa,10.6
2016,Gizona,,,,,,Leioa,%,Leioa,13.3
2019,Gizona,,,,,,Leioa,%,Leioa,8.5
2021,Gizona,,,,,,Leioa,%,Leioa,9.5
2015,Gizona,,,,,,Lekeitio,%,Lekeitio,16.4
2018,Gizona,,,,,,Lekeitio,%,Lekeitio,11.9
2020,Gizona,,,,,,Lekeitio,%,Lekeitio,10.9
2016,Gizona,,,,,,Lekeitio,%,Lekeitio,14.4
2023,Gizona,,,,,,Lekeitio,%,Lekeitio,7.1
2021,Gizona,,,,,,Lekeitio,%,Lekeitio,11.3
2022,Gizona,,,,,,Lekeitio,%,Lekeitio,8.7
2010,Gizona,,,,,,Lekeitio,%,Lekeitio,10.0
2019,Gizona,,,,,,Lekeitio,%,Lekeitio,11.1
2021,Gizona,,,,,,Lemoa,%,Lemoa,8.0
2022,Gizona,,,,,,Lemoa,%,Lemoa,7.4
2020,Gizona,,,,,,Lemoa,%,Lemoa,8.2
2018,Gizona,,,,,,Lemoa,%,Lemoa,9.5
2019,Gizona,,,,,,Lemoa,%,Lemoa,9.3
2016,Gizona,,,,,,Lemoa,%,Lemoa,13.1
2023,Gizona,,,,,,Lemoa,%,Lemoa,5.6
2010,Gizona,,,,,,Lemoa,%,Lemoa,9.5
2015,Gizona,,,,,,Lemoa,%,Lemoa,15.8
2020,Gizona,,,,,,Lemoiz,%,Lemoiz,6.3
2018,Gizona,,,,,,Lemoiz,%,Lemoiz,7.7
2015,Gizona,,,,,,Lemoiz,%,Lemoiz,15.3
2021,Gizona,,,,,,Lemoiz,%,Lemoiz,12.3
2022,Gizona,,,,,,Lemoiz,%,Lemoiz,8.5
2023,Gizona,,,,,,Lemoiz,%,Lemoiz,8.3
2010,Gizona,,,,,,Lemoiz,%,Lemoiz,8.2
2016,Gizona,,,,,,Lemoiz,%,Lemoiz,14.4
2019,Gizona,,,,,,Lemoiz,%,Lemoiz,7.0
2019,Gizona,,,,,,Leza,%,Leza,7.3
2022,Gizona,,,,,,Leza,%,Leza,5.0
2021,Gizona,,,,,,Leza,%,Leza,7.3
2010,Gizona,,,,,,Leza,%,Leza,6.7
2020,Gizona,,,,,,Leza,%,Leza,5.6
2015,Gizona,,,,,,Leza,%,Leza,10.6
2023,Gizona,,,,,,Leza,%,Leza,1.6
2016,Gizona,,,,,,Leza,%,Leza,5.2
2018,Gizona,,,,,,Leza,%,Leza,5.7
2015,Gizona,,,,,,Lezama,%,Lezama,11.5
2018,Gizona,,,,,,Lezama,%,Lezama,5.9
2023,Gizona,,,,,,Lezama,%,Lezama,3.8
2010,Gizona,,,,,,Lezama,%,Lezama,6.5
2022,Gizona,,,,,,Lezama,%,Lezama,4.6
2016,Gizona,,,,,,Lezama,%,Lezama,8.1
2021,Gizona,,,,,,Lezama,%,Lezama,6.9
2020,Gizona,,,,,,Lezama,%,Lezama,5.6
2019,Gizona,,,,,,Lezama,%,Lezama,6.6
2022,Gizona,,,,,,Lezo,%,Lezo,6.7
2010,Gizona,,,,,,Lezo,%,Lezo,7.9
2018,Gizona,,,,,,Lezo,%,Lezo,6.9
2020,Gizona,,,,,,Lezo,%,Lezo,7.4
2021,Gizona,,,,,,Lezo,%,Lezo,7.6
2015,Gizona,,,,,,Lezo,%,Lezo,14.1
2023,Gizona,,,,,,Lezo,%,Lezo,5.7
2016,Gizona,,,,,,Lezo,%,Lezo,11.3
2019,Gizona,,,,,,Lezo,%,Lezo,7.0
2020,Gizona,,,,,,Lizartza,%,Lizartza,4.7
2010,Gizona,,,,,,Lizartza,%,Lizartza,10.9
2015,Gizona,,,,,,Lizartza,%,Lizartza,16.6
2018,Gizona,,,,,,Lizartza,%,Lizartza,11.2
2019,Gizona,,,,,,Lizartza,%,Lizartza,9.5
2021,Gizona,,,,,,Lizartza,%,Lizartza,8.0
2023,Gizona,,,,,,Lizartza,%,Lizartza,9.4
2016,Gizona,,,,,,Lizartza,%,Lizartza,11.3
2022,Gizona,,,,,,Lizartza,%,Lizartza,4.8
2023,Gizona,,,,,,Loiu,%,Loiu,5.0
2020,Gizona,,,,,,Loiu,%,Loiu,6.1
2019,Gizona,,,,,,Loiu,%,Loiu,6.1
2018,Gizona,,,,,,Loiu,%,Loiu,7.3
2022,Gizona,,,,,,Loiu,%,Loiu,5.6
2015,Gizona,,,,,,Loiu,%,Loiu,11.9
2016,Gizona,,,,,,Loiu,%,Loiu,8.9
2010,Gizona,,,,,,Loiu,%,Loiu,10.2
2021,Gizona,,,,,,Loiu,%,Loiu,6.5
2019,Gizona,,,,,,Mallabia,%,Mallabia,5.5
2018,Gizona,,,,,,Mallabia,%,Mallabia,4.9
2016,Gizona,,,,,,Mallabia,%,Mallabia,8.3
2015,Gizona,,,,,,Mallabia,%,Mallabia,10.2
2023,Gizona,,,,,,Mallabia,%,Mallabia,2.0
2010,Gizona,,,,,,Mallabia,%,Mallabia,5.3
2021,Gizona,,,,,,Mallabia,%,Mallabia,5.4
2022,Gizona,,,,,,Mallabia,%,Mallabia,3.4
2020,Gizona,,,,,,Mallabia,%,Mallabia,4.4
2023,Gizona,,,,,,Mañaria,%,Mañaria,4.0
2021,Gizona,,,,,,Mañaria,%,Mañaria,9.7
2016,Gizona,,,,,,Mañaria,%,Mañaria,12.6
2018,Gizona,,,,,,Mañaria,%,Mañaria,13.1
2010,Gizona,,,,,,Mañaria,%,Mañaria,11.5
2015,Gizona,,,,,,Mañaria,%,Mañaria,17.2
2019,Gizona,,,,,,Mañaria,%,Mañaria,4.9
2020,Gizona,,,,,,Mañaria,%,Mañaria,4.9
2022,Gizona,,,,,,Mañaria,%,Mañaria,5.5
2022,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,7.0
2021,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,8.9
2015,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,16.8
2010,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,13.2
2020,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,9.0
2019,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,8.3
2023,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,5.6
2016,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,13.2
2018,Gizona,,,,,,Markina-Xemein,%,Markina-Xemein,6.6
2010,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.6
2023,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,6.4
2022,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.6
2020,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,4.7
2021,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,8.9
2019,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,6.8
2016,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.8
2018,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,7.9
2015,Gizona,,,,,,Maruri-Jatabe,%,Maruri-Jatabe,11.7
2020,Gizona,,,,,,Mendaro,%,Mendaro,7.0
2022,Gizona,,,,,,Mendaro,%,Mendaro,4.4
2021,Gizona,,,,,,Mendaro,%,Mendaro,6.2
2018,Gizona,,,,,,Mendaro,%,Mendaro,6.2
2023,Gizona,,,,,,Mendaro,%,Mendaro,6.1
2015,Gizona,,,,,,Mendaro,%,Mendaro,10.6
2016,Gizona,,,,,,Mendaro,%,Mendaro,10.3
2019,Gizona,,,,,,Mendaro,%,Mendaro,5.9
2010,Gizona,,,,,,Mendaro,%,Mendaro,5.1
2019,Gizona,,,,,,Mendata,%,Mendata,4.6
2022,Gizona,,,,,,Mendata,%,Mendata,7.4
2018,Gizona,,,,,,Mendata,%,Mendata,4.6
2020,Gizona,,,,,,Mendata,%,Mendata,6.0
2021,Gizona,,,,,,Mendata,%,Mendata,8.3
2016,Gizona,,,,,,Mendata,%,Mendata,5.8
2010,Gizona,,,,,,Mendata,%,Mendata,9.3
2023,Gizona,,,,,,Mendata,%,Mendata,3.8
2015,Gizona,,,,,,Mendata,%,Mendata,3.8
2020,Gizona,,,,,,Mendexa,%,Mendexa,8.4
2021,Gizona,,,,,,Mendexa,%,Mendexa,9.1
2019,Gizona,,,,,,Mendexa,%,Mendexa,13.0
2022,Gizona,,,,,,Mendexa,%,Mendexa,3.2
2023,Gizona,,,,,,Mendexa,%,Mendexa,4.2
2016,Gizona,,,,,,Mendexa,%,Mendexa,14.6
2010,Gizona,,,,,,Mendexa,%,Mendexa,8.3
2015,Gizona,,,,,,Mendexa,%,Mendexa,14.1
2018,Gizona,,,,,,Mendexa,%,Mendexa,6.7
2016,Gizona,,,,,,Meñaka,%,Meñaka,9.5
2015,Gizona,,,,,,Meñaka,%,Meñaka,14.7
2018,Gizona,,,,,,Meñaka,%,Meñaka,7.8
2019,Gizona,,,,,,Meñaka,%,Meñaka,2.8
2021,Gizona,,,,,,Meñaka,%,Meñaka,5.9
2020,Gizona,,,,,,Meñaka,%,Meñaka,4.4
2022,Gizona,,,,,,Meñaka,%,Meñaka,4.9
2010,Gizona,,,,,,Meñaka,%,Meñaka,5.3
2023,Gizona,,,,,,Meñaka,%,Meñaka,6.7
2022,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,8.0
2023,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,4.0
2016,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,25.4
2020,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,6.1
2010,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,19.2
2019,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,10.8
2018,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,12.7
2021,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,11.5
2015,Gizona,,,,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,26.8
2018,Gizona,,,,,,Morga,%,Morga,9.1
2015,Gizona,,,,,,Morga,%,Morga,9.8
2010,Gizona,,,,,,Morga,%,Morga,6.7
2022,Gizona,,,,,,Morga,%,Morga,4.4
2019,Gizona,,,,,,Morga,%,Morga,3.8
2020,Gizona,,,,,,Morga,%,Morga,5.8
2016,Gizona,,,,,,Morga,%,Morga,8.7
2021,Gizona,,,,,,Morga,%,Morga,7.4
2023,Gizona,,,,,,Morga,%,Morga,4.3
2018,Gizona,,,,,,Mundaka,%,Mundaka,10.1
2019,Gizona,,,,,,Mundaka,%,Mundaka,8.7
2022,Gizona,,,,,,Mundaka,%,Mundaka,10.3
2010,Gizona,,,,,,Mundaka,%,Mundaka,11.1
2020,Gizona,,,,,,Mundaka,%,Mundaka,7.9
2016,Gizona,,,,,,Mundaka,%,Mundaka,14.0
2015,Gizona,,,,,,Mundaka,%,Mundaka,17.5
2023,Gizona,,,,,,Mundaka,%,Mundaka,8.4
2021,Gizona,,,,,,Mundaka,%,Mundaka,8.1
2010,Gizona,,,,,,Mungia,%,Mungia,9.6
2022,Gizona,,,,,,Mungia,%,Mungia,7.3
2015,Gizona,,,,,,Mungia,%,Mungia,14.8
2019,Gizona,,,,,,Mungia,%,Mungia,7.6
2021,Gizona,,,,,,Mungia,%,Mungia,9.5
2023,Gizona,,,,,,Mungia,%,Mungia,6.4
2018,Gizona,,,,,,Mungia,%,Mungia,8.7
2016,Gizona,,,,,,Mungia,%,Mungia,12.5
2020,Gizona,,,,,,Mungia,%,Mungia,7.3
2023,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,7.6
2015,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,18.2
2016,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,10.6
2019,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,8.2
2010,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,4.1
2018,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,11.3
2021,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,12.8
2020,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,7.4
2022,Gizona,,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,6.9
2015,Gizona,,,,,,Murueta,%,Murueta,2.4
2016,Gizona,,,,,,Murueta,%,Murueta,7.1
2018,Gizona,,,,,,Murueta,%,Murueta,3.6
2020,Gizona,,,,,,Murueta,%,Murueta,7.5
2019,Gizona,,,,,,Murueta,%,Murueta,7.4
2021,Gizona,,,,,,Murueta,%,Murueta,2.6
2022,Gizona,,,,,,Murueta,%,Murueta,12.5
2023,Gizona,,,,,,Murueta,%,Murueta,4.5
2010,Gizona,,,,,,Murueta,%,Murueta,5.6
2019,Gizona,,,,,,Muskiz,%,Muskiz,9.9
2021,Gizona,,,,,,Muskiz,%,Muskiz,10.6
2018,Gizona,,,,,,Muskiz,%,Muskiz,9.9
2015,Gizona,,,,,,Muskiz,%,Muskiz,18.4
2020,Gizona,,,,,,Muskiz,%,Muskiz,10.5
2016,Gizona,,,,,,Muskiz,%,Muskiz,16.5
2022,Gizona,,,,,,Muskiz,%,Muskiz,8.0
2010,Gizona,,,,,,Muskiz,%,Muskiz,10.0
2023,Gizona,,,,,,Muskiz,%,Muskiz,6.0
2016,Gizona,,,,,,Mutiloa,%,Mutiloa,4.5
2022,Gizona,,,,,,Mutiloa,%,Mutiloa,1.4
2021,Gizona,,,,,,Mutiloa,%,Mutiloa,2.9
2023,Gizona,,,,,,Mutiloa,%,Mutiloa,1.4
2018,Gizona,,,,,,Mutiloa,%,Mutiloa,2.7
2010,Gizona,,,,,,Mutiloa,%,Mutiloa,5.9
2019,Gizona,,,,,,Mutiloa,%,Mutiloa,2.7
2020,Gizona,,,,,,Mutiloa,%,Mutiloa,9.2
2015,Gizona,,,,,,Mutiloa,%,Mutiloa,14.7
2015,Gizona,,,,,,Mutriku,%,Mutriku,14.5
2019,Gizona,,,,,,Mutriku,%,Mutriku,10.2
2021,Gizona,,,,,,Mutriku,%,Mutriku,10.0
2010,Gizona,,,,,,Mutriku,%,Mutriku,9.5
2018,Gizona,,,,,,Mutriku,%,Mutriku,10.8
2020,Gizona,,,,,,Mutriku,%,Mutriku,9.2
2022,Gizona,,,,,,Mutriku,%,Mutriku,5.2
2016,Gizona,,,,,,Mutriku,%,Mutriku,14.3
2023,Gizona,,,,,,Mutriku,%,Mutriku,6.1
2019,Gizona,,,,,,Muxika,%,Muxika,11.1
2010,Gizona,,,,,,Muxika,%,Muxika,8.4
2018,Gizona,,,,,,Muxika,%,Muxika,10.4
2015,Gizona,,,,,,Muxika,%,Muxika,11.8
2023,Gizona,,,,,,Muxika,%,Muxika,5.9
2021,Gizona,,,,,,Muxika,%,Muxika,9.6
2016,Gizona,,,,,,Muxika,%,Muxika,10.7
2022,Gizona,,,,,,Muxika,%,Muxika,8.0
2020,Gizona,,,,,,Muxika,%,Muxika,8.8
2010,Gizona,,,,,,Nabarniz,%,Nabarniz,3.2
2022,Gizona,,,,,,Nabarniz,%,Nabarniz,8.8
2015,Gizona,,,,,,Nabarniz,%,Nabarniz,11.5
2016,Gizona,,,,,,Nabarniz,%,Nabarniz,8.5
2020,Gizona,,,,,,Nabarniz,%,Nabarniz,4.9
2021,Gizona,,,,,,Nabarniz,%,Nabarniz,7.9
2019,Gizona,,,,,,Nabarniz,%,Nabarniz,3.6
2023,Gizona,,,,,,Nabarniz,%,Nabarniz,0.0
2018,Gizona,,,,,,Nabarniz,%,Nabarniz,4.5
2018,Gizona,,,,,,Navaridas,%,Navaridas,7.5
2020,Gizona,,,,,,Navaridas,%,Navaridas,1.6
2023,Gizona,,,,,,Navaridas,%,Navaridas,10.7
2015,Gizona,,,,,,Navaridas,%,Navaridas,16.3
2021,Gizona,,,,,,Navaridas,%,Navaridas,15.3
2010,Gizona,,,,,,Navaridas,%,Navaridas,1.7
2022,Gizona,,,,,,Navaridas,%,Navaridas,3.9
2016,Gizona,,,,,,Navaridas,%,Navaridas,9.7
2019,Gizona,,,,,,Navaridas,%,Navaridas,4.3
2018,Gizona,,,,,,Oiartzun,%,Oiartzun,6.7
2023,Gizona,,,,,,Oiartzun,%,Oiartzun,5.0
2022,Gizona,,,,,,Oiartzun,%,Oiartzun,5.3
2019,Gizona,,,,,,Oiartzun,%,Oiartzun,5.2
