Year,Series,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalduondo,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalduondo,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalduondo,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalduondo,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalduondo,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalduondo,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalduondo,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zalla,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zambrana,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zamudio,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zaratamo,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zarautz,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeanuri,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zeberio,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zegama,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zerain,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zestoa,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zierbena,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zigoitia,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Ziortza-Bolibar,%,,100.0
2019,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2024,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2010,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2016,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2011,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2021,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2017,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2022,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2015,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2018,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2012,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2014,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2020,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zizurkil,%,,100.0
2013,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zuia,%,,100.0
2023,Hirigintzako udal-plan bat duten udalerrien proportzioa (HAPO edo Arau Subsidiarioak),,,Zuia,%,,100.0
