Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.8
2019,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.8
2018,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.8
2016,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.9
2014,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.9
2011,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.9
2020,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.8
2021,Eguzki-energia termikoa,,,Getaria,Watts per capita,Getaria,0.8
2012,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,1.5
2014,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,1.6
2022,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,3.6
2019,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,3.3
2010,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,1.1
2017,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,2.7
2023,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,3.6
2021,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,3.6
2018,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,2.9
2015,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,1.6
2013,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,1.5
2011,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,1.4
2016,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,2.7
2020,Eguzki-energia termikoa,,,Getxo,Watts per capita,Getxo,3.4
2021,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,15.1
2012,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,0.0
2019,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,15.0
2017,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.1
2015,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.4
2023,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.6
2020,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.6
2018,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.3
2016,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.3
2013,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,0.0
2011,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,0.0
2014,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.0
2010,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,0.0
2022,Eguzki-energia termikoa,,,Gizaburuaga,Watts per capita,Gizaburuaga,14.7
2023,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,12.0
2021,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,12.0
2013,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.9
2011,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,8.6
2018,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.8
2015,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.8
2022,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,12.2
2019,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.8
2017,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,12.0
2014,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.7
2012,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.8
2010,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,8.5
2020,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.9
2016,Eguzki-energia termikoa,,,Gordexola,Watts per capita,Gordexola,11.9
2019,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.5
2016,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.9
2013,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.1
2021,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.3
2011,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,9.6
2023,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.3
2020,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.3
2017,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.9
2015,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.1
2012,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.0
2010,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,9.6
2018,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.7
2014,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.1
2022,Eguzki-energia termikoa,,,Gorliz,Watts per capita,Gorliz,10.2
2011,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,0.8
2017,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.6
2020,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.5
2023,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.5
2015,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.6
2013,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,1.9
2021,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.5
2019,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.6
2016,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.6
2014,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.6
2012,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,0.8
2022,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.5
2010,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,0.8
2018,Eguzki-energia termikoa,,,Güeñes,Watts per capita,Güeñes,2.6
2020,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,40.2
2014,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,37.6
2011,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,33.9
2016,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,38.7
2017,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,39.0
2012,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,35.4
2021,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,40.9
2018,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,40.3
2015,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,38.5
2013,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,36.2
2022,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,41.9
2023,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,42.9
2010,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,32.8
2019,Eguzki-energia termikoa,,,Harana / Valle de Arana,Watts per capita,Harana / Valle de Arana,40.7
2010,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,2.2
2015,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,8.3
2012,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,2.4
2013,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,7.5
2019,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,29.8
2021,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,29.3
2023,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,29.4
2020,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,29.2
2018,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,26.7
2016,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,24.5
2014,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,8.1
2011,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,2.3
2017,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,25.9
2022,Eguzki-energia termikoa,,,Hernani,Watts per capita,Hernani,29.1
2023,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.5
2015,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,8.1
2014,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.8
2022,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.6
2019,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.9
2017,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.6
2012,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.0
2020,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.5
2021,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.6
2018,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.9
2016,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.7
2013,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,7.0
2011,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,6.9
2010,Eguzki-energia termikoa,,,Hernialde,Watts per capita,Hernialde,6.9
2011,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,6.3
2017,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,8.5
2020,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,9.9
2013,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,6.1
2023,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,9.8
2021,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,9.8
2019,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,9.2
2018,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,8.6
2016,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,8.4
2014,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,8.4
2012,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,6.1
2010,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,6.3
2015,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,8.3
2022,Eguzki-energia termikoa,,,Hondarribia,Watts per capita,Hondarribia,9.9
2013,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2018,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2012,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2021,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.2
2019,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2016,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2010,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,0.8
2022,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.2
2020,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2015,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2014,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2011,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,0.9
2023,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.2
2017,Eguzki-energia termikoa,,,Ibarra,Watts per capita,Ibarra,1.1
2015,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,32.4
2018,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,45.1
2022,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,39.7
2013,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,24.5
2010,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,14.1
2020,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,41.3
2023,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,40.5
2021,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,40.5
2019,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,45.4
2017,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,40.1
2014,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,32.5
2011,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,14.1
2012,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,24.6
2016,Eguzki-energia termikoa,,,Ibarrangelu,Watts per capita,Ibarrangelu,39.6
2022,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2018,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2021,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2020,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2017,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2012,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,1.5
2014,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2016,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2023,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.9
2019,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2015,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2013,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,2.8
2011,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,1.6
2010,Eguzki-energia termikoa,,,Idiazabal,Watts per capita,Idiazabal,1.6
2017,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,10.1
2015,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,7.3
2012,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,6.8
2022,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,11.0
2020,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,10.9
2010,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,4.0
2023,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,10.9
2021,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,10.9
2019,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,11.0
2016,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,7.3
2013,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,6.8
2011,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,6.7
2014,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,7.2
2018,Eguzki-energia termikoa,,,Igorre,Watts per capita,Igorre,11.1
2012,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2014,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2019,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2017,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2021,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2010,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2016,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2023,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2022,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2020,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2013,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2011,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2018,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2015,Eguzki-energia termikoa,,,Ikaztegieta,Watts per capita,Ikaztegieta,0.0
2018,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,15.2
2013,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,9.0
2023,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,21.9
2022,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,22.1
2010,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,8.8
2016,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,10.3
2011,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,8.9
2020,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,21.9
2021,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,22.1
2019,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,19.2
2017,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,11.7
2015,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,9.1
2014,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,9.1
2012,Eguzki-energia termikoa,,,Irun,Watts per capita,Irun,9.0
2017,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.4
2021,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.3
2023,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.3
2016,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.5
2022,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.3
2011,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,1.3
2012,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,1.3
2020,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.4
2015,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.5
2013,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.6
2010,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,0.0
2018,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.4
2019,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.3
2014,Eguzki-energia termikoa,,,Iruña Oka / Iruña de Oca,Watts per capita,Iruña Oka / Iruña de Oca,2.5
2020,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2010,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2013,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2023,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2012,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2016,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2018,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2022,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2014,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2021,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2019,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2017,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2015,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2011,Eguzki-energia termikoa,,,Irura,Watts per capita,Irura,0.0
2010,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,0.0
2014,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,11.0
2023,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,19.3
2019,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,16.5
2018,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,16.9
2016,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,16.7
2021,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,15.7
2015,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,10.9
2013,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,0.0
2020,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,16.0
2022,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,19.7
2011,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,0.0
2017,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,16.9
2012,Eguzki-energia termikoa,,,Iruraiz-Gauna,Watts per capita,Iruraiz-Gauna,0.0
2013,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,28.5
2023,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,48.1
2019,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,46.8
2021,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,47.3
2016,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,32.5
2011,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,22.1
2022,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,47.0
2020,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,46.0
2017,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,47.8
2015,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,32.2
2012,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,21.6
2010,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,23.0
2018,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,47.0
2014,Eguzki-energia termikoa,,,Ispaster,Watts per capita,Ispaster,32.9
2014,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2011,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2017,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2021,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2016,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2022,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2010,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2019,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2023,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2020,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2015,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2013,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2012,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2018,Eguzki-energia termikoa,,,Itsasondo,Watts per capita,Itsasondo,0.0
2023,Eguzki-energia termikoa,,,Iurreta,Watts per capita,Iurreta,15.6
2013,Eguzki-energia termikoa,,,Iurreta,Watts per capita,Iurreta,1.0
2010,Eguzki-energia termikoa,,,Iurreta,Watts per capita,Iurreta,0.9
2022,Eguzki-energia termikoa,,,Iurreta,Watts per capita,Iurreta,16.2
2019,Eguzki-energia termikoa,,,Iurreta,Watts per capita,Iurreta,1.0
2017,Eguzki-energia termikoa,,,Iurreta,Watts per capita,Iurreta,1.0
