Year,Lanbidea,Lan-egoera,Sexua,Lurralde historikoa,Units,Value
2022,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,24.3
2020,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,23.3
2011,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,20.4
2012,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,20.7
2020,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.7
2010,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,20.1
2017,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,22.6
2019,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,22.9
2013,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,0.9
2022,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.9
2019,Farmazeutikoa,Erretiratuak,Emakumea,,10.000 biztanleko,1.5
2015,Farmazeutikoa,Ez erretiratuak,Emakumea,,10.000 biztanleko,21.8
2023,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,26.8
2012,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.6
2020,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.0
2024,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.3
2011,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,21.9
2014,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,22.7
2016,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,22.7
2011,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,21.3
2023,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,25.6
2024,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,26.1
2018,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,23.1
2021,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,24.4
2013,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,22.8
2021,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,25.4
2018,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,24.1
2012,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,22.5
2017,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,23.9
2010,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,20.6
2014,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,23.2
2017,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.0
2021,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.0
2015,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.7
2013,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.6
2018,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.0
2019,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.0
2023,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.2
2015,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,23.2
2011,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.6
2019,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,24.5
2014,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.6
2022,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,26.3
2017,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,22.9
2020,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,24.4
2019,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,23.5
2012,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,21.9
2013,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,22.2
2015,Farmazeutikoa,Ez erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,22.4
2024,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,27.4
2022,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,27.3
2010,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,21.1
2020,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,25.4
2010,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.5
2016,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,0.9
2022,Farmazeutikoa,Erretiratuak,Emakumea,Araba / Álava,10.000 biztanleko,1.0
2016,Farmazeutikoa,,Emakumea,Araba / Álava,10.000 biztanleko,23.6
2016,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,24.2
2020,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,25.0
2012,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,22.1
2023,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,25.2
2017,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,24.4
2013,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,22.6
2024,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,25.2
2020,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.3
2023,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.6
2011,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.0
2015,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.9
2017,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.2
2022,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,25.7
2021,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,25.5
2018,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,24.7
2011,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,22.1
2019,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,24.7
2010,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,21.8
2015,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,23.5
2010,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,0.8
2013,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.0
2012,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.0
2016,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.1
2021,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.5
2018,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.2
2014,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.0
2022,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.4
2024,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.6
2019,Farmazeutikoa,Erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,1.2
2011,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,20.6
2010,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,20.5
2012,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,20.6
2024,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,23.6
2021,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,23.3
2016,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,22.5
2022,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,24.3
2019,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,22.8
2015,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,21.8
2020,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,23.1
2017,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,22.5
2023,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,23.6
2013,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,21.0
2014,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,21.2
2018,Farmazeutikoa,Ez erretiratuak,Emakumea,Bizkaia,10.000 biztanleko,22.8
2014,Farmazeutikoa,,Emakumea,Bizkaia,10.000 biztanleko,22.9
2022,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,3.1
2014,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,1.2
2018,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,2.1
2010,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.9
2024,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,3.5
2020,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,2.6
2011,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,1.0
2016,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,1.5
2023,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,3.1
2015,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,1.4
2016,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,23.4
2014,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,21.5
2020,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,25.8
2023,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,26.7
2013,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,21.9
2017,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,1.8
2012,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,0.9
2013,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,1.1
2019,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,2.4
2024,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,26.7
2015,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,23.0
2018,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,24.8
2021,Farmazeutikoa,Erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,2.6
2010,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,19.3
2012,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,20.3
2011,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,19.7
2024,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,23.2
2022,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,23.4
2018,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,22.7
2021,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,23.7
2017,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,22.6
2023,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,23.5
2015,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,21.6
2019,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,22.7
2013,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,20.8
2016,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,21.9
2020,Farmazeutikoa,Ez erretiratuak,Emakumea,Gipuzkoa,10.000 biztanleko,23.2
2022,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,26.5
2014,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,22.7
2012,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,21.3
2019,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,25.1
2011,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,20.7
2021,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,26.4
2010,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,20.2
2017,Farmazeutikoa,,Emakumea,Gipuzkoa,10.000 biztanleko,24.4
2020,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.8
2012,Farmazeutikoa,,Gizona,,10.000 biztanleko,5.9
2018,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.7
2017,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.5
2021,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.7
2013,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.2
2019,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.7
2014,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.1
2017,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.3
2018,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.5
2014,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2018,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.8
2024,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.7
2022,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.8
2015,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.3
2019,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.5
2024,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.9
2020,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.8
2016,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2010,Farmazeutikoa,,Gizona,,10.000 biztanleko,5.6
2023,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.7
2011,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,4.7
2024,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.8
2013,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2011,Farmazeutikoa,,Gizona,,10.000 biztanleko,5.6
2022,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.7
2013,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.0
2022,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.9
2021,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.5
2020,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.7
2023,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.9
2014,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.3
2012,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.1
2010,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,4.8
2015,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.1
2023,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.8
2015,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2012,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2010,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2011,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2019,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2021,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.8
2016,Farmazeutikoa,,Gizona,,10.000 biztanleko,6.3
2016,Farmazeutikoa,Ez erretiratuak,Gizona,,10.000 biztanleko,5.5
2017,Farmazeutikoa,Erretiratuak,Gizona,,10.000 biztanleko,0.7
2015,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.9
2019,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,7.3
2016,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,7.3
2019,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.6
2020,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.6
2018,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.6
2014,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2024,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2021,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.6
2017,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.6
2013,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2011,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2013,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.5
2020,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,7.4
2012,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.4
2014,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.4
2011,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,5.9
2021,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,7.2
2022,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.8
2018,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,7.4
2024,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.6
2015,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2023,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2016,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2022,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2012,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.4
2010,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.3
2022,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.4
2012,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,5.9
2010,Farmazeutikoa,Erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,0.3
2023,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.3
2021,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.7
2020,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.8
2013,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.1
2019,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.8
2017,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.6
2011,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,5.4
2014,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.0
2018,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.8
2015,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.5
2024,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.2
2010,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,5.7
2016,Farmazeutikoa,Ez erretiratuak,Gizona,Araba / Álava,10.000 biztanleko,6.9
2017,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,7.2
2023,Farmazeutikoa,,Gizona,Araba / Álava,10.000 biztanleko,6.7
2010,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,4.7
2016,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.5
2015,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.4
2011,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,4.6
2014,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.2
2017,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.7
2012,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,4.9
2018,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.7
2013,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.1
2014,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.1
2010,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,5.5
2012,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,5.8
2018,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.5
2013,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.0
2021,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.7
2024,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2013,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.8
2011,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.8
2021,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2015,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.6
2019,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2023,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2015,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.3
2022,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.7
2016,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.4
2017,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.5
2023,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,7.0
2024,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.9
2019,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.5
2011,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,5.5
2024,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.2
2023,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.2
2021,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.0
2019,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.7
2020,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,5.8
2022,Farmazeutikoa,Ez erretiratuak,Gizona,Bizkaia,10.000 biztanleko,6.1
2020,Farmazeutikoa,,Gizona,Bizkaia,10.000 biztanleko,6.6
2018,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2010,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2016,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2022,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.6
2020,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2012,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.8
2017,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.7
2014,Farmazeutikoa,Erretiratuak,Gizona,Bizkaia,10.000 biztanleko,0.8
2019,Farmazeutikoa,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.0
2015,Farmazeutikoa,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.9
2023,Farmazeutikoa,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,1.3
2024,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.1
2010,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.5
2018,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.2
2014,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.0
2020,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.3
2013,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.9
2017,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.8
2011,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.6
2019,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.1
2015,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.7
2021,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.8
2016,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.9
2023,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,5.0
2021,Farmazeutikoa,,Gizona,Gipuzkoa,10.000 biztanleko,5.9
2019,Farmazeutikoa,,Gizona,Gipuzkoa,10.000 biztanleko,6.1
2013,Farmazeutikoa,,Gizona,Gipuzkoa,10.000 biztanleko,5.7
2012,Farmazeutikoa,Ez erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,4.9
2012,Farmazeutikoa,,Gizona,Gipuzkoa,10.000 biztanleko,5.7
2020,Farmazeutikoa,,Gizona,Gipuzkoa,10.000 biztanleko,6.4
2018,Farmazeutikoa,Erretiratuak,Gizona,Gipuzkoa,10.000 biztanleko,0.9
