Year,Units,Value
2010,100.000 biztanleko,0
2011,100.000 biztanleko,0
2012,100.000 biztanleko,0
2013,100.000 biztanleko,0
2014,100.000 biztanleko,0
2015,100.000 biztanleko,0
2016,100.000 biztanleko,0
2017,100.000 biztanleko,0
2018,100.000 biztanleko,0
2019,100.000 biztanleko,0
2020,100.000 biztanleko,0
2021,100.000 biztanleko,0
2022,100.000 biztanleko,0
2023,100.000 biztanleko,0
2024,100.000 biztanleko,0
2025,100.000 biztanleko,0
