Year,Series,Units,Value
2014,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,27.73
2015,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,30.21
2016,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,20.46
2017,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,24.62
2018,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,23.52
2019,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,28.37
2020,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,18.38
2021,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,18.65
2022,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,15.83
2023,Hektarea bakoitzeko nekazaritza-ekoizpenaren balio onargarria edo desiragarria lortu duen nekazaritza-azaleraren proportzioa,%,19.44
2016,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,98.77
2017,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,97.65
2018,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,99.13
2019,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,99.91
2020,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,99.83
2021,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,99.39
2022,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,98.4
2023,Nekazaritzako diru-sarrera garbien maila onargarria edo desiragarria lortu duten nekazaritza-lurren azaleraren proportzioa,%,99.03
