Year,Series,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2018,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,79.4
2010,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,76.4
2019,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,82.3
2020,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,82.6
2015,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,79.1
2023,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,84.1
2022,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,82.9
2021,Okupazio-tasa,Gizona,,,,Idiazabal,%,Idiazabal,80.5
2010,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,75.6
2021,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,71.6
2016,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,72.3
2018,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,75.8
2020,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,74.5
2022,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,74.4
2023,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,75.5
2019,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,75.7
2015,Okupazio-tasa,Gizona,,,,Igorre,%,Igorre,70.3
2021,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,69.6
2022,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,74.5
2015,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,74.8
2023,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,75.7
2019,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,77.8
2010,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,72.4
2016,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,73.2
2020,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,75.3
2018,Okupazio-tasa,Gizona,,,,Ikaztegieta,%,Ikaztegieta,72.1
2021,Okupazio-tasa,Gizona,,,,Irun,%,Irun,71.3
2022,Okupazio-tasa,Gizona,,,,Irun,%,Irun,72.9
2023,Okupazio-tasa,Gizona,,,,Irun,%,Irun,75.9
2019,Okupazio-tasa,Gizona,,,,Irun,%,Irun,72.9
2015,Okupazio-tasa,Gizona,,,,Irun,%,Irun,68.2
2018,Okupazio-tasa,Gizona,,,,Irun,%,Irun,72.2
2020,Okupazio-tasa,Gizona,,,,Irun,%,Irun,72.2
2016,Okupazio-tasa,Gizona,,,,Irun,%,Irun,68.3
2010,Okupazio-tasa,Gizona,,,,Irun,%,Irun,71.2
2020,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,77.9
2016,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,76.7
2023,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,74.0
2022,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,74.2
2021,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,75.4
2018,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,79.7
2019,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,79.3
2010,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,79.5
2015,Okupazio-tasa,Gizona,,,,Iruña Oka / Iruña de Oca,%,Iruña Oka / Iruña de Oca,76.2
2021,Okupazio-tasa,Gizona,,,,Irura,%,Irura,82.0
2015,Okupazio-tasa,Gizona,,,,Irura,%,Irura,79.4
2018,Okupazio-tasa,Gizona,,,,Irura,%,Irura,83.5
2022,Okupazio-tasa,Gizona,,,,Irura,%,Irura,85.4
2020,Okupazio-tasa,Gizona,,,,Irura,%,Irura,84.9
2016,Okupazio-tasa,Gizona,,,,Irura,%,Irura,79.9
2019,Okupazio-tasa,Gizona,,,,Irura,%,Irura,83.5
2010,Okupazio-tasa,Gizona,,,,Irura,%,Irura,82.5
2023,Okupazio-tasa,Gizona,,,,Irura,%,Irura,86.8
2018,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,81.6
2020,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,81.0
2016,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,80.1
2010,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,83.5
2019,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,84.4
2023,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,79.1
2015,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,79.1
2022,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,82.6
2021,Okupazio-tasa,Gizona,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,80.5
2016,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,73.0
2010,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,76.3
2018,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,72.7
2015,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,74.5
2023,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,72.8
2021,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,72.6
2022,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,74.2
2019,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,73.1
2020,Okupazio-tasa,Gizona,,,,Ispaster,%,Ispaster,75.0
2015,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,74.3
2021,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,69.4
2016,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,76.1
2018,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,77.6
2022,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,74.0
2019,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,72.6
2020,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,73.6
2023,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,76.6
2010,Okupazio-tasa,Gizona,,,,Itsasondo,%,Itsasondo,76.8
2015,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,68.9
2023,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,77.5
2021,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,74.5
2020,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,73.4
2016,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,71.6
2022,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,76.8
2018,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,74.7
2010,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,72.3
2019,Okupazio-tasa,Gizona,,,,Iurreta,%,Iurreta,75.9
2020,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,71.0
2010,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,70.2
2018,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,77.2
2021,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,78.3
2022,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,75.0
2023,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,81.0
2019,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,76.4
2016,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,69.6
2015,Okupazio-tasa,Gizona,,,,Izurtza,%,Izurtza,72.9
2020,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,65.5
2015,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,63.4
2022,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,67.0
2016,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,61.3
2023,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,69.2
2019,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,65.7
2021,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,67.5
2010,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,69.1
2018,Okupazio-tasa,Gizona,,,,Karrantza Harana / Valle de Carranza,%,Karrantza Harana / Valle de Carranza,63.8
2022,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,80.0
2019,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,82.1
2010,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,83.1
2023,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,80.1
2021,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,82.7
2018,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,85.1
2020,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,81.1
2015,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,79.9
2016,Okupazio-tasa,Gizona,,,,Kortezubi,%,Kortezubi,83.6
2019,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,77.8
2020,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,79.2
2016,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,71.7
2010,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,70.5
2021,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,67.3
2015,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,76.9
2018,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,77.8
2022,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,78.9
2023,Okupazio-tasa,Gizona,,,,Kripan,%,Kripan,81.4
2022,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,81.2
2010,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,79.0
2019,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,75.0
2023,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,82.7
2016,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,74.3
2021,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,76.2
2020,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,73.7
2018,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,77.1
2015,Okupazio-tasa,Gizona,,,,Kuartango,%,Kuartango,70.4
2023,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,75.3
2022,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,74.5
2021,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,68.2
2015,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,66.5
2016,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,65.9
2018,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,66.3
2019,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,68.0
2010,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,65.4
2020,Okupazio-tasa,Gizona,,,,Labastida / Bastida,%,Labastida / Bastida,67.7
2023,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,75.4
2015,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,82.0
2021,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,67.7
2019,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,68.0
2018,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,63.5
2020,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,63.8
2010,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,70.4
2022,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,72.4
2016,Okupazio-tasa,Gizona,,,,Lagrán,%,Lagrán,77.8
2021,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,74.0
2018,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,75.6
2023,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,75.6
2020,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,75.5
2015,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,73.9
2019,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,75.9
2016,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,72.7
2010,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,73.9
2022,Okupazio-tasa,Gizona,,,,Laguardia,%,Laguardia,74.6
2015,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,73.2
2022,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,75.7
2019,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,77.9
2023,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,76.7
2018,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,70.5
2021,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,74.0
2010,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,74.2
2016,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,68.3
2020,Okupazio-tasa,Gizona,,,,Lanciego / Lantziego,%,Lanciego / Lantziego,73.1
2020,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,56.1
2015,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,51.4
2022,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,55.8
2019,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,54.5
2023,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,52.6
2018,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,51.4
2016,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,43.6
2010,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,47.0
2021,Okupazio-tasa,Gizona,,,,Lanestosa,%,Lanestosa,57.4
2021,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,68.5
2022,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,68.6
2023,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,70.1
2016,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,62.6
2020,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,69.1
2010,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,65.2
2018,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,69.7
2015,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,65.8
2019,Okupazio-tasa,Gizona,,,,Lantarón,%,Lantarón,69.9
2020,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,70.0
2018,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,74.2
2021,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,75.8
2023,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,75.4
2022,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,71.2
2016,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,70.1
2010,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,67.6
2019,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,76.1
2015,Okupazio-tasa,Gizona,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,68.2
2018,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,78.8
2019,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,80.0
2015,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,76.6
2021,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,75.0
2010,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,77.2
2023,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,80.6
2022,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,76.6
2020,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,77.1
2016,Okupazio-tasa,Gizona,,,,Larrabetzu,%,Larrabetzu,77.4
2016,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,80.7
2019,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,79.5
2015,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,81.0
2018,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,82.6
2021,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,77.7
2022,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,75.5
2023,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,83.1
2010,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,90.1
2020,Okupazio-tasa,Gizona,,,,Larraul,%,Larraul,81.1
2022,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,78.7
2010,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,73.4
2021,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,76.2
2019,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,76.5
2018,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,75.4
2020,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,76.6
2016,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,71.5
2015,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,71.6
2023,Okupazio-tasa,Gizona,,,,Lasarte-Oria,%,Lasarte-Oria,79.6
2022,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,76.2
2019,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,74.1
2021,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,73.1
2010,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,72.4
2020,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,74.1
2023,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,76.8
2018,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,73.5
2015,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,70.4
2016,Okupazio-tasa,Gizona,,,,Laudio / Llodio,%,Laudio / Llodio,71.3
2020,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,71.9
2023,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,79.1
2018,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,73.1
2015,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,72.1
2022,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,77.3
2010,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,75.5
2019,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,73.2
2016,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,74.3
2021,Okupazio-tasa,Gizona,,,,Laukiz,%,Laukiz,74.6
2020,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,80.8
2023,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,83.0
2016,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,78.9
2018,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,81.8
2021,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,80.5
2019,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,81.4
2015,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,77.2
2022,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,82.2
2010,Okupazio-tasa,Gizona,,,,Lazkao,%,Lazkao,76.7
2022,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,76.6
2018,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,79.3
2020,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,81.0
2015,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,80.4
2023,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,80.8
2021,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,81.3
2016,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,74.6
2010,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,76.2
2019,Okupazio-tasa,Gizona,,,,Leaburu,%,Leaburu,76.5
2010,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,72.4
2022,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,79.3
2019,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,79.1
2015,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,74.0
2023,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,81.4
2020,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,78.9
2018,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,78.2
2016,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,74.8
2021,Okupazio-tasa,Gizona,,,,Legazpi,%,Legazpi,77.0
2019,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,77.2
2021,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,76.6
2020,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,77.4
2010,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,73.5
2015,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,73.9
2023,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,79.4
2016,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,75.6
2022,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,79.9
2018,Okupazio-tasa,Gizona,,,,Legorreta,%,Legorreta,76.5
2010,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,76.7
2016,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,74.6
2021,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,76.5
2023,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,79.8
2019,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,78.0
2015,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,75.3
2022,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,78.3
2018,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,81.5
2020,Okupazio-tasa,Gizona,,,,Legutio,%,Legutio,79.6
2015,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,74.5
2020,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,83.7
2010,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,80.4
2021,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,75.9
2022,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,77.6
2016,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,76.6
2018,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,80.7
2023,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,80.2
2019,Okupazio-tasa,Gizona,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,83.7
2022,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,75.6
2010,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,70.2
2023,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,78.2
2016,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,72.0
2020,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,75.3
2019,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,75.5
2018,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,73.8
2021,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,74.5
2015,Okupazio-tasa,Gizona,,,,Leioa,%,Leioa,70.7
2022,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,70.1
2021,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,67.2
2015,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,65.5
2019,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,67.0
2020,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,67.8
2016,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,64.1
2018,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,65.7
2010,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,67.5
2023,Okupazio-tasa,Gizona,,,,Lekeitio,%,Lekeitio,73.4
2015,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,73.5
2022,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,77.6
2010,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,75.8
2018,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,77.4
2019,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,76.0
2016,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,74.8
2021,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,76.8
2023,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,80.0
2020,Okupazio-tasa,Gizona,,,,Lemoa,%,Lemoa,76.6
2019,Okupazio-tasa,Gizona,,,,Lemoiz,%,Lemoiz,80.0
2018,Okupazio-tasa,Gizona,,,,Lemoiz,%,Lemoiz,77.4
2022,Okupazio-tasa,Gizona,,,,Lemoiz,%,Lemoiz,75.6
2010,Okupazio-tasa,Gizona,,,,Lemoiz,%,Lemoiz,73.6
2021,Okupazio-tasa,Gizona,,,,Lemoiz,%,Lemoiz,72.3
2016,Okupazio-tasa,Gizona,,,,Lemoiz,%,Lemoiz,74.1
