Year,Series,Units,Value
2016,EU_H20_COVNAC,PT,82.6
2017,EU_H20_COVNAC,PT,84.0
2018,EU_H20_COVNAC,PT,81.9
2019,EU_H20_COVNAC,PT,82.1
2020,EU_H20_COVNAC,PT,81.3
2021,EU_H20_COVNAC,PT,81.3
2022,EU_H20_COVNAC,PT,76.1
2023,EU_H20_COVNAC,PT,76.6
