Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2014,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2013,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2020,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2012,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2015,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2024,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2021,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2017,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2018,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2010,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2011,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2019,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2023,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2022,,,,Zizurkil,100.000 biztanleko,Zizurkil,0.0
2013,,,,Zuia,100.000 biztanleko,Zuia,0.0
2021,,,,Zuia,100.000 biztanleko,Zuia,0.0
2012,,,,Zuia,100.000 biztanleko,Zuia,0.0
2024,,,,Zuia,100.000 biztanleko,Zuia,0.0
2017,,,,Zuia,100.000 biztanleko,Zuia,0.0
2014,,,,Zuia,100.000 biztanleko,Zuia,0.0
2019,,,,Zuia,100.000 biztanleko,Zuia,0.0
2023,,,,Zuia,100.000 biztanleko,Zuia,0.0
2016,,,,Zuia,100.000 biztanleko,Zuia,0.0
2022,,,,Zuia,100.000 biztanleko,Zuia,0.0
2015,,,,Zuia,100.000 biztanleko,Zuia,0.0
2018,,,,Zuia,100.000 biztanleko,Zuia,0.0
2011,,,,Zuia,100.000 biztanleko,Zuia,0.0
2010,,,,Zuia,100.000 biztanleko,Zuia,0.0
2020,,,,Zuia,100.000 biztanleko,Zuia,0.0
2024,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2011,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2019,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2010,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2014,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2018,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2012,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2013,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2022,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2023,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2017,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2021,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2020,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2015,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2016,,,,Zumaia,100.000 biztanleko,Zumaia,0.0
2014,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2022,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2010,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2019,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2016,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2023,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2011,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2021,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2017,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2018,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2012,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2015,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2013,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2020,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2024,,,,Zumarraga,100.000 biztanleko,Zumarraga,0.0
2023,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2018,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2015,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2014,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2013,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2010,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2020,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2024,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2019,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2021,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2012,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2022,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2016,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2011,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2017,,,Añana (eskualdea),,100.000 biztanleko,Añana (eskualdea),0.0
2012,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2020,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2014,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2021,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2018,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2015,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2019,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2010,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2024,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2011,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2023,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2016,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2013,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2017,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2022,,,Arabako Errioxa / Rioja Alavesa,,100.000 biztanleko,Arabako Errioxa / Rioja Alavesa,0.0
2014,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2017,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2021,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2016,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2018,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2010,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2012,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2013,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2024,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2023,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2011,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2015,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2020,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2022,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2019,,,Arabako Kantaurialdea / Cantábrica Alavesa,,100.000 biztanleko,Arabako Kantaurialdea / Cantábrica Alavesa,0.0
2015,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2022,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.37
2019,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.38
2011,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2010,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2020,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2024,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2012,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2018,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2021,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2014,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.39
2023,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2013,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2017,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.0
2016,,,Arabako Lautada / Llanada Alavesa,,100.000 biztanleko,Arabako Lautada / Llanada Alavesa,0.39
2023,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2013,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2019,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2018,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2011,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2020,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2021,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2014,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2016,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2012,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2010,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2024,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2015,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2017,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2022,,,Arabako Mendialdea / Montaña Alavesa,,100.000 biztanleko,Arabako Mendialdea / Montaña Alavesa,0.0
2011,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2015,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2012,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2021,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2020,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2017,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2016,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2024,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2018,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2013,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2019,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2010,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2022,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2014,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2023,,,Arratia Nerbioi / Arratia-Nervión,,100.000 biztanleko,Arratia Nerbioi / Arratia-Nervión,0.0
2014,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2011,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2020,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2022,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2023,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2024,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2015,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2010,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2021,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2017,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,1.3
2018,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,1.3
2016,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2013,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2019,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2012,,,Bidasoa Beherea / Bajo Bidasoa,,100.000 biztanleko,Bidasoa Beherea / Bajo Bidasoa,0.0
2011,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.34
2014,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.0
2013,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.12
2010,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.11
2017,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.23
2015,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.0
2024,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.35
2022,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.12
2023,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.12
2021,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.0
2018,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.23
2016,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.23
2020,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.0
2019,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.12
2012,,,Bilbo Handia / Gran Bilbao,,100.000 biztanleko,Bilbo Handia / Gran Bilbao,0.0
2015,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2010,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2023,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2017,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2022,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,1.83
2021,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2016,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2019,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2011,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2018,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2020,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2014,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2024,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2012,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2013,,,Debabarrena / Bajo Deba,,100.000 biztanleko,Debabarrena / Bajo Deba,0.0
2012,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2013,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2023,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2024,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2015,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2020,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2016,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2017,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2021,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2018,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2022,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,1.6
2010,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2019,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2014,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2011,,,Debagoiena / Alto Deba,,100.000 biztanleko,Debagoiena / Alto Deba,0.0
2022,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2017,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2015,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2010,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.31
2011,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2024,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2019,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2018,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2021,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2014,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2023,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2012,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2013,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.62
2020,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2016,,,Donostialdea,,100.000 biztanleko,Donostialdea,0.0
2024,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2016,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2017,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,1.01
2010,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,1.03
2023,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2012,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2020,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2014,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2011,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2013,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2015,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,1.02
2019,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2021,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,0.0
2022,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,1.01
2018,,,Durangaldea / Duranguesado,,100.000 biztanleko,Durangaldea / Duranguesado,1.01
2020,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2021,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2012,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2011,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2015,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2010,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2022,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2016,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2013,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2017,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2014,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2018,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2023,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2024,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2019,,,Enkartazioak / Encartaciones,,100.000 biztanleko,Enkartazioak / Encartaciones,0.0
2019,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2021,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2010,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2013,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2018,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2012,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2020,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2016,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2011,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2022,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2014,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2024,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2023,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,2.15
2017,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2015,,,Gernika-Bermeo,,100.000 biztanleko,Gernika-Bermeo,0.0
2016,,,Goierri,,100.000 biztanleko,Goierri,0.0
2014,,,Goierri,,100.000 biztanleko,Goierri,0.0
2024,,,Goierri,,100.000 biztanleko,Goierri,1.46
2013,,,Goierri,,100.000 biztanleko,Goierri,0.0
2022,,,Goierri,,100.000 biztanleko,Goierri,0.0
2020,,,Goierri,,100.000 biztanleko,Goierri,0.0
2023,,,Goierri,,100.000 biztanleko,Goierri,0.0
2010,,,Goierri,,100.000 biztanleko,Goierri,0.0
2017,,,Goierri,,100.000 biztanleko,Goierri,0.0
2018,,,Goierri,,100.000 biztanleko,Goierri,0.0
2011,,,Goierri,,100.000 biztanleko,Goierri,0.0
2019,,,Goierri,,100.000 biztanleko,Goierri,0.0
2012,,,Goierri,,100.000 biztanleko,Goierri,0.0
2015,,,Goierri,,100.000 biztanleko,Goierri,0.0
2021,,,Goierri,,100.000 biztanleko,Goierri,0.0
2020,,,Gorbeialdea / Estribaciones del Gorbea,,100.000 biztanleko,Gorbeialdea / Estribaciones del Gorbea,0.0
2022,,,Gorbeialdea / Estribaciones del Gorbea,,100.000 biztanleko,Gorbeialdea / Estribaciones del Gorbea,0.0
2014,,,Gorbeialdea / Estribaciones del Gorbea,,100.000 biztanleko,Gorbeialdea / Estribaciones del Gorbea,0.0
2016,,,Gorbeialdea / Estribaciones del Gorbea,,100.000 biztanleko,Gorbeialdea / Estribaciones del Gorbea,0.0
2019,,,Gorbeialdea / Estribaciones del Gorbea,,100.000 biztanleko,Gorbeialdea / Estribaciones del Gorbea,0.0
2010,,,Gorbeialdea / Estribaciones del Gorbea,,100.000 biztanleko,Gorbeialdea / Estribaciones del Gorbea,0.0
