Year,Series,Units,Value
2014,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa,%,100.0
2018,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa,%,100.0
2018,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa,%,80.0
2012,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa,%,100.0
2020,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa,%,100.0
2012,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa,%,74.0
2016,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa,%,100.0
2016,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa,%,76.3
2022,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa,%,79.4
2020,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa,%,80.8
2014,Modu egokian tratatutako etxeko hondakin-uren fluxuen proportzioa,%,77.5
2022,Kolektore-sistema batera konektatutako etxeko hondakin-uren fluxuen proportzioa,%,99.9
