Year,Series,Units,Value
2013,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,18730509.76
2015,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,19384671.9
2021,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,17631879.42
2012,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,20427113.19
2018,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,19040478.44
2020,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,16478502.65
2019,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,18574722.02
2011,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,20209426.39
2014,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,18756524.65
2017,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,19695350.67
2022,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,18461387.31
2010,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,21706181.17
2016,"Berotegi-efektuko gasen isurketak, guztira, urtearen arabera",Tona CO2 baliokide,18688513.07
2010,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.29
2015,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.25
2018,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.23
2022,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.21
2014,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.25
2020,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.21
2021,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.21
2017,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.24
2019,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.22
2012,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.27
2013,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.26
2011,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.27
2016,"Berotegi-efektuko gasen isurketak, guztira, BPGren unitateko",Kg CO2 baliokide BPGaren euro bakoitzeko,0.24
2010,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,10.0
2011,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,9.28
2012,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,9.37
2013,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.61
2014,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.63
2016,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.6
2015,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.92
2017,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,9.04
2021,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.05
2019,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.47
2020,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,7.5
2018,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.72
2022,"Berotegi-efektuko gasen isurketak, guztira, biztanleko",Tona CO2 baliokide biztanle bakoitzeko ,8.43
2010,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,4.85
2011,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-2.38
2012,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-1.33
2013,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-9.52
2014,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-9.4
2015,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-6.36
2016,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-9.73
2017,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-4.86
2018,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-8.02
2019,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-10.27
2020,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-20.4
2021,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-14.83
2022,"Berotegi-efektuko gasen isuriak, 1990. urtearekiko",%,-10.82
2011,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-20.49
2012,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-19.63
2020,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-35.17
2013,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-26.31
2014,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-26.21
2015,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-23.73
2016,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-26.47
2010,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-14.6
2017,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-22.51
2018,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-25.09
2019,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-26.92
2021,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-30.63
2022,"Berotegi-efektuko gasen isuriak, 2005. urtearekiko",%,-27.37
