Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,Gizona,,,Mendaro,%,Mendaro,100.0
2023,Gizona,,,Mendata,%,Mendata,100.0
2021,Gizona,,,Mendata,%,Mendata,100.0
2022,Gizona,,,Mendata,%,Mendata,100.0
2022,Gizona,,,Mendexa,%,Mendexa,100.0
2023,Gizona,,,Mendexa,%,Mendexa,100.0
2021,Gizona,,,Mendexa,%,Mendexa,100.0
2021,Gizona,,,Meñaka,%,Meñaka,100.0
2023,Gizona,,,Meñaka,%,Meñaka,100.0
2022,Gizona,,,Meñaka,%,Meñaka,100.0
2023,Gizona,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,100.0
2022,Gizona,,,Moreda de Álava / Moreda Araba,%,Moreda de Álava / Moreda Araba,100.0
2022,Gizona,,,Morga,%,Morga,100.0
2023,Gizona,,,Morga,%,Morga,100.0
2021,Gizona,,,Morga,%,Morga,100.0
2022,Gizona,,,Mundaka,%,Mundaka,100.0
2023,Gizona,,,Mundaka,%,Mundaka,100.0
2021,Gizona,,,Mundaka,%,Mundaka,100.0
2023,Gizona,,,Mungia,%,Mungia,100.0
2021,Gizona,,,Mungia,%,Mungia,100.0
2022,Gizona,,,Mungia,%,Mungia,92.2
2023,Gizona,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,100.0
2022,Gizona,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,100.0
2021,Gizona,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,100.0
2023,Gizona,,,Murueta,%,Murueta,100.0
2022,Gizona,,,Murueta,%,Murueta,100.0
2021,Gizona,,,Muskiz,%,Muskiz,96.7
2023,Gizona,,,Muskiz,%,Muskiz,100.0
2022,Gizona,,,Muskiz,%,Muskiz,100.0
2022,Gizona,,,Mutiloa,%,Mutiloa,100.0
2023,Gizona,,,Mutriku,%,Mutriku,100.0
2022,Gizona,,,Mutriku,%,Mutriku,100.0
2021,Gizona,,,Mutriku,%,Mutriku,100.0
2021,Gizona,,,Muxika,%,Muxika,100.0
2023,Gizona,,,Muxika,%,Muxika,100.0
2022,Gizona,,,Muxika,%,Muxika,85.7
2023,Gizona,,,Nabarniz,%,Nabarniz,100.0
2022,Gizona,,,Nabarniz,%,Nabarniz,100.0
2021,Gizona,,,Nabarniz,%,Nabarniz,100.0
2021,Gizona,,,Oiartzun,%,Oiartzun,97.9
2023,Gizona,,,Oiartzun,%,Oiartzun,100.0
2022,Gizona,,,Oiartzun,%,Oiartzun,98.0
2023,Gizona,,,Okondo,%,Okondo,100.0
2022,Gizona,,,Okondo,%,Okondo,100.0
2021,Gizona,,,Okondo,%,Okondo,100.0
2022,Gizona,,,Olaberria,%,Olaberria,100.0
2021,Gizona,,,Olaberria,%,Olaberria,100.0
2023,Gizona,,,Ondarroa,%,Ondarroa,100.0
2021,Gizona,,,Ondarroa,%,Ondarroa,100.0
2022,Gizona,,,Ondarroa,%,Ondarroa,100.0
2023,Gizona,,,Oñati,%,Oñati,100.0
2021,Gizona,,,Oñati,%,Oñati,100.0
2022,Gizona,,,Oñati,%,Oñati,95.2
2023,Gizona,,,Ordizia,%,Ordizia,100.0
2021,Gizona,,,Ordizia,%,Ordizia,100.0
2022,Gizona,,,Ordizia,%,Ordizia,98.3
2023,Gizona,,,Orendain,%,Orendain,100.0
2022,Gizona,,,Orendain,%,Orendain,100.0
2023,Gizona,,,Orexa,%,Orexa,100.0
2021,Gizona,,,Orexa,%,Orexa,100.0
2023,Gizona,,,Orio,%,Orio,100.0
2022,Gizona,,,Orio,%,Orio,100.0
2021,Gizona,,,Orio,%,Orio,100.0
2023,Gizona,,,Ormaiztegi,%,Ormaiztegi,100.0
2022,Gizona,,,Ormaiztegi,%,Ormaiztegi,100.0
2021,Gizona,,,Ormaiztegi,%,Ormaiztegi,100.0
2021,Gizona,,,Orozko,%,Orozko,100.0
2023,Gizona,,,Orozko,%,Orozko,100.0
2022,Gizona,,,Orozko,%,Orozko,100.0
2023,Gizona,,,Ortuella,%,Ortuella,100.0
2022,Gizona,,,Ortuella,%,Ortuella,100.0
2021,Gizona,,,Ortuella,%,Ortuella,100.0
2021,Gizona,,,Otxandio,%,Otxandio,100.0
2022,Gizona,,,Otxandio,%,Otxandio,100.0
2023,Gizona,,,Otxandio,%,Otxandio,100.0
2023,Gizona,,,Oyón-Oion,%,Oyón-Oion,100.0
2022,Gizona,,,Oyón-Oion,%,Oyón-Oion,87.0
2021,Gizona,,,Oyón-Oion,%,Oyón-Oion,100.0
2022,Gizona,,,Pasaia,%,Pasaia,96.7
2023,Gizona,,,Pasaia,%,Pasaia,100.0
2021,Gizona,,,Pasaia,%,Pasaia,100.0
2021,Gizona,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,100.0
2023,Gizona,,,Plentzia,%,Plentzia,100.0
2021,Gizona,,,Plentzia,%,Plentzia,100.0
2022,Gizona,,,Plentzia,%,Plentzia,100.0
2023,Gizona,,,Portugalete,%,Portugalete,100.0
2022,Gizona,,,Portugalete,%,Portugalete,97.4
2021,Gizona,,,Portugalete,%,Portugalete,100.0
2021,Gizona,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,88.9
2022,Gizona,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,85.7
2023,Gizona,,,Ribera Baja / Erriberabeitia,%,Ribera Baja / Erriberabeitia,100.0
2022,Gizona,,,Samaniego,%,Samaniego,100.0
2023,Gizona,,,Samaniego,%,Samaniego,100.0
2022,Gizona,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,100.0
2023,Gizona,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,100.0
2021,Gizona,,,San Millán / Donemiliaga,%,San Millán / Donemiliaga,100.0
2021,Gizona,,,Santurtzi,%,Santurtzi,99.5
2023,Gizona,,,Santurtzi,%,Santurtzi,100.0
2022,Gizona,,,Santurtzi,%,Santurtzi,98.4
2021,Gizona,,,Segura,%,Segura,100.0
2022,Gizona,,,Segura,%,Segura,100.0
2023,Gizona,,,Segura,%,Segura,100.0
2022,Gizona,,,Sestao,%,Sestao,98.1
2023,Gizona,,,Sestao,%,Sestao,100.0
2021,Gizona,,,Sestao,%,Sestao,100.0
2021,Gizona,,,Sondika,%,Sondika,100.0
2023,Gizona,,,Sondika,%,Sondika,100.0
2022,Gizona,,,Sondika,%,Sondika,100.0
2022,Gizona,,,Sopela,%,Sopela,96.5
2023,Gizona,,,Sopela,%,Sopela,100.0
2021,Gizona,,,Sopela,%,Sopela,100.0
2021,Gizona,,,Sopuerta,%,Sopuerta,100.0
2023,Gizona,,,Sopuerta,%,Sopuerta,100.0
2022,Gizona,,,Sopuerta,%,Sopuerta,100.0
2022,Gizona,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,100.0
2021,Gizona,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,100.0
2023,Gizona,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,100.0
2022,Gizona,,,Sukarrieta,%,Sukarrieta,100.0
2023,Gizona,,,Sukarrieta,%,Sukarrieta,100.0
2021,Gizona,,,Tolosa,%,Tolosa,100.0
2023,Gizona,,,Tolosa,%,Tolosa,100.0
2022,Gizona,,,Tolosa,%,Tolosa,97.8
2021,Gizona,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2022,Gizona,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2023,Gizona,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2022,Gizona,,,Ugao-Miraballes,%,Ugao-Miraballes,94.7
2023,Gizona,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2021,Gizona,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2021,Gizona,,,Urduliz,%,Urduliz,100.0
2022,Gizona,,,Urduliz,%,Urduliz,95.5
2023,Gizona,,,Urduliz,%,Urduliz,100.0
2022,Gizona,,,Urduña / Orduña,%,Urduña / Orduña,89.5
2023,Gizona,,,Urduña / Orduña,%,Urduña / Orduña,100.0
2021,Gizona,,,Urduña / Orduña,%,Urduña / Orduña,100.0
2023,Gizona,,,Urkabustaiz,%,Urkabustaiz,100.0
2021,Gizona,,,Urkabustaiz,%,Urkabustaiz,100.0
2022,Gizona,,,Urkabustaiz,%,Urkabustaiz,100.0
2023,Gizona,,,Urnieta,%,Urnieta,100.0
2021,Gizona,,,Urnieta,%,Urnieta,100.0
2022,Gizona,,,Urnieta,%,Urnieta,95.8
2023,Gizona,,,Urretxu,%,Urretxu,100.0
2022,Gizona,,,Urretxu,%,Urretxu,100.0
2021,Gizona,,,Urretxu,%,Urretxu,100.0
2023,Gizona,,,Usurbil,%,Usurbil,100.0
2021,Gizona,,,Usurbil,%,Usurbil,100.0
2022,Gizona,,,Usurbil,%,Usurbil,100.0
2022,Gizona,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,100.0
2023,Gizona,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,100.0
2021,Gizona,,,Valdegovía / Gaubea,%,Valdegovía / Gaubea,100.0
2021,Gizona,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2023,Gizona,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2022,Gizona,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,97.5
2021,Gizona,,,Villabona,%,Villabona,100.0
2022,Gizona,,,Villabona,%,Villabona,100.0
2023,Gizona,,,Villabona,%,Villabona,100.0
2022,Gizona,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,97.2
2021,Gizona,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,99.8
2023,Gizona,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,100.0
2023,Gizona,,,Yécora / Iekora,%,Yécora / Iekora,100.0
2021,Gizona,,,Zaldibar,%,Zaldibar,100.0
2022,Gizona,,,Zaldibar,%,Zaldibar,92.9
2023,Gizona,,,Zaldibar,%,Zaldibar,100.0
2023,Gizona,,,Zaldibia,%,Zaldibia,100.0
2021,Gizona,,,Zaldibia,%,Zaldibia,100.0
2022,Gizona,,,Zaldibia,%,Zaldibia,90.0
2022,Gizona,,,Zalduondo,%,Zalduondo,100.0
2022,Gizona,,,Zalla,%,Zalla,89.5
2021,Gizona,,,Zalla,%,Zalla,100.0
2023,Gizona,,,Zalla,%,Zalla,100.0
2021,Gizona,,,Zambrana,%,Zambrana,100.0
2022,Gizona,,,Zambrana,%,Zambrana,33.3
2022,Gizona,,,Zamudio,%,Zamudio,93.8
2023,Gizona,,,Zamudio,%,Zamudio,100.0
2021,Gizona,,,Zamudio,%,Zamudio,100.0
2021,Gizona,,,Zaratamo,%,Zaratamo,100.0
2023,Gizona,,,Zaratamo,%,Zaratamo,100.0
2022,Gizona,,,Zaratamo,%,Zaratamo,100.0
2022,Gizona,,,Zarautz,%,Zarautz,100.0
2023,Gizona,,,Zarautz,%,Zarautz,100.0
2021,Gizona,,,Zarautz,%,Zarautz,100.0
2023,Gizona,,,Zeanuri,%,Zeanuri,100.0
2022,Gizona,,,Zeanuri,%,Zeanuri,100.0
2021,Gizona,,,Zeanuri,%,Zeanuri,100.0
2022,Gizona,,,Zeberio,%,Zeberio,100.0
2023,Gizona,,,Zeberio,%,Zeberio,100.0
2021,Gizona,,,Zeberio,%,Zeberio,100.0
2023,Gizona,,,Zegama,%,Zegama,100.0
2022,Gizona,,,Zegama,%,Zegama,100.0
2021,Gizona,,,Zegama,%,Zegama,100.0
2023,Gizona,,,Zerain,%,Zerain,100.0
2022,Gizona,,,Zerain,%,Zerain,100.0
2023,Gizona,,,Zestoa,%,Zestoa,100.0
2022,Gizona,,,Zestoa,%,Zestoa,95.5
2021,Gizona,,,Zestoa,%,Zestoa,100.0
2022,Gizona,,,Zierbena,%,Zierbena,100.0
2021,Gizona,,,Zierbena,%,Zierbena,100.0
2023,Gizona,,,Zierbena,%,Zierbena,100.0
2021,Gizona,,,Zigoitia,%,Zigoitia,100.0
2023,Gizona,,,Zigoitia,%,Zigoitia,100.0
2022,Gizona,,,Zigoitia,%,Zigoitia,77.8
2021,Gizona,,,Ziortza-Bolibar,%,Ziortza-Bolibar,100.0
2023,Gizona,,,Ziortza-Bolibar,%,Ziortza-Bolibar,100.0
2021,Gizona,,,Zizurkil,%,Zizurkil,100.0
2022,Gizona,,,Zizurkil,%,Zizurkil,100.0
2023,Gizona,,,Zizurkil,%,Zizurkil,100.0
2022,Gizona,,,Zuia,%,Zuia,100.0
2023,Gizona,,,Zuia,%,Zuia,100.0
2021,Gizona,,,Zuia,%,Zuia,100.0
2023,Gizona,,,Zumaia,%,Zumaia,100.0
2021,Gizona,,,Zumaia,%,Zumaia,100.0
2022,Gizona,,,Zumaia,%,Zumaia,98.3
2022,Gizona,,,Zumarraga,%,Zumarraga,100.0
2021,Gizona,,,Zumarraga,%,Zumarraga,98.2
2023,Gizona,,,Zumarraga,%,Zumarraga,100.0
2022,Gizona,,Añana (eskualdea),,%,Añana (eskualdea),84.0
2023,Gizona,,Añana (eskualdea),,%,Añana (eskualdea),100.0
2021,Gizona,,Añana (eskualdea),,%,Añana (eskualdea),97.1
2022,Gizona,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,92.0
2021,Gizona,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,100.0
2023,Gizona,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,100.0
2021,Gizona,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,99.4
2022,Gizona,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,98.8
2023,Gizona,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,100.0
2023,Gizona,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,100.0
2021,Gizona,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,99.9
2022,Gizona,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,96.9
2021,Gizona,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.0
2023,Gizona,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.0
2022,Gizona,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.0
2022,Gizona,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,95.9
2021,Gizona,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,100.0
2023,Gizona,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,100.0
2022,Gizona,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,91.8
2021,Gizona,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,99.4
2023,Gizona,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,100.0
2021,Gizona,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,99.7
2023,Gizona,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,100.0
2022,Gizona,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,96.9
2022,Gizona,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,97.8
2023,Gizona,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,100.0
2021,Gizona,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,99.6
2023,Gizona,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,100.0
2021,Gizona,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,99.7
2022,Gizona,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,97.8
2023,Gizona,,Donostialdea,,%,Donostialdea,100.0
2022,Gizona,,Donostialdea,,%,Donostialdea,97.4
2021,Gizona,,Donostialdea,,%,Donostialdea,99.6
2023,Gizona,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,100.0
2022,Gizona,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,97.1
2021,Gizona,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,100.0
2022,Gizona,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,94.9
2021,Gizona,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,100.0
2023,Gizona,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,100.0
2021,Gizona,,Gernika-Bermeo,,%,Gernika-Bermeo,98.7
2022,Gizona,,Gernika-Bermeo,,%,Gernika-Bermeo,96.3
2023,Gizona,,Gernika-Bermeo,,%,Gernika-Bermeo,100.0
2021,Gizona,,Goierri,,%,Goierri,99.4
2022,Gizona,,Goierri,,%,Goierri,98.2
2023,Gizona,,Goierri,,%,Goierri,100.0
2021,Gizona,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,100.0
2023,Gizona,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,100.0
2022,Gizona,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,94.9
2023,Gizona,,Markina-Ondarroa,,%,Markina-Ondarroa,100.0
2021,Gizona,,Markina-Ondarroa,,%,Markina-Ondarroa,100.0
2022,Gizona,,Markina-Ondarroa,,%,Markina-Ondarroa,99.0
2022,Gizona,,Plentzia-Mungia,,%,Plentzia-Mungia,96.2
2023,Gizona,,Plentzia-Mungia,,%,Plentzia-Mungia,100.0
2021,Gizona,,Plentzia-Mungia,,%,Plentzia-Mungia,100.0
2023,Gizona,,Tolosaldea,,%,Tolosaldea,100.0
2022,Gizona,,Tolosaldea,,%,Tolosaldea,97.6
2021,Gizona,,Tolosaldea,,%,Tolosaldea,100.0
2022,Gizona,,Urola Kosta,,%,Urola Kosta,98.0
2023,Gizona,,Urola Kosta,,%,Urola Kosta,100.0
2021,Gizona,,Urola Kosta,,%,Urola Kosta,100.0
2021,Gizona,Araba / Álava,,,%,Araba / Álava,99.8
2022,Gizona,Araba / Álava,,,%,Araba / Álava,96.7
2023,Gizona,Araba / Álava,,,%,Araba / Álava,100.0
2021,Gizona,Bizkaia,,,%,Bizkaia,99.7
2022,Gizona,Bizkaia,,,%,Bizkaia,96.8
2023,Gizona,Bizkaia,,,%,Bizkaia,100.0
2022,Gizona,Gipuzkoa,,,%,Gipuzkoa,97.2
2023,Gizona,Gipuzkoa,,,%,Gipuzkoa,100.0
2021,Gizona,Gipuzkoa,,,%,Gipuzkoa,99.6
