Year,Value,Units
2019,99.93,%
2022,99.92,%
2021,99.94,%
2018,99.94,%
2023,99.91,%
2017,99.94,%
2015,99.88,%
2012,99.96,%
2016,99.94,%
2011,99.92,%
2014,99.93,%
2013,99.96,%
2010,99.97,%
2020,99.97,%
