Year,Value,Units,Series
2019,60.9,%,Proporción de masas de agua de buena calidad
2022,57.1,%,Proporción de masas de agua de buena calidad
2015,46.8,%,Proporción de masas de agua de buena calidad
2016,58.2,%,Proporción de masas de agua de buena calidad
2017,64.4,%,Proporción de masas de agua de buena calidad
2018,65.8,%,Proporción de masas de agua de buena calidad
2024,59.6,%,Proporción de masas de agua de buena calidad
2020,59.4,%,Proporción de masas de agua de buena calidad
2023,55.7,%,Proporción de masas de agua de buena calidad
2021,62.4,%,Proporción de masas de agua de buena calidad
2021,56.6,%,Proporción de masas de agua superficiales de buena calidad
2016,50.6,%,Proporción de masas de agua superficiales de buena calidad
2024,53.3,%,Proporción de masas de agua superficiales de buena calidad
2017,58.4,%,Proporción de masas de agua superficiales de buena calidad
2022,50.3,%,Proporción de masas de agua superficiales de buena calidad
2018,60.8,%,Proporción de masas de agua superficiales de buena calidad
2023,48.5,%,Proporción de masas de agua superficiales de buena calidad
2019,54.8,%,Proporción de masas de agua superficiales de buena calidad
2015,36.0,%,Proporción de masas de agua superficiales de buena calidad
2020,53.0,%,Proporción de masas de agua superficiales de buena calidad
2016,91.7,%,Proporción de masas de agua subterráneas de buena calidad
2023,88.9,%,Proporción de masas de agua subterráneas de buena calidad
2019,88.9,%,Proporción de masas de agua subterráneas de buena calidad
2017,91.7,%,Proporción de masas de agua subterráneas de buena calidad
2020,88.9,%,Proporción de masas de agua subterráneas de buena calidad
2024,88.9,%,Proporción de masas de agua subterráneas de buena calidad
2021,88.9,%,Proporción de masas de agua subterráneas de buena calidad
2022,88.9,%,Proporción de masas de agua subterráneas de buena calidad
2015,91.7,%,Proporción de masas de agua subterráneas de buena calidad
2018,88.9,%,Proporción de masas de agua subterráneas de buena calidad
