Year,Value,Units
2020,29.2,Euro per cápita
2023,37.4,Euro per cápita
2021,30.2,Euro per cápita
2019,29.2,Euro per cápita
2022,37.7,Euro per cápita
2018,27.6,Euro per cápita
2015,25.7,Euro per cápita
2017,25.7,Euro per cápita
2016,24.7,Euro per cápita
