Year,Value,Units,Series
2016,82.6,Porcentaje,EU_H20_COVNAC
2017,84.0,Porcentaje,EU_H20_COVNAC
2018,81.9,Porcentaje,EU_H20_COVNAC
2019,82.1,Porcentaje,EU_H20_COVNAC
2020,81.3,Porcentaje,EU_H20_COVNAC
2021,81.3,Porcentaje,EU_H20_COVNAC
2022,76.1,Porcentaje,EU_H20_COVNAC
2023,76.6,Porcentaje,EU_H20_COVNAC
