Year,Value,Units,Series
2015,0.07,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2017,0.06,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2014,0.07,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2022,0.06,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2020,0.05,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2010,0.09,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2012,0.07,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2018,0.08,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2011,0.08,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2021,0.05,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2016,0.07,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2013,0.07,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2023,0.06,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
2019,0.07,Por 1.000,Número de nuevas infecciones por el VIH por cada 1.000 habitantes 
