Year,Value,Units,Series
2022,20.8,Euros,Ingreso medio por hora 
2020,19.9,Euros,Ingreso medio por hora 
2016,18.2,Euros,Ingreso medio por hora 
2010,17.4,Euros,Ingreso medio por hora 
2011,17.2,Euros,Ingreso medio por hora 
2012,17.4,Euros,Ingreso medio por hora 
2014,18.3,Euros,Ingreso medio por hora 
2015,18.4,Euros,Ingreso medio por hora 
2021,20.4,Euros,Ingreso medio por hora 
2017,18.5,Euros,Ingreso medio por hora 
2013,17.5,Euros,Ingreso medio por hora 
2019,19.5,Euros,Ingreso medio por hora 
2018,18.9,Euros,Ingreso medio por hora 
2014,15.1,Porcentaje,Brecha de género en el salario medio por hora
2017,12.8,Porcentaje,Brecha de género en el salario medio por hora
2019,9.5,Porcentaje,Brecha de género en el salario medio por hora
2015,12.8,Porcentaje,Brecha de género en el salario medio por hora
2012,20.1,Porcentaje,Brecha de género en el salario medio por hora
2021,7.3,Porcentaje,Brecha de género en el salario medio por hora
2018,11.9,Porcentaje,Brecha de género en el salario medio por hora
2016,14.3,Porcentaje,Brecha de género en el salario medio por hora
2011,18.1,Porcentaje,Brecha de género en el salario medio por hora
2013,19.6,Porcentaje,Brecha de género en el salario medio por hora
2022,8.8,Porcentaje,Brecha de género en el salario medio por hora
2010,15.4,Porcentaje,Brecha de género en el salario medio por hora
2020,8.3,Porcentaje,Brecha de género en el salario medio por hora
